time,Dallas,pts.away,score,pts.home,Denver
8:32.0,,,102-95,,Turnover by J. Nurkic (bad pass)
8:32.0,Official timeout,,102-95,,
8:32.0,A. Aminu enters the game for D. Nowitzki,,102-95,,
8:16.0,R. Jefferson misses 2-pt shot from 1 ft,,102-95,,
8:15.0,,,102-95,,Defensive rebound by W. Barton
8:03.0,,,102-97,2,D. Gallinari makes 2-pt shot at rim
7:50.0,R. Jefferson misses 3-pt shot from 25 ft,,102-97,,
7:48.0,,,102-97,,Defensive rebound by J. Nurkic
7:40.0,,,102-97,,T. Lawson misses 2-pt shot from 7 ft
7:38.0,Defensive rebound by T. Chandler,,102-97,,
7:36.0,Turnover by T. Chandler (lost ball; steal by J. Nurkic),,102-97,,
7:32.0,,,102-99,2,J. Hickson makes 2-pt shot at rim (assist by T. Lawson)
7:13.0,M. Ellis makes 2-pt shot from 2 ft,2,104-99,,
7:01.0,,,104-99,,J. Hickson misses 2-pt shot from 10 ft
7:00.0,,,104-99,,Offensive rebound by J. Nurkic
6:59.0,,,104-99,,J. Nurkic misses 2-pt shot from 1 ft
6:58.0,,,104-99,,Offensive rebound by D. Gallinari
6:57.0,,,104-99,,Shooting foul by R. Jefferson (drawn by D. Gallinari)
6:57.0,,,104-100,1,D. Gallinari makes free throw 1 of 2
6:57.0,,,104-101,1,D. Gallinari makes free throw 2 of 2
6:44.0,Turnover by M. Ellis (lost ball; steal by W. Barton),,104-101,,
6:36.0,,,104-101,,D. Gallinari misses 3-pt shot from 25 ft (block by A. Aminu)
6:35.0,,,104-101,,Offensive rebound by W. Barton
6:35.0,,,104-103,2,W. Barton makes 2-pt shot from 2 ft
6:35.0,Dallas full timeout,,104-103,,
6:35.0,A. Stoudemire enters the game for R. Jefferson,,104-103,,
6:35.0,D. Nowitzki enters the game for T. Chandler,,104-103,,
6:35.0,D. Harris enters the game for J. Barea,,104-103,,
6:20.0,M. Ellis misses 2-pt shot from 16 ft,,104-103,,
6:18.0,Offensive rebound by A. Aminu,,104-103,,
6:15.0,A. Aminu misses 2-pt shot from 2 ft,,104-103,,
6:14.0,Offensive rebound by A. Aminu,,104-103,,
6:10.0,D. Nowitzki misses 2-pt shot from 15 ft,,104-103,,
6:08.0,Offensive rebound by A. Aminu,,104-103,,
5:58.0,Shooting foul by J. Nurkic (drawn by M. Ellis),,104-103,,
5:58.0,M. Ellis misses free throw 1 of 2,,104-103,,
5:58.0,Offensive rebound by Team,,104-103,,
5:58.0,,,104-103,,K. Faried enters the game for J. Nurkic
5:58.0,,,104-103,,W. Chandler enters the game for J. Hickson
5:58.0,M. Ellis makes free throw 2 of 2,1,105-103,,
5:37.0,,,105-103,,W. Chandler misses 2-pt shot from 5 ft
5:35.0,,,105-103,,Offensive rebound by W. Chandler
5:32.0,,,105-105,2,W. Chandler makes 2-pt shot from 2 ft
5:16.0,M. Ellis makes 2-pt shot from 3 ft,2,107-105,,
5:06.0,,,107-107,2,K. Faried makes 2-pt shot at rim (assist by T. Lawson)
4:43.0,M. Ellis misses 2-pt shot from 4 ft,,107-107,,
4:42.0,,,107-107,,Defensive rebound by T. Lawson
4:38.0,,,107-107,,T. Lawson misses 2-pt shot from 16 ft
4:33.0,Defensive rebound by D. Nowitzki,,107-107,,
4:14.0,M. Ellis makes 2-pt shot from 19 ft,2,109-107,,
4:05.0,,,109-107,,Denver full timeout
4:05.0,,,109-107,,R. Foye enters the game for W. Barton
3:59.0,,,109-109,2,W. Chandler makes 2-pt shot at rim (assist by T. Lawson)
3:43.0,D. Harris makes 3-pt shot from 25 ft (assist by D. Nowitzki),3,112-109,,
3:22.0,,,112-111,2,D. Gallinari makes 2-pt shot from 15 ft
3:07.0,Turnover by D. Nowitzki (lost ball; steal by R. Foye),,112-111,,
3:00.0,,,112-111,,Turnover by R. Foye (bad pass; steal by A. Stoudemire)
2:52.0,D. Nowitzki misses 3-pt shot from 26 ft,,112-111,,
2:51.0,,,112-111,,Defensive rebound by R. Foye
2:45.0,,,112-113,2,K. Faried makes 2-pt shot at rim (assist by T. Lawson)
2:45.0,Dallas full timeout,,112-113,,
2:45.0,T. Chandler enters the game for A. Aminu,,112-113,,
2:45.0,R. Jefferson enters the game for A. Stoudemire,,112-113,,
2:28.0,R. Jefferson makes 3-pt shot from 24 ft (assist by M. Ellis),3,115-113,,
2:14.0,,,115-116,3,W. Chandler makes 3-pt shot from 25 ft (assist by T. Lawson)
2:00.0,Offensive foul by T. Chandler,,115-116,,
2:00.0,Turnover by T. Chandler (offensive foul),,115-116,,
1:42.0,,,115-119,3,T. Lawson makes 3-pt shot from 26 ft (assist by W. Chandler)
1:34.0,,,115-119,,Personal block foul by W. Chandler (drawn by D. Nowitzki)
1:28.0,D. Nowitzki makes 2-pt shot from 17 ft (assist by D. Harris),2,117-119,,
1:10.0,Personal foul by D. Nowitzki (drawn by W. Chandler),,117-119,,
0:59.0,,,117-119,,R. Foye misses 3-pt shot from 23 ft
0:58.0,Defensive rebound by D. Harris,,117-119,,
0:53.0,,,117-119,,Violation by K. Faried (def goaltending)
0:53.0,D. Harris makes 2-pt shot from 2 ft,2,119-119,,
0:53.0,,,119-119,,Denver full timeout
0:53.0,A. Aminu enters the game for D. Nowitzki,,119-119,,
0:43.0,,,119-121,2,K. Faried makes 2-pt shot at rim (assist by T. Lawson)
0:43.0,Dallas full timeout,,119-121,,
0:43.0,D. Nowitzki enters the game for A. Aminu,,119-121,,
0:30.0,R. Jefferson makes 2-pt shot from 1 ft (assist by D. Harris),2,121-121,,
0:23.0,,,121-121,,Denver full timeout
0:23.0,A. Aminu enters the game for D. Nowitzki,,121-121,,
0:08.0,,,121-121,,T. Lawson misses 2-pt shot from 19 ft
0:07.0,Defensive rebound by R. Jefferson,,121-121,,
0:06.0,Turnover by M. Ellis (lost ball),,121-121,,
0:06.0,,,121-121,,Denver full timeout
0:00.0,,,121-121,,K. Faried misses 2-pt shot from 19 ft
0:00.0,Defensive rebound by R. Jefferson,,121-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
4:57.0,Jump ball: T. Chandler vs. K. Faried (D. Nowitzki gains possession),,,,Jump ball: T. Chandler vs. K. Faried (D. Nowitzki gains possession)
4:45.0,M. Ellis makes 2-pt shot from 3 ft (assist by D. Nowitzki),2,123-121,,
4:28.0,,,123-123,2,W. Chandler makes 2-pt shot from 2 ft (assist by R. Foye)
4:08.0,R. Jefferson makes 3-pt shot from 26 ft (assist by D. Harris),3,126-123,,
3:49.0,,,126-123,,Shooting foul by R. Jefferson (drawn by D. Gallinari)
3:49.0,,,126-124,1,D. Gallinari makes free throw 1 of 2
3:49.0,,,126-125,1,D. Gallinari makes free throw 2 of 2
3:37.0,D. Nowitzki misses 2-pt shot from 17 ft,,126-125,,
3:35.0,,,126-125,,Defensive rebound by R. Foye
3:23.0,,,126-125,,W. Chandler misses 2-pt shot from 1 ft
3:22.0,,,126-125,,Offensive rebound by R. Foye
3:18.0,,,126-128,3,D. Gallinari makes 3-pt shot from 25 ft (assist by R. Foye)
2:56.0,D. Nowitzki misses 2-pt shot from 12 ft,,126-128,,
2:55.0,Offensive rebound by T. Chandler,,126-128,,
2:49.0,D. Harris makes 2-pt shot from 1 ft (assist by D. Nowitzki),2,128-128,,
2:35.0,,,128-128,,R. Foye misses 3-pt shot from 25 ft
2:34.0,,,128-128,,Offensive rebound by K. Faried
2:27.0,,,128-131,3,W. Chandler makes 3-pt shot from 23 ft (assist by R. Foye)
2:26.0,Dallas full timeout,,128-131,,
2:17.0,M. Ellis makes 2-pt shot from 19 ft (assist by D. Harris),2,130-131,,
1:45.0,,,130-134,3,D. Gallinari makes 3-pt shot from 23 ft (assist by T. Lawson)
1:33.0,D. Nowitzki makes 2-pt shot from 14 ft (assist by R. Jefferson),2,132-134,,
1:18.0,,,132-134,,W. Chandler misses 3-pt shot from 26 ft
1:17.0,Defensive rebound by D. Harris,,132-134,,
1:13.0,M. Ellis makes 2-pt shot at rim (assist by D. Harris),2,134-134,,
0:57.0,,,134-134,,T. Lawson misses 2-pt shot from 20 ft
0:56.0,,,134-134,,Offensive rebound by Team
0:56.0,Loose ball foul by T. Chandler (drawn by K. Faried),,134-134,,
0:42.0,,,134-134,,W. Chandler misses 2-pt shot from 1 ft
0:40.0,,,134-134,,Offensive rebound by K. Faried
0:40.0,,,134-134,,K. Faried misses 2-pt shot at rim
0:38.0,,,134-134,,Offensive rebound by K. Faried
0:36.0,,,134-134,,Turnover by K. Faried (lost ball; steal by D. Harris)
0:22.0,D. Nowitzki misses 2-pt shot from 17 ft,,134-134,,
0:19.0,,,134-134,,Defensive rebound by T. Lawson
0:02.0,,,134-134,,T. Lawson misses 2-pt shot from 20 ft
0:01.0,Defensive rebound by R. Jefferson,,134-134,,
0:01.0,Dallas full timeout,,134-134,,
0:00.0,M. Ellis misses 3-pt shot from 25 ft,,134-134,,
0:00.0,Offensive rebound by Team,,134-134,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
4:56.0,Jump ball: K. Faried vs. B. James (C. Villanueva gains possession),,,,Jump ball: K. Faried vs. B. James (C. Villanueva gains possession)
4:45.0,C. Villanueva misses 3-pt shot from 25 ft,,134-134,,
4:43.0,,,134-134,,Defensive rebound by D. Gallinari
4:38.0,,,134-136,2,D. Gallinari makes 2-pt shot from 1 ft
4:16.0,R. Felton makes 2-pt shot from 19 ft (assist by C. Villanueva),2,136-136,,
3:52.0,,,136-136,,Turnover by W. Chandler (bad pass; steal by B. James)
3:35.0,A. Aminu misses 2-pt shot from 2 ft,,136-136,,
3:34.0,,,136-136,,Defensive rebound by D. Gallinari
3:24.0,Personal foul by B. James (drawn by K. Faried),,136-136,,
3:08.0,,,136-139,3,D. Gallinari makes 3-pt shot from 24 ft (assist by T. Lawson)
2:58.0,C. Villanueva makes 3-pt shot from 27 ft (assist by J. Barea),3,139-139,,
2:45.0,,,139-139,,W. Chandler misses 3-pt shot from 24 ft
2:42.0,,,139-139,,Offensive rebound by K. Faried
2:39.0,,,139-139,,R. Foye misses 3-pt shot from 25 ft
2:36.0,,,139-139,,Offensive rebound by D. Gallinari
2:36.0,,,139-141,2,D. Gallinari makes 2-pt shot at rim
2:23.0,Turnover by J. Barea (bad pass; steal by R. Foye),,139-141,,
2:16.0,Shooting block foul by B. James (drawn by D. Gallinari),,139-141,,
2:16.0,,,139-142,1,D. Gallinari makes free throw 1 of 2
2:16.0,,,139-143,1,D. Gallinari makes free throw 2 of 2
2:05.0,C. Villanueva misses 3-pt shot from 25 ft,,139-143,,
2:04.0,Offensive rebound by Team,,139-143,,
2:04.0,Dallas full timeout,,139-143,,
1:54.0,R. Felton makes 3-pt shot from 24 ft (assist by C. Villanueva),3,142-143,,
1:42.0,,,142-143,,R. Foye misses 3-pt shot from 26 ft
1:40.0,Defensive rebound by B. James,,142-143,,
1:28.0,R. Felton misses 3-pt shot from 25 ft,,142-143,,
1:25.0,,,142-143,,Defensive rebound by T. Lawson
1:01.0,,,142-143,,Turnover by W. Chandler (lost ball; steal by R. Felton)
0:59.0,Dallas full timeout,,142-143,,
0:49.0,C. Villanueva misses 3-pt shot from 23 ft,,142-143,,
0:48.0,Offensive rebound by C. Villanueva,,142-143,,
0:45.0,C. Villanueva misses 2-pt shot from 3 ft,,142-143,,
0:44.0,Offensive rebound by A. Aminu,,142-143,,
0:42.0,A. Aminu misses 2-pt shot from 1 ft (block by D. Gallinari),,142-143,,
0:41.0,Offensive rebound by A. Aminu,,142-143,,
0:41.0,A. Aminu misses 2-pt shot from 1 ft,,142-143,,
0:41.0,,,142-143,,Defensive rebound by Team
0:41.0,Loose ball foul by C. Villanueva (drawn by R. Foye),,142-143,,
0:23.0,,,142-143,,D. Gallinari misses 3-pt shot from 26 ft
0:22.0,Defensive rebound by C. Villanueva,,142-143,,
0:02.0,R. Felton makes 2-pt shot at rim,2,144-143,,
0:02.0,,,144-143,,Denver full timeout
0:00.0,,,144-143,,K. Faried misses 2-pt shot from 4 ft (block by R. Felton)
0:00.0,,,144-143,,Offensive rebound by Team
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
