time,Cleveland,pts.away,score,pts.home,Golden State
2:59.0,J. Smith makes free throw 2 of 2,1,92-101,,
2:42.0,,,92-101,,S. Curry misses 3-pt shot from 25 ft
2:40.0,Defensive rebound by K. Love,,92-101,,
2:30.0,Turnover by J. Smith (lost ball; steal by S. Curry),,92-101,,
2:22.0,,,92-103,2,D. Green makes 2-pt shot from 1 ft (assist by S. Curry)
2:10.0,J. Jones misses 3-pt shot from 22 ft,,92-103,,
2:09.0,,,92-103,,Defensive rebound by Team
2:09.0,Loose ball foul by T. Thompson (drawn by A. Bogut),,92-103,,
2:09.0,T. Mozgov enters the game for T. Thompson,,92-103,,
1:53.0,,,92-105,2,D. Green makes 2-pt shot from 17 ft (assist by S. Curry)
1:40.0,K. Irving makes 2-pt shot from 19 ft,2,94-105,,
1:21.0,,,94-108,3,A. Iguodala makes 3-pt shot from 23 ft (assist by S. Curry)
1:09.0,K. Irving misses 2-pt shot from 2 ft,,94-108,,
1:08.0,,,94-108,,Defensive rebound by A. Iguodala
0:53.0,,,94-110,2,S. Curry makes 2-pt shot from 3 ft
0:53.0,Cleveland full timeout,,94-110,,
0:53.0,B. Haywood enters the game for K. Love,,94-110,,
0:53.0,J. Harris enters the game for K. Irving,,94-110,,
0:53.0,M. Dellavedova enters the game for J. Jones,,94-110,,
0:53.0,,,94-110,,S. Livingston enters the game for S. Curry
0:53.0,,,94-110,,J. Holiday enters the game for K. Thompson
0:40.0,J. Smith misses 3-pt shot from 26 ft,,94-110,,
0:39.0,,,94-110,,Defensive rebound by A. Bogut
0:16.0,,,94-112,2,J. Holiday makes 2-pt shot from 17 ft
0:05.0,M. Dellavedova misses 2-pt shot from 10 ft,,94-112,,
0:03.0,,,94-112,,Defensive rebound by D. Green
0:00.0,End of 4th quarter,,,,End of 4th quarter
