time,LA Lakers,pts.away,score,pts.home,Dallas
5:28.0,J. Hill makes 2-pt shot from 16 ft (assist by J. Lin),2,79-86,,
5:15.0,,,79-88,2,R. Rondo makes 2-pt shot from 5 ft
5:02.0,J. Lin misses 3-pt shot from 24 ft,,79-88,,
5:01.0,,,79-88,,Defensive rebound by R. Rondo
4:53.0,,,79-90,2,T. Chandler makes 2-pt shot from 6 ft (assist by R. Rondo)
4:53.0,,,79-90,,Shooting foul by J. Hill (drawn by T. Chandler)
4:53.0,,,79-90,,Dallas full timeout
4:53.0,R. Price enters the game for J. Lin,,79-90,,
4:53.0,W. Johnson enters the game for J. Clarkson,,79-90,,
4:53.0,,,79-90,,T. Chandler misses free throw 1 of 1
4:52.0,,,79-90,,Offensive rebound by Team
4:42.0,,,79-92,2,M. Ellis makes 2-pt shot from 1 ft
4:23.0,N. Young misses 3-pt shot from 25 ft,,79-92,,
4:21.0,,,79-92,,Defensive rebound by C. Villanueva
3:56.0,,,79-95,3,R. Rondo makes 3-pt shot from 24 ft (assist by M. Ellis)
3:43.0,Shooting foul by T. Chandler (drawn by E. Davis),,79-95,,
3:43.0,E. Davis makes free throw 1 of 2,1,80-95,,
3:43.0,,,80-95,,G. Smith enters the game for T. Chandler
3:43.0,E. Davis makes free throw 2 of 2,1,81-95,,
3:27.0,,,81-95,,M. Ellis misses 3-pt shot from 25 ft
3:26.0,Defensive rebound by J. Hill,,81-95,,
3:19.0,R. Price misses 3-pt shot from 24 ft,,81-95,,
3:18.0,Offensive rebound by E. Davis,,81-95,,
3:13.0,E. Davis misses 2-pt shot from 3 ft,,81-95,,
3:11.0,Offensive rebound by J. Hill,,81-95,,
3:10.0,,,81-95,,Personal foul by G. Smith (drawn by J. Hill)
3:10.0,W. Ellington enters the game for E. Davis,,81-95,,
3:06.0,W. Johnson makes 3-pt shot from 25 ft (assist by J. Hill),3,84-95,,
2:53.0,,,84-95,,M. Ellis misses 2-pt shot from 3 ft (block by W. Johnson)
2:51.0,,,84-95,,Offensive rebound by Team
2:51.0,LA Lakers full timeout,,84-95,,
2:51.0,,,84-95,,T. Chandler enters the game for C. Villanueva
2:51.0,,,84-95,,R. Jefferson enters the game for G. Smith
2:44.0,,,84-97,2,M. Ellis makes 2-pt shot from 3 ft (assist by R. Rondo)
2:18.0,R. Price misses 3-pt shot from 24 ft,,84-97,,
2:17.0,,,84-97,,Defensive rebound by T. Chandler
1:57.0,,,84-97,,R. Rondo misses 2-pt shot from 6 ft
1:56.0,Defensive rebound by J. Hill,,84-97,,
1:54.0,Turnover by J. Hill (bad pass; steal by M. Ellis),,84-97,,
1:48.0,,,84-97,,Shooting foul by W. Johnson (drawn by T. Chandler)
1:48.0,,,84-98,1,T. Chandler makes free throw 1 of 2
1:48.0,,,84-99,1,T. Chandler makes free throw 2 of 2
1:36.0,W. Johnson makes 3-pt shot from 23 ft (assist by W. Ellington),3,87-99,,
1:36.0,Shooting foul by R. Jefferson (drawn by W. Johnson),,87-99,,
1:36.0,W. Johnson makes free throw 1 of 1,1,88-99,,
1:21.0,,,88-99,,M. Ellis misses 2-pt shot from 20 ft
1:21.0,Defensive rebound by R. Price,,88-99,,
1:13.0,R. Price misses 3-pt shot from 25 ft,,88-99,,
1:12.0,,,88-99,,Defensive rebound by R. Rondo
1:09.0,Shooting block foul by R. Price (drawn by M. Ellis),,88-99,,
1:09.0,,,88-100,1,M. Ellis makes free throw 1 of 2
1:09.0,,,88-100,,M. Ellis misses free throw 2 of 2
1:08.0,Defensive rebound by N. Young,,88-100,,
1:03.0,N. Young makes 3-pt shot from 24 ft,3,91-100,,
0:43.0,,,91-100,,R. Rondo misses 2-pt shot from 6 ft (block by J. Hill)
0:41.0,Defensive rebound by W. Ellington,,91-100,,
0:38.0,W. Ellington makes 2-pt shot from 1 ft,2,93-100,,
0:17.0,,,93-100,,M. Ellis misses 3-pt shot from 24 ft
0:16.0,Defensive rebound by W. Johnson,,93-100,,
0:10.0,W. Ellington makes 3-pt shot from 23 ft (assist by W. Johnson),3,96-100,,
0:09.0,Personal take foul by R. Price (drawn by R. Jefferson),,96-100,,
0:09.0,,,96-101,1,R. Jefferson makes free throw 1 of 2
0:09.0,,,96-101,,R. Jefferson misses free throw 2 of 2
0:09.0,Defensive rebound by W. Johnson,,96-101,,
0:08.0,LA Lakers full timeout,,96-101,,
0:05.0,J. Hill makes 2-pt shot at rim (assist by W. Ellington),2,98-101,,
0:04.0,Personal take foul by R. Price (drawn by M. Ellis),,98-101,,
0:04.0,J. Lin enters the game for R. Price,,98-101,,
0:04.0,,,98-102,1,M. Ellis makes free throw 1 of 2
0:04.0,,,98-102,,M. Ellis misses free throw 2 of 2
0:04.0,Defensive rebound by J. Hill,,98-102,,
0:04.0,LA Lakers full timeout,,98-102,,
0:00.0,J. Lin misses 3-pt shot from 28 ft,,98-102,,
0:00.0,Offensive rebound by Team,,98-102,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
