time,Portland,pts.away,score,pts.home,Minnesota
3:29.0,L. Aldridge misses 3-pt shot from 26 ft,,74-80,,
3:28.0,,,74-80,,Defensive rebound by C. Brewer
3:15.0,Personal foul by N. Batum (drawn by A. Wiggins),,74-80,,
3:15.0,Portland full timeout,,74-80,,
3:15.0,,,74-81,1,A. Wiggins makes free throw 1 of 2
3:15.0,,,74-81,,A. Wiggins misses free throw 2 of 2
3:14.0,,,74-81,,Offensive rebound by Team
3:01.0,,,74-83,2,A. Wiggins makes 2-pt shot from 13 ft (assist by Z. LaVine)
2:41.0,D. Lillard misses 2-pt shot from 4 ft (block by G. Dieng),,74-83,,
2:40.0,Offensive rebound by L. Aldridge,,74-83,,
2:38.0,L. Aldridge misses 2-pt shot from 16 ft,,74-83,,
2:36.0,,,74-83,,Defensive rebound by C. Brewer
2:15.0,,,74-83,,C. Brewer misses 3-pt shot from 25 ft
2:14.0,,,74-83,,Offensive rebound by G. Dieng
2:10.0,,,74-83,,Turnover by C. Brewer (lost ball; steal by N. Batum)
2:03.0,W. Matthews makes 2-pt shot from 20 ft (assist by N. Batum),2,76-83,,
1:35.0,,,76-83,,Z. LaVine misses 3-pt shot from 25 ft
1:34.0,Defensive rebound by L. Aldridge,,76-83,,
1:24.0,Shooting foul by C. Brewer (drawn by W. Matthews),,76-83,,
1:24.0,D. Lillard makes free throw 1 of 2,1,77-83,,
1:24.0,,,77-83,,Minnesota full timeout
1:24.0,D. Lillard makes free throw 2 of 2,1,78-83,,
1:00.0,,,78-83,,C. Brewer misses 2-pt shot from 20 ft
1:00.0,,,78-83,,Offensive rebound by A. Wiggins
0:58.0,,,78-83,,Shooting foul by R. Lopez (drawn by A. Wiggins)
0:58.0,,,78-83,,A. Wiggins misses free throw 1 of 2
0:58.0,,,78-83,,Offensive rebound by Team
0:58.0,,,78-84,1,A. Wiggins makes free throw 2 of 2
0:58.0,Portland full timeout,,78-84,,
0:58.0,S. Blake enters the game for R. Lopez,,78-84,,
0:49.0,D. Lillard misses 3-pt shot from 25 ft,,78-84,,
0:49.0,,,78-84,,Defensive rebound by G. Dieng
0:49.0,Personal foul by W. Matthews (drawn by G. Dieng),,78-84,,
0:49.0,,,78-85,1,G. Dieng makes free throw 1 of 2
0:49.0,,,78-86,1,G. Dieng makes free throw 2 of 2
0:49.0,Portland full timeout,,78-86,,
0:45.0,W. Matthews makes 3-pt shot from 25 ft (assist by N. Batum),3,81-86,,
0:42.0,,,81-86,,Minnesota full timeout
0:42.0,A. Crabbe enters the game for W. Matthews,,81-86,,
0:38.0,,,81-86,,Z. LaVine misses 2-pt shot from 1 ft
0:37.0,,,81-86,,Offensive rebound by A. Wiggins
0:32.0,Personal foul by D. Lillard (drawn by C. Brewer),,81-86,,
0:32.0,,,81-87,1,C. Brewer makes free throw 1 of 2
0:32.0,W. Matthews enters the game for A. Crabbe,,81-87,,
0:32.0,,,81-88,1,C. Brewer makes free throw 2 of 2
0:25.0,L. Aldridge misses 3-pt shot from 26 ft,,81-88,,
0:25.0,,,81-88,,Defensive rebound by C. Brewer
0:22.0,Personal foul by W. Matthews (drawn by C. Brewer),,81-88,,
0:22.0,A. Crabbe enters the game for W. Matthews,,81-88,,
0:22.0,,,81-89,1,C. Brewer makes free throw 1 of 2
0:22.0,,,81-90,1,C. Brewer makes free throw 2 of 2
0:22.0,Portland full timeout,,81-90,,
0:21.0,,,81-90,,Personal foul by G. Dieng (drawn by L. Aldridge)
0:21.0,L. Aldridge misses free throw 1 of 2,,81-90,,
0:21.0,Offensive rebound by Team,,81-90,,
0:21.0,L. Aldridge makes free throw 2 of 2,1,82-90,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
