time,Indiana,pts.away,score,pts.home,Atlanta
3:16.0,C. Miles makes 2-pt shot from 11 ft,2,84-101,,
3:00.0,,,84-103,2,P. Millsap makes 2-pt shot from 6 ft (assist by J. Teague)
2:47.0,Shooting foul by P. Antic (drawn by D. Rudez),,84-103,,
2:47.0,Official timeout,,84-103,,
2:47.0,,,84-103,,M. Scott enters the game for D. Carroll
2:47.0,,,84-103,,K. Bazemore enters the game for P. Millsap
2:47.0,,,84-103,,M. Muscala enters the game for J. Teague
2:47.0,,,84-103,,J. Jenkins enters the game for P. Antic
2:47.0,L. Allen enters the game for C. Miles,,84-103,,
2:47.0,D. Rudez misses free throw 1 of 2,,84-103,,
2:47.0,Offensive rebound by Team,,84-103,,
2:47.0,D. Rudez makes free throw 2 of 2,1,85-103,,
2:28.0,,,85-106,3,J. Jenkins makes 3-pt shot from 24 ft (assist by M. Scott)
2:02.0,Turnover by C. Copeland (lost ball; steal by T. Sefolosha),,85-106,,
1:58.0,,,85-106,,Turnover by T. Sefolosha (lost ball; steal by S. Whittington)
1:53.0,D. Rudez makes 2-pt shot at rim (assist by D. Sloan),2,87-106,,
1:43.0,,,87-106,,T. Sefolosha misses 2-pt shot from 20 ft
1:41.0,Defensive rebound by D. Sloan,,87-106,,
1:38.0,Shooting foul by J. Jenkins (drawn by S. Whittington),,87-106,,
1:38.0,S. Whittington makes free throw 1 of 2,1,88-106,,
1:38.0,S. Whittington makes free throw 2 of 2,1,89-106,,
1:26.0,,,89-106,,Shooting foul by S. Whittington (drawn by M. Muscala)
1:26.0,,,89-107,1,M. Muscala makes free throw 1 of 2
1:26.0,,,89-108,1,M. Muscala makes free throw 2 of 2
1:18.0,D. Sloan misses 3-pt shot from 24 ft,,89-108,,
1:16.0,Offensive rebound by S. Whittington,,89-108,,
1:16.0,Jump ball: M. Muscala vs. S. Whittington (D. Rudez gains possession),,,,Jump ball: M. Muscala vs. S. Whittington (D. Rudez gains possession)
1:10.0,S. Whittington makes 2-pt shot at rim (assist by D. Rudez),2,91-108,,
0:54.0,,,91-108,,T. Sefolosha misses 2-pt shot from 20 ft
0:52.0,,,91-108,,Offensive rebound by M. Muscala
0:52.0,,,91-108,,Shooting foul by S. Whittington (drawn by M. Muscala)
0:52.0,,,91-109,1,M. Muscala makes free throw 1 of 2
0:52.0,,,91-110,1,M. Muscala makes free throw 2 of 2
0:43.0,S. Whittington misses 3-pt shot from 24 ft,,91-110,,
0:41.0,,,91-110,,Defensive rebound by J. Jenkins
0:27.0,,,91-110,,J. Jenkins misses 3-pt shot from 23 ft
0:26.0,Defensive rebound by D. Rudez,,91-110,,
0:21.0,C. Copeland misses 3-pt shot from 23 ft,,91-110,,
0:20.0,,,91-110,,Defensive rebound by M. Muscala
0:00.0,End of 4th quarter,,,,End of 4th quarter
