time,Golden State,pts.away,score,pts.home,Utah
0:39.0,Offensive rebound by L. Barbosa,,116-105,,
0:39.0,L. Barbosa misses 2-pt shot from 2 ft,,116-105,,
0:37.0,,,116-105,,Defensive rebound by R. Gobert
0:26.0,,,116-105,,R. Gobert misses 2-pt shot from 3 ft
0:25.0,Defensive rebound by D. Lee,,116-105,,
0:20.0,L. Barbosa misses 2-pt shot from 1 ft,,116-105,,
0:19.0,,,116-105,,Defensive rebound by R. Gobert
0:06.0,,,116-105,,J. Evans misses 2-pt shot from 11 ft
0:05.0,Defensive rebound by A. Iguodala,,116-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
