time,Memphis,pts.away,score,pts.home,Phoenix
2:47.0,,,93-98,,E. Bledsoe misses 2-pt shot from 10 ft
2:44.0,Defensive rebound by J. Green,,93-98,,
2:34.0,J. Green misses 3-pt shot from 25 ft,,93-98,,
2:34.0,Offensive rebound by Team,,93-98,,
2:34.0,,,93-98,,Loose ball foul by M. Morris (drawn by Z. Randolph)
2:34.0,,,93-98,,Phoenix full timeout
2:34.0,,,93-98,,M. Morris enters the game for B. Wright
2:34.0,Z. Randolph misses free throw 1 of 2,,93-98,,
2:34.0,Offensive rebound by Team,,93-98,,
2:34.0,Z. Randolph makes free throw 2 of 2,1,94-98,,
2:29.0,,,94-98,,Turnover by E. Bledsoe (bad pass; steal by N. Calathes)
2:12.0,J. Green misses 2-pt shot from 5 ft (block by E. Bledsoe),,94-98,,
2:10.0,,,94-98,,Defensive rebound by M. Morris
1:49.0,,,94-101,3,I. Thomas makes 3-pt shot from 25 ft (assist by M. Morris)
1:35.0,Z. Randolph makes 2-pt shot from 5 ft (assist by M. Gasol),2,96-101,,
1:20.0,,,96-101,,Turnover by E. Bledsoe (lost ball; steal by Z. Randolph)
1:12.0,,,96-101,,Personal foul by E. Bledsoe (drawn by Z. Randolph)
1:12.0,Z. Randolph makes free throw 1 of 2,1,97-101,,
1:12.0,M. Conley enters the game for N. Calathes,,97-101,,
1:12.0,Z. Randolph makes free throw 2 of 2,1,98-101,,
1:12.0,,,98-101,,Phoenix full timeout
1:01.0,,,98-101,,M. Morris misses 2-pt shot from 18 ft
1:00.0,Defensive rebound by Z. Randolph,,98-101,,
0:49.0,,,98-101,,Personal foul by M. Morris (drawn by M. Gasol)
0:49.0,M. Gasol makes free throw 1 of 2,1,99-101,,
0:49.0,M. Gasol misses free throw 2 of 2,,99-101,,
0:48.0,,,99-101,,Defensive rebound by E. Bledsoe
0:33.0,,,99-101,,I. Thomas misses 2-pt shot from 6 ft (block by C. Lee)
0:31.0,,,99-101,,Offensive rebound by E. Bledsoe
0:24.0,,,99-101,,I. Thomas misses 3-pt shot from 24 ft
0:22.0,Defensive rebound by M. Conley,,99-101,,
0:07.0,M. Conley misses 3-pt shot from 26 ft,,99-101,,
0:05.0,Offensive rebound by J. Green,,99-101,,
0:05.0,J. Green makes 2-pt shot from 5 ft,2,101-101,,
0:05.0,Shooting foul by E. Bledsoe (drawn by J. Green),,101-101,,
0:05.0,,,101-101,,A. Len enters the game for M. Morris
0:05.0,T. Allen enters the game for Z. Randolph,,101-101,,
0:05.0,J. Green makes free throw 1 of 1,1,102-101,,
0:05.0,,,102-101,,Phoenix full timeout
0:05.0,,,102-101,,M. Morris enters the game for A. Len
0:05.0,N. Calathes enters the game for M. Conley,,102-101,,
0:01.0,,,102-101,,M. Morris misses 2-pt shot from 16 ft (block by M. Gasol)
0:01.0,Defensive rebound by M. Gasol,,102-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
