time,Chicago,pts.away,score,pts.home,Milwaukee
1:11.0,,,116-65,,Defensive rebound by J. Bayless
1:00.0,,,116-65,,J. Bayless misses 3-pt shot from 25 ft
0:59.0,,,116-65,,Offensive rebound by J. Bayless
0:49.0,,,116-65,,M. Plumlee misses 2-pt shot from 15 ft
0:48.0,,,116-65,,Offensive rebound by T. Ennis
0:45.0,,,116-65,,Shooting foul by E. Moore (drawn by M. Plumlee)
0:45.0,,,116-65,,M. Plumlee misses free throw 1 of 2
0:45.0,,,116-65,,Offensive rebound by Team
0:45.0,,,116-66,1,M. Plumlee makes free throw 2 of 2
0:36.0,E. Moore misses 2-pt shot from 7 ft,,116-66,,
0:35.0,Offensive rebound by N. Mohammed,,116-66,,
0:34.0,N. Mohammed makes 2-pt shot at rim,2,118-66,,
0:18.0,,,118-66,,M. Plumlee misses 2-pt shot from 4 ft
0:17.0,Defensive rebound by N. Mirotic,,118-66,,
0:12.0,Shooting foul by J. Gutierrez (drawn by D. McDermott),,118-66,,
0:12.0,D. McDermott makes free throw 1 of 2,1,119-66,,
0:12.0,D. McDermott makes free throw 2 of 2,1,120-66,,
0:01.0,,,120-66,,T. Ennis misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by E. Moore,,120-66,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
