time,LA Clippers,pts.away,score,pts.home,Denver
5:14.0,,,89-92,,W. Chandler misses 3-pt shot from 25 ft
5:11.0,,,89-92,,Offensive rebound by K. Faried
5:09.0,,,89-92,,Turnover by K. Faried (bad pass; steal by C. Paul)
5:04.0,J. Crawford makes 2-pt shot from 17 ft (assist by C. Paul),2,91-92,,
5:04.0,Technical foul by Team,,91-92,,
5:04.0,,,91-93,1,A. Afflalo makes technical free throw
5:04.0,Official timeout,,91-93,,
5:04.0,,,91-93,,D. Gallinari enters the game for K. Faried
5:04.0,,,91-93,,T. Mozgov enters the game for J. Nurkic
4:43.0,,,91-93,,A. Afflalo misses 2-pt shot from 2 ft
4:42.0,Defensive rebound by B. Griffin,,91-93,,
4:40.0,,,91-93,,Personal foul by T. Mozgov (drawn by B. Griffin)
4:40.0,B. Griffin makes free throw 1 of 2,1,92-93,,
4:40.0,B. Griffin makes free throw 2 of 2,1,93-93,,
4:22.0,,,93-93,,Shooting foul by D. Jordan (drawn by W. Chandler)
4:22.0,,,93-94,1,W. Chandler makes free throw 1 of 2
4:22.0,,,93-95,1,W. Chandler makes free throw 2 of 2
4:16.0,,,93-95,,Personal foul by W. Chandler (drawn by B. Griffin)
4:16.0,B. Griffin misses free throw 1 of 2,,93-95,,
4:16.0,Offensive rebound by Team,,93-95,,
4:16.0,B. Griffin makes free throw 2 of 2,1,94-95,,
4:02.0,,,94-97,2,W. Chandler makes 2-pt shot from 2 ft
3:44.0,J. Crawford makes 2-pt shot from 16 ft,2,96-97,,
3:29.0,,,96-97,,W. Chandler misses 2-pt shot from 9 ft
3:27.0,Defensive rebound by D. Jordan,,96-97,,
3:15.0,J. Crawford misses 2-pt shot from 16 ft,,96-97,,
3:13.0,Offensive rebound by M. Barnes,,96-97,,
3:10.0,M. Barnes makes 2-pt shot from 1 ft,2,98-97,,
3:04.0,Personal foul by J. Crawford (drawn by D. Gallinari),,98-97,,
3:04.0,,,98-98,1,D. Gallinari makes free throw 1 of 2
3:04.0,,,98-99,1,D. Gallinari makes free throw 2 of 2
2:54.0,Turnover by J. Crawford (bad pass),,98-99,,
2:54.0,,,98-99,,Denver full timeout
2:41.0,,,98-102,3,W. Chandler makes 3-pt shot from 22 ft (assist by T. Lawson)
2:19.0,C. Paul misses 2-pt shot from 11 ft,,98-102,,
2:18.0,,,98-102,,Defensive rebound by W. Chandler
2:00.0,,,98-105,3,D. Gallinari makes 3-pt shot from 24 ft (assist by T. Lawson)
1:53.0,J. Crawford makes 2-pt shot from 5 ft (assist by C. Paul),2,100-105,,
1:36.0,,,100-107,2,T. Mozgov makes 2-pt shot at rim (assist by W. Chandler)
1:36.0,,,100-107,,Shooting foul by C. Paul (drawn by T. Mozgov)
1:36.0,,,100-107,,T. Mozgov misses free throw 1 of 1
1:33.0,,,100-107,,Offensive rebound by D. Gallinari
1:09.0,,,100-107,,T. Lawson misses 2-pt shot from 14 ft
1:08.0,Defensive rebound by D. Jordan,,100-107,,
1:08.0,LA Clippers full timeout,,100-107,,
1:08.0,J. Redick enters the game for M. Barnes,,100-107,,
1:08.0,,,100-107,,A. Gee enters the game for T. Mozgov
1:00.0,Shooting foul by D. Gallinari (drawn by J. Redick),,100-107,,
1:00.0,J. Redick makes free throw 1 of 3,1,101-107,,
1:00.0,J. Redick makes free throw 2 of 3,1,102-107,,
1:00.0,M. Barnes enters the game for J. Crawford,,102-107,,
1:00.0,J. Redick makes free throw 3 of 3,1,103-107,,
0:41.0,,,103-107,,W. Chandler misses 3-pt shot from 26 ft
0:40.0,Defensive rebound by D. Jordan,,103-107,,
0:40.0,LA Clippers full timeout,,103-107,,
0:40.0,J. Crawford enters the game for D. Jordan,,103-107,,
0:36.0,Turnover by C. Paul (bad pass; steal by T. Lawson),,103-107,,
0:25.0,Jump ball: W. Chandler vs. B. Griffin (T. Lawson gains possession),,,,Jump ball: W. Chandler vs. B. Griffin (T. Lawson gains possession)
0:20.0,Personal block foul by B. Griffin (drawn by T. Lawson),,103-107,,
0:20.0,,,103-108,1,T. Lawson makes free throw 1 of 2
0:20.0,D. Jordan enters the game for J. Crawford,,103-108,,
0:20.0,,,103-109,1,T. Lawson makes free throw 2 of 2
0:20.0,LA Clippers full timeout,,103-109,,
0:20.0,J. Crawford enters the game for D. Jordan,,103-109,,
0:14.0,C. Paul makes 2-pt shot from 4 ft,2,105-109,,
0:13.0,,,105-109,,Turnover by D. Gallinari (bad pass)
0:13.0,,,105-109,,Personal foul by W. Chandler (drawn by B. Griffin)
0:13.0,B. Griffin makes free throw 1 of 2,1,106-109,,
0:13.0,,,106-109,,N. Robinson enters the game for A. Gee
0:13.0,B. Griffin misses free throw 2 of 2,,106-109,,
0:10.0,Offensive rebound by C. Paul,,106-109,,
0:08.0,J. Crawford misses 3-pt shot from 24 ft,,106-109,,
0:07.0,Offensive rebound by B. Griffin,,106-109,,
0:02.0,J. Redick misses 3-pt shot from 24 ft,,106-109,,
0:00.0,Offensive rebound by M. Barnes,,106-109,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
