time,Toronto,pts.away,score,pts.home,Indiana
4:43.0,,,107-94,1,S. Hill makes free throw 1 of 2
4:43.0,G. Vasquez enters the game for L. Williams,,107-94,,
4:43.0,,,107-95,1,S. Hill makes free throw 2 of 2
4:23.0,G. Vasquez misses 2-pt shot from 8 ft,,107-95,,
4:22.0,,,107-95,,Defensive rebound by D. West
4:09.0,,,107-95,,C. Miles misses 3-pt shot from 26 ft
4:07.0,Defensive rebound by J. Valanciunas,,107-95,,
3:58.0,Turnover by K. Lowry (bad pass; steal by S. Hill),,107-95,,
3:54.0,,,107-95,,S. Hill misses 2-pt shot from 1 ft
3:53.0,Defensive rebound by K. Lowry,,107-95,,
3:35.0,K. Lowry makes 3-pt shot from 26 ft,3,110-95,,
3:16.0,,,110-95,,Shooting foul by D. DeRozan (drawn by S. Hill)
3:16.0,,,110-96,1,S. Hill makes free throw 1 of 2
3:16.0,,,110-96,,S. Hill misses free throw 2 of 2
3:16.0,,,110-96,,Offensive rebound by Team
3:16.0,Loose ball foul by A. Johnson (drawn by R. Hibbert),,110-96,,
3:16.0,,,110-97,1,R. Hibbert makes free throw 1 of 2
3:16.0,,,110-97,,R. Stuckey enters the game for S. Hill
3:16.0,,,110-98,1,R. Hibbert makes free throw 2 of 2
3:03.0,,,110-98,,Personal foul by G. Hill (drawn by A. Johnson)
3:03.0,A. Johnson makes free throw 1 of 2,1,111-98,,
3:03.0,,,111-98,,C. Watson enters the game for R. Hibbert
3:03.0,P. Patterson enters the game for J. Valanciunas,,111-98,,
3:03.0,A. Johnson makes free throw 2 of 2,1,112-98,,
2:53.0,,,112-98,,Turnover by C. Watson (bad pass; steal by K. Lowry)
2:41.0,K. Lowry misses 2-pt shot from 15 ft,,112-98,,
2:40.0,,,112-98,,Defensive rebound by D. West
2:29.0,,,112-98,,G. Hill misses 3-pt shot from 25 ft
2:27.0,Defensive rebound by P. Patterson,,112-98,,
2:09.0,G. Vasquez makes 3-pt shot from 27 ft (assist by D. DeRozan),3,115-98,,
2:08.0,,,115-98,,Indiana full timeout
2:08.0,Toronto full timeout,,115-98,,
2:08.0,,,115-98,,L. Allen enters the game for D. West
2:08.0,,,115-98,,C. Copeland enters the game for C. Miles
2:08.0,,,115-98,,D. Rudez enters the game for G. Hill
2:08.0,,,115-98,,D. Sloan enters the game for R. Stuckey
2:08.0,,,115-98,,S. Hill enters the game for C. Watson
2:01.0,,,115-98,,C. Copeland misses 3-pt shot from 27 ft
1:59.0,Defensive rebound by K. Lowry,,115-98,,
1:38.0,K. Lowry misses 2-pt shot from 18 ft,,115-98,,
1:37.0,Offensive rebound by A. Johnson,,115-98,,
1:18.0,A. Johnson makes 2-pt shot at rim (assist by G. Vasquez),2,117-98,,
1:18.0,Shooting foul by S. Hill (drawn by A. Johnson),,117-98,,
1:18.0,L. Fields enters the game for K. Lowry,,117-98,,
1:18.0,A. Johnson misses free throw 1 of 1,,117-98,,
1:15.0,,,117-98,,Defensive rebound by L. Allen
1:07.0,,,117-98,,D. Sloan misses 3-pt shot from 26 ft
1:05.0,Defensive rebound by L. Fields,,117-98,,
0:47.0,G. Vasquez misses 2-pt shot from 17 ft,,117-98,,
0:46.0,,,117-98,,Defensive rebound by L. Allen
0:35.0,,,117-98,,C. Copeland misses 3-pt shot from 25 ft
0:35.0,Defensive rebound by L. Fields,,117-98,,
0:11.0,Turnover by Team (shot clock),,117-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
