time,Miami,pts.away,score,pts.home,Boston
3:47.0,Defensive rebound by Team,,88-80,,
3:24.0,M. Chalmers misses 3-pt shot from 24 ft,,88-80,,
3:23.0,,,88-80,,Defensive rebound by J. Crowder
3:19.0,,,88-80,,Shooting foul by L. Deng (drawn by P. Pressey)
3:19.0,,,88-81,1,P. Pressey makes free throw 1 of 2
3:19.0,T. Johnson enters the game for H. Walker,,88-81,,
3:19.0,,,88-81,,P. Pressey misses free throw 2 of 2
3:19.0,Defensive rebound by L. Deng,,88-81,,
2:55.0,M. Beasley misses 3-pt shot from 25 ft,,88-81,,
2:55.0,Offensive rebound by Team,,88-81,,
2:55.0,Turnover by Team (shot clock),,88-81,,
2:55.0,,,88-81,,Boston full timeout
2:44.0,,,88-81,,J. Crowder misses 2-pt shot from 1 ft
2:43.0,,,88-81,,Offensive rebound by J. Crowder
2:34.0,,,88-81,,M. Smart misses 2-pt shot from 6 ft
2:33.0,Defensive rebound by L. Deng,,88-81,,
2:11.0,M. Beasley misses 2-pt shot from 15 ft,,88-81,,
2:10.0,Offensive rebound by T. Johnson,,88-81,,
2:09.0,,,88-81,,Personal foul by J. Jerebko (drawn by T. Johnson)
2:09.0,T. Johnson makes free throw 1 of 2,1,89-81,,
2:09.0,U. Haslem enters the game for M. Beasley,,89-81,,
2:09.0,T. Johnson misses free throw 2 of 2,,89-81,,
2:08.0,,,89-81,,Defensive rebound by L. Datome
1:59.0,,,89-83,2,P. Pressey makes 2-pt shot at rim
1:47.0,T. Johnson misses 2-pt shot from 5 ft (block by P. Pressey),,89-83,,
1:46.0,Offensive rebound by Team,,89-83,,
1:34.0,G. Dragic misses 2-pt shot from 9 ft,,89-83,,
1:33.0,,,89-83,,Defensive rebound by J. Jerebko
1:33.0,Jump ball: U. Haslem vs. J. Jerebko (L. Datome gains possession),,,,Jump ball: U. Haslem vs. J. Jerebko (L. Datome gains possession)
1:15.0,,,89-83,,J. Crowder misses 3-pt shot from 25 ft
1:14.0,Defensive rebound by L. Deng,,89-83,,
1:06.0,,,89-83,,B. Bass enters the game for L. Datome
0:50.0,L. Deng misses 3-pt shot from 25 ft,,89-83,,
0:49.0,,,89-83,,Defensive rebound by J. Jerebko
0:40.0,,,89-83,,M. Smart misses 3-pt shot from 26 ft
0:39.0,,,89-83,,Offensive rebound by M. Smart
0:37.0,,,89-83,,Turnover by Team (back court)
0:30.0,,,89-83,,Personal foul by M. Smart (drawn by G. Dragic)
0:30.0,G. Dragic makes free throw 1 of 2,1,90-83,,
0:30.0,G. Dragic misses free throw 2 of 2,,90-83,,
0:30.0,,,90-83,,Defensive rebound by J. Jerebko
0:30.0,,,90-83,,Boston full timeout
0:30.0,,,90-83,,L. Datome enters the game for B. Bass
0:26.0,,,90-83,,P. Pressey misses 2-pt shot from 2 ft (block by T. Johnson)
0:26.0,,,90-83,,Offensive rebound by Team
0:22.0,,,90-83,,Shooting foul by G. Dragic (drawn by M. Smart)
0:22.0,,,90-83,,M. Smart misses free throw 1 of 2
0:22.0,,,90-83,,Offensive rebound by Team
0:22.0,,,90-83,,A. Bradley enters the game for L. Datome
0:22.0,,,90-84,1,M. Smart makes free throw 2 of 2
0:19.0,,,90-84,,Personal take foul by J. Jerebko (drawn by U. Haslem)
0:19.0,U. Haslem misses free throw 1 of 2,,90-84,,
0:19.0,Offensive rebound by Team,,90-84,,
0:19.0,,,90-84,,L. Datome enters the game for M. Smart
0:19.0,U. Haslem makes free throw 2 of 2,1,91-84,,
0:14.0,,,91-86,2,P. Pressey makes 2-pt shot from 1 ft
0:13.0,,,91-86,,Personal take foul by J. Jerebko (drawn by L. Deng)
0:13.0,L. Deng makes free throw 1 of 2,1,92-86,,
0:13.0,,,92-86,,E. Turner enters the game for J. Jerebko
0:13.0,,,92-86,,M. Smart enters the game for P. Pressey
0:13.0,,,92-86,,K. Olynyk enters the game for L. Datome
0:13.0,,,92-86,,B. Bass enters the game for J. Crowder
0:13.0,L. Deng makes free throw 2 of 2,1,93-86,,
0:06.0,,,93-86,,A. Bradley misses 3-pt shot from 25 ft
0:05.0,Defensive rebound by G. Dragic,,93-86,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
