time,Milwaukee,pts.away,score,pts.home,Toronto
5:18.0,,,65-116,,G. Stiemsma misses 2-pt shot from 2 ft
5:18.0,Defensive rebound by Team,,65-116,,
5:18.0,,,65-116,,Loose ball foul by G. Stiemsma (drawn by E. Ilyasova)
5:18.0,E. Ilyasova makes free throw 1 of 2,1,66-116,,
5:18.0,E. Ilyasova misses free throw 2 of 2,,66-116,,
5:14.0,,,66-116,,Defensive rebound by G. Stiemsma
5:02.0,,,66-116,,Turnover by L. Fields (bad pass; steal by J. Dudley)
4:57.0,N. Wolters misses 2-pt shot from 3 ft (block by B. Caboclo),,66-116,,
4:52.0,,,66-116,,Defensive rebound by L. Nogueira
4:50.0,,,66-116,,L. Fields misses 2-pt shot from 2 ft
4:48.0,,,66-116,,Offensive rebound by L. Nogueira
4:47.0,,,66-116,,L. Nogueira misses 2-pt shot at rim
4:46.0,,,66-116,,Offensive rebound by G. Vasquez
4:27.0,,,66-116,,Turnover by L. Fields (lost ball; steal by K. Marshall)
4:22.0,E. Ilyasova makes 2-pt shot at rim (assist by K. Marshall),2,68-116,,
3:59.0,,,68-116,,G. Vasquez misses 2-pt shot from 6 ft
3:58.0,Defensive rebound by E. Ilyasova,,68-116,,
3:54.0,K. Marshall makes 2-pt shot from 1 ft (assist by E. Ilyasova),2,70-116,,
3:26.0,,,70-116,,B. Caboclo misses 2-pt shot from 16 ft
3:25.0,Defensive rebound by E. Ilyasova,,70-116,,
3:16.0,J. Dudley makes 3-pt shot from 22 ft (assist by K. Marshall),3,73-116,,
2:57.0,,,73-118,2,L. Fields makes 2-pt shot from 10 ft
2:47.0,Turnover by K. Marshall (bad pass; steal by L. Nogueira),,73-118,,
2:42.0,,,73-120,2,L. Nogueira makes 2-pt shot at rim (assist by G. Vasquez)
2:27.0,K. Marshall makes 3-pt shot from 25 ft,3,76-120,,
2:09.0,,,76-120,,G. Vasquez misses 2-pt shot from 18 ft
2:08.0,,,76-120,,Offensive rebound by G. Stiemsma
2:05.0,,,76-120,,Offensive foul by L. Nogueira
2:05.0,,,76-120,,Turnover by L. Nogueira (offensive foul)
2:05.0,Milwaukee full timeout,,76-120,,
1:44.0,J. Henson makes 2-pt shot from 7 ft (assist by K. Marshall),3,79-120,,
1:21.0,,,79-122,2,G. Stiemsma makes 2-pt shot from 13 ft (assist by L. Fields)
1:12.0,J. Henson misses 2-pt shot from 7 ft,,79-122,,
1:10.0,,,79-122,,Defensive rebound by L. Nogueira
0:53.0,,,79-124,2,L. Fields makes 2-pt shot from 10 ft
0:39.0,,,79-124,,Personal foul by G. Stiemsma (drawn by J. Henson)
0:39.0,J. Henson makes free throw 1 of 2,1,80-124,,
0:39.0,J. Henson makes free throw 2 of 2,1,81-124,,
0:19.0,,,81-124,,Turnover by G. Stiemsma (bad pass; steal by J. Dudley)
0:13.0,E. Ilyasova misses 2-pt shot from 2 ft,,81-124,,
0:13.0,Offensive rebound by J. Henson,,81-124,,
0:11.0,J. Henson makes 2-pt shot at rim,2,83-124,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
