time,Miami,pts.away,score,pts.home,Brooklyn
1:58.0,,,88-80,,B. Lopez enters the game for K. Garnett
1:58.0,M. Chalmers misses free throw 2 of 2,,88-80,,
1:57.0,,,88-80,,Defensive rebound by B. Bogdanovic
1:40.0,,,88-80,,J. Johnson misses 2-pt shot from 7 ft
1:39.0,Defensive rebound by S. Williams,,88-80,,
1:23.0,C. Bosh makes 3-pt shot from 25 ft (assist by M. Chalmers),3,91-80,,
1:23.0,,,91-80,,Brooklyn full timeout
1:23.0,U. Haslem enters the game for C. Bosh,,91-80,,
1:16.0,,,91-80,,B. Lopez misses 2-pt shot from 5 ft
1:15.0,Defensive rebound by J. Ennis,,91-80,,
1:11.0,Miami full timeout,,91-80,,
1:11.0,C. Bosh enters the game for U. Haslem,,91-80,,
1:11.0,,,91-80,,K. Garnett enters the game for B. Lopez
0:57.0,N. Cole misses 3-pt shot from 24 ft,,91-80,,
0:56.0,,,91-80,,Defensive rebound by K. Garnett
0:47.0,,,91-83,3,D. Williams makes 3-pt shot from 24 ft (assist by J. Jack)
0:47.0,Miami full timeout,,91-83,,
0:47.0,,,91-83,,M. Teletovic enters the game for K. Garnett
0:47.0,,,91-83,,A. Anderson enters the game for D. Williams
0:35.0,,,91-83,,Personal foul by M. Teletovic (drawn by N. Cole)
0:35.0,N. Cole makes free throw 1 of 2,1,92-83,,
0:35.0,,,92-83,,D. Williams enters the game for A. Anderson
0:35.0,U. Haslem enters the game for C. Bosh,,92-83,,
0:35.0,N. Cole makes free throw 2 of 2,1,93-83,,
0:30.0,,,93-83,,B. Bogdanovic misses 3-pt shot from 24 ft
0:29.0,Defensive rebound by U. Haslem,,93-83,,
0:29.0,,,93-83,,Personal foul by J. Jack (drawn by U. Haslem)
0:29.0,U. Haslem makes free throw 1 of 2,1,94-83,,
0:29.0,U. Haslem makes free throw 2 of 2,1,95-83,,
0:22.0,,,95-83,,D. Williams misses 3-pt shot from 28 ft
0:20.0,Defensive rebound by M. Chalmers,,95-83,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
