time,San Antonio,pts.away,score,pts.home,Sacramento
4:27.0,,,98-88,,Personal foul by R. Gay (drawn by K. Leonard)
4:27.0,,,98-88,,A. Miller enters the game for R. Gay
4:27.0,M. Belinelli enters the game for K. Leonard,,98-88,,
4:13.0,T. Parker misses 2-pt shot from 13 ft,,98-88,,
4:13.0,Offensive rebound by M. Ginobili,,98-88,,
4:07.0,,,98-88,,Personal foul by A. Miller (drawn by M. Belinelli)
4:07.0,,,98-88,,R. Gay enters the game for O. Casspi
4:07.0,K. Leonard enters the game for M. Belinelli,,98-88,,
4:06.0,Shooting foul by J. Thompson (drawn by M. Ginobili),,98-88,,
4:06.0,M. Ginobili makes free throw 1 of 2,1,99-88,,
4:06.0,C. Joseph enters the game for B. Diaw,,99-88,,
4:06.0,M. Ginobili makes free throw 2 of 2,1,100-88,,
3:40.0,,,100-91,3,B. McLemore makes 3-pt shot from 26 ft
3:30.0,T. Parker misses 2-pt shot from 2 ft,,100-91,,
3:30.0,,,100-91,,Defensive rebound by B. McLemore
3:30.0,Technical foul by T. Parker,,100-91,,
3:30.0,,,100-92,1,B. McLemore makes technical free throw
3:30.0,T. Duncan enters the game for T. Splitter,,100-92,,
3:30.0,M. Belinelli enters the game for C. Joseph,,100-92,,
3:18.0,,,100-92,,Turnover by R. Gay (lost ball)
3:05.0,Shooting foul by R. Gay (drawn by T. Duncan),,100-92,,
3:05.0,T. Duncan makes free throw 1 of 2,1,101-92,,
3:05.0,T. Duncan makes free throw 2 of 2,1,102-92,,
2:44.0,,,102-92,,A. Miller misses 3-pt shot from 24 ft
2:44.0,,,102-92,,Offensive rebound by J. Thompson
2:39.0,,,102-92,,Sacramento full timeout
2:23.0,,,102-92,,Turnover by A. Miller (bad pass; steal by M. Belinelli)
2:00.0,T. Parker makes 3-pt shot from 23 ft (assist by K. Leonard),3,105-92,,
1:41.0,,,105-92,,R. Gay misses 2-pt shot from 7 ft
1:40.0,Defensive rebound by K. Leonard,,105-92,,
1:36.0,Shooting foul by B. McLemore (drawn by T. Parker),,105-92,,
1:36.0,T. Parker makes free throw 1 of 2,1,106-92,,
1:36.0,R. Williams enters the game for K. Leonard,,106-92,,
1:36.0,M. Bonner enters the game for T. Duncan,,106-92,,
1:36.0,C. Joseph enters the game for M. Belinelli,,106-92,,
1:36.0,A. Baynes enters the game for M. Ginobili,,106-92,,
1:36.0,T. Parker makes free throw 2 of 2,1,107-92,,
1:36.0,Personal take foul by C. Joseph (drawn by R. McCallum),,107-92,,
1:36.0,P. Mills enters the game for T. Parker,,107-92,,
1:26.0,Jump ball: A. Baynes vs. J. Thompson,,,,Jump ball: A. Baynes vs. J. Thompson
1:20.0,,,107-94,2,R. McCallum makes 2-pt shot from 3 ft
0:56.0,P. Mills misses 3-pt shot from 23 ft,,107-94,,
0:56.0,Offensive rebound by Team,,107-94,,
0:56.0,Turnover by Team (shot clock),,107-94,,
0:46.0,,,107-96,2,A. Miller makes 2-pt shot from 8 ft
0:46.0,,,107-96,,Shooting foul by R. Williams (drawn by A. Miller)
0:46.0,,,107-96,,R. Hollins enters the game for J. Thompson
0:46.0,,,107-96,,A. Miller misses free throw 1 of 1
0:46.0,Defensive rebound by M. Bonner,,107-96,,
0:24.0,R. Williams misses 2-pt shot from 11 ft,,107-96,,
0:23.0,,,107-96,,Defensive rebound by A. Miller
0:15.0,,,107-96,,B. McLemore misses 2-pt shot from 14 ft
0:14.0,Defensive rebound by R. Williams,,107-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
