time,Portland,pts.away,score,pts.home,Houston
4:47.0,,,86-107,,J. Harden misses 3-pt shot from 24 ft
4:46.0,Defensive rebound by Team,,86-107,,
4:29.0,D. Lillard misses 2-pt shot from 14 ft (block by P. Beverley),,86-107,,
4:28.0,Offensive rebound by D. Lillard,,86-107,,
4:22.0,W. Barton misses 2-pt shot from 12 ft,,86-107,,
4:21.0,,,86-107,,Defensive rebound by J. Dorsey
4:10.0,A. Crabbe enters the game for D. Lillard,,86-107,,
4:10.0,V. Claver enters the game for J. Freeland,,86-107,,
3:57.0,,,86-107,,Turnover by Team (shot clock)
3:57.0,,,86-107,,N. Johnson enters the game for P. Beverley
3:57.0,,,86-107,,I. Canaan enters the game for J. Harden
3:52.0,,,86-107,,Personal foul by J. Dorsey (drawn by M. Leonard)
3:52.0,,,86-107,,T. Black enters the game for D. Motiejunas
3:44.0,C. McCollum makes 2-pt shot from 19 ft,2,88-107,,
3:31.0,,,88-110,3,A. Shved makes 3-pt shot from 24 ft (assist by J. Dorsey)
3:12.0,Turnover by M. Leonard (bad pass),,88-110,,
2:53.0,Personal foul by A. Crabbe (drawn by J. Dorsey),,88-110,,
2:53.0,,,88-110,,Houston full timeout
2:53.0,,,88-110,,J. Dorsey misses free throw 1 of 2
2:53.0,,,88-110,,Offensive rebound by Team
2:53.0,,,88-110,,J. Dorsey misses free throw 2 of 2
2:53.0,Defensive rebound by V. Claver,,88-110,,
2:38.0,Turnover by V. Claver (bad pass),,88-110,,
2:25.0,,,88-110,,I. Canaan misses 3-pt shot from 24 ft
2:24.0,Defensive rebound by M. Leonard,,88-110,,
2:18.0,C. McCollum makes 3-pt shot from 24 ft,3,91-110,,
2:05.0,,,91-110,,A. Shved misses 2-pt shot from 1 ft (block by M. Leonard)
2:03.0,Defensive rebound by V. Claver,,91-110,,
1:43.0,M. Leonard misses 3-pt shot from 24 ft,,91-110,,
1:43.0,,,91-110,,Defensive rebound by A. Shved
1:30.0,,,91-110,,A. Shved misses 3-pt shot from 25 ft
1:29.0,Defensive rebound by Team,,91-110,,
1:29.0,,,91-110,,Loose ball foul by J. Dorsey (drawn by V. Claver)
1:05.0,Turnover by Team (shot clock),,91-110,,
0:41.0,,,91-110,,Turnover by Team (shot clock)
0:35.0,C. McCollum makes 2-pt shot from 10 ft,2,93-110,,
0:14.0,,,93-110,,Turnover by A. Shved (lost ball; steal by W. Barton)
0:10.0,V. Claver makes 2-pt shot at rim (assist by W. Barton),2,95-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
