time,Indiana,pts.away,score,pts.home,Atlanta
1:42.0,C. Copeland makes 3-pt shot from 24 ft (assist by S. Hill),3,89-93,,
1:28.0,,,89-95,2,J. Teague makes 2-pt shot from 13 ft
1:13.0,Shooting foul by A. Horford (drawn by D. Sloan),,89-95,,
1:13.0,D. Sloan makes free throw 1 of 3,1,90-95,,
1:13.0,D. Sloan makes free throw 2 of 3,1,91-95,,
1:13.0,D. Sloan makes free throw 3 of 3,1,92-95,,
0:54.0,,,92-97,2,J. Teague makes 2-pt shot from 18 ft
0:43.0,D. Sloan misses 2-pt shot from 8 ft,,92-97,,
0:42.0,,,92-97,,Defensive rebound by A. Horford
0:27.0,,,92-97,,Shooting foul by D. Sloan (drawn by J. Teague)
0:27.0,,,92-98,1,J. Teague makes free throw 1 of 2
0:27.0,,,92-99,1,J. Teague makes free throw 2 of 2
0:27.0,Indiana full timeout,,92-99,,
0:27.0,C. Miles enters the game for L. Scola,,92-99,,
0:22.0,C. Copeland misses 3-pt shot from 25 ft,,92-99,,
0:21.0,,,92-99,,Defensive rebound by D. Carroll
0:21.0,Personal foul by C. Miles (drawn by D. Carroll),,92-99,,
0:21.0,,,92-100,1,D. Carroll makes free throw 1 of 2
0:21.0,,,92-100,,D. Carroll misses free throw 2 of 2
0:20.0,Defensive rebound by R. Hibbert,,92-100,,
0:19.0,Indiana full timeout,,92-100,,
0:07.0,D. Sloan misses 2-pt shot from 21 ft,,92-100,,
0:06.0,,,92-100,,Defensive rebound by D. Carroll
0:06.0,Personal foul by C. Miles (drawn by D. Carroll),,92-100,,
0:06.0,,,92-101,1,D. Carroll makes free throw 1 of 2
0:06.0,,,92-102,1,D. Carroll makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
