time,Milwaukee,pts.away,score,pts.home,Boston
4:41.0,,,98-91,3,A. Bradley makes 3-pt shot from 25 ft (assist by E. Turner)
4:22.0,K. Middleton misses 2-pt shot from 19 ft,,98-91,,
4:21.0,,,98-91,,Defensive rebound by J. Jerebko
4:13.0,,,98-91,,Turnover by I. Thomas (bad pass)
4:03.0,Turnover by M. Carter-Williams (bad pass; steal by J. Jerebko),,98-91,,
4:00.0,,,98-91,,J. Jerebko misses 2-pt shot from 1 ft (block by M. Carter-Williams)
3:59.0,,,98-91,,Offensive rebound by Team
3:59.0,,,98-91,,B. Bass enters the game for J. Jerebko
3:59.0,E. Ilyasova enters the game for J. Dudley,,98-91,,
3:51.0,,,98-91,,Offensive foul by K. Olynyk
3:51.0,,,98-91,,Turnover by K. Olynyk (offensive foul)
3:26.0,K. Middleton makes 2-pt shot from 18 ft,2,100-91,,
3:10.0,,,100-91,,E. Turner misses 3-pt shot from 23 ft
3:09.0,Defensive rebound by O. Mayo,,100-91,,
2:57.0,O. Mayo misses 3-pt shot from 24 ft,,100-91,,
2:56.0,,,100-91,,Defensive rebound by A. Bradley
2:48.0,,,100-91,,A. Bradley misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by Team,,100-91,,
2:46.0,Milwaukee full timeout,,100-91,,
2:46.0,,,100-91,,J. Crowder enters the game for I. Thomas
2:46.0,,,100-91,,M. Smart enters the game for K. Olynyk
2:33.0,M. Carter-Williams makes 2-pt shot from 1 ft,2,102-91,,
2:20.0,Shooting block foul by M. Carter-Williams (drawn by B. Bass),,102-91,,
2:20.0,,,102-92,1,B. Bass makes free throw 1 of 2
2:20.0,,,102-93,1,B. Bass makes free throw 2 of 2
2:00.0,K. Middleton makes 2-pt shot from 7 ft,2,104-93,,
1:53.0,,,104-95,2,E. Turner makes 2-pt shot from 1 ft
1:29.0,K. Middleton misses 2-pt shot from 12 ft,,104-95,,
1:27.0,,,104-95,,Defensive rebound by J. Crowder
1:16.0,,,104-95,,A. Bradley misses 2-pt shot at rim (block by O. Mayo)
1:15.0,Defensive rebound by K. Middleton,,104-95,,
1:10.0,,,104-95,,Personal foul by M. Smart (drawn by M. Carter-Williams)
0:51.0,K. Middleton misses 2-pt shot from 18 ft,,104-95,,
0:50.0,Offensive rebound by Z. Pachulia,,104-95,,
0:44.0,,,104-95,,Personal take foul by B. Bass (drawn by K. Middleton)
0:44.0,K. Middleton makes free throw 1 of 2,1,105-95,,
0:44.0,K. Middleton makes free throw 2 of 2,1,106-95,,
0:44.0,,,106-95,,Boston full timeout
0:44.0,,,106-95,,I. Thomas enters the game for B. Bass
0:44.0,,,106-95,,J. Jerebko enters the game for M. Smart
0:44.0,,,106-95,,K. Olynyk enters the game for J. Crowder
0:44.0,G. Antetokounmpo enters the game for Z. Pachulia,,106-95,,
0:39.0,,,106-97,2,I. Thomas makes 2-pt shot from 1 ft (assist by A. Bradley)
0:38.0,,,106-97,,Personal take foul by I. Thomas (drawn by O. Mayo)
0:38.0,O. Mayo makes free throw 1 of 2,1,107-97,,
0:38.0,O. Mayo makes free throw 2 of 2,1,108-97,,
0:38.0,,,108-97,,Boston full timeout
0:34.0,,,108-97,,K. Olynyk misses 2-pt shot from 20 ft
0:33.0,,,108-97,,Offensive rebound by J. Jerebko
0:33.0,,,108-99,2,J. Jerebko makes 2-pt shot from 2 ft
0:22.0,E. Ilyasova makes 2-pt shot from 1 ft (assist by K. Middleton),2,110-99,,
0:15.0,,,110-101,2,E. Turner makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
