time,San Antonio,pts.away,score,pts.home,Utah
4:56.0,Personal foul by R. Williams (drawn by G. Hayward),,69-82,,
4:56.0,J. Ayres enters the game for T. Duncan,,69-82,,
4:56.0,,,69-82,,T. Burke enters the game for D. Exum
4:49.0,,,69-82,,G. Hayward misses 2-pt shot from 20 ft
4:47.0,Defensive rebound by C. Joseph,,69-82,,
4:40.0,M. Belinelli misses 3-pt shot from 25 ft,,69-82,,
4:38.0,Offensive rebound by J. Ayres,,69-82,,
4:23.0,C. Joseph misses 2-pt shot from 6 ft (block by T. Booker),,69-82,,
4:22.0,,,69-82,,Defensive rebound by J. Ingles
4:19.0,,,69-84,2,G. Hayward makes 2-pt shot from 1 ft (assist by J. Ingles)
4:19.0,San Antonio full timeout,,69-84,,
4:19.0,D. Green enters the game for K. Leonard,,69-84,,
4:19.0,P. Mills enters the game for M. Belinelli,,69-84,,
4:19.0,,,69-84,,E. Millsap enters the game for T. Booker
3:55.0,R. Williams makes 2-pt shot from 3 ft (assist by C. Joseph),2,71-84,,
3:35.0,,,71-84,,G. Hayward misses 2-pt shot from 5 ft
3:34.0,Defensive rebound by J. Ayres,,71-84,,
3:17.0,,,71-84,,Personal foul by G. Hayward (drawn by C. Joseph)
3:17.0,C. Joseph makes free throw 1 of 2,1,72-84,,
3:17.0,C. Joseph makes free throw 2 of 2,1,73-84,,
3:03.0,,,73-86,2,D. Favors makes 2-pt shot from 2 ft (assist by T. Burke)
2:49.0,Turnover by D. Green (bad pass; steal by J. Ingles),,73-86,,
2:33.0,,,73-88,2,T. Burke makes 2-pt shot from 13 ft
2:17.0,Turnover by R. Williams (bad pass; steal by D. Favors),,73-88,,
2:04.0,,,73-88,,T. Burke misses 2-pt shot from 3 ft
2:02.0,Defensive rebound by R. Williams,,73-88,,
1:55.0,Turnover by C. Joseph (lost ball; steal by J. Ingles),,73-88,,
1:49.0,,,73-88,,T. Burke misses 2-pt shot from 2 ft
1:48.0,Defensive rebound by D. Green,,73-88,,
1:40.0,J. Ayres misses 2-pt shot at rim,,73-88,,
1:39.0,,,73-88,,Defensive rebound by E. Millsap
1:25.0,,,73-88,,Turnover by T. Burke (lost ball; steal by P. Mills)
1:25.0,,,73-88,,Personal foul by T. Burke (drawn by P. Mills)
1:25.0,P. Mills makes free throw 1 of 2,1,74-88,,
1:25.0,,,74-88,,D. Exum enters the game for G. Hayward
1:25.0,,,74-88,,T. Booker enters the game for D. Favors
1:25.0,P. Mills makes free throw 2 of 2,1,75-88,,
1:03.0,,,75-88,,T. Booker misses 3-pt shot from 24 ft
1:02.0,Defensive rebound by C. Joseph,,75-88,,
0:57.0,Shooting foul by D. Exum (drawn by C. Joseph),,75-88,,
0:57.0,C. Joseph makes 2-pt shot from 2 ft,2,77-88,,
0:57.0,C. Joseph makes free throw 1 of 1,1,78-88,,
0:36.0,,,78-90,2,T. Burke makes 2-pt shot from 20 ft
0:31.0,J. Ayres makes 2-pt shot at rim (assist by R. Williams),2,80-90,,
0:06.0,,,80-90,,E. Millsap misses 2-pt shot from 2 ft
0:06.0,,,80-90,,Offensive rebound by E. Millsap
0:05.0,,,80-90,,E. Millsap misses 2-pt shot from 2 ft
0:04.0,Defensive rebound by Team,,80-90,,
0:01.0,Shooting foul by D. Exum (drawn by C. Joseph),,80-90,,
0:01.0,C. Joseph makes free throw 1 of 2,1,81-90,,
0:01.0,C. Joseph misses free throw 2 of 2,,81-90,,
0:00.0,,,81-90,,Defensive rebound by T. Booker
0:00.0,End of 4th quarter,,,,End of 4th quarter
