time,Portland,pts.away,score,pts.home,Dallas
6:42.0,,,82-100,,Personal foul by J. Barea (drawn by T. Frazier)
6:42.0,A. Gee enters the game for S. Blake,,82-100,,
6:29.0,J. Freeland makes 2-pt shot from 11 ft,2,84-100,,
6:08.0,,,84-100,,J. Barea misses 3-pt shot from 24 ft
6:08.0,Defensive rebound by A. Crabbe,,84-100,,
5:58.0,J. Freeland misses 2-pt shot from 17 ft,,84-100,,
5:58.0,,,84-100,,Defensive rebound by C. Villanueva
5:49.0,,,84-102,2,A. Stoudemire makes 2-pt shot from 1 ft (assist by J. Barea)
5:34.0,M. Leonard misses 3-pt shot from 24 ft,,84-102,,
5:33.0,,,84-102,,Defensive rebound by C. Villanueva
5:27.0,,,84-102,,J. Barea misses 2-pt shot from 7 ft
5:26.0,Defensive rebound by J. Freeland,,84-102,,
5:05.0,A. Gee misses 2-pt shot from 3 ft (block by C. Villanueva),,84-102,,
5:03.0,Offensive rebound by A. Gee,,84-102,,
5:01.0,A. Gee misses 2-pt shot from 1 ft (block by A. Stoudemire),,84-102,,
4:59.0,,,84-102,,Defensive rebound by A. Stoudemire
4:54.0,,,84-102,,C. Villanueva misses 3-pt shot from 24 ft
4:53.0,Defensive rebound by A. Crabbe,,84-102,,
4:50.0,Shooting foul by A. Stoudemire (drawn by T. Frazier),,84-102,,
4:50.0,Official timeout,,84-102,,
4:50.0,,,84-102,,B. James enters the game for A. Stoudemire
4:50.0,T. Frazier makes free throw 1 of 2,1,85-102,,
4:50.0,T. Frazier makes free throw 2 of 2,1,86-102,,
4:29.0,,,86-102,,C. Villanueva misses 2-pt shot from 3 ft
4:27.0,,,86-102,,Offensive rebound by B. James
4:10.0,,,86-102,,Shooting foul by J. Freeland (drawn by A. Aminu)
4:10.0,,,86-103,1,A. Aminu makes free throw 1 of 2
4:10.0,S. Blake enters the game for A. Gee,,86-103,,
4:10.0,,,86-104,1,A. Aminu makes free throw 2 of 2
4:00.0,M. Leonard makes 2-pt shot from 7 ft,2,88-104,,
4:00.0,Shooting foul by B. James (drawn by M. Leonard),,88-104,,
4:00.0,,,88-104,,D. Powell enters the game for A. Aminu
4:00.0,M. Leonard makes free throw 1 of 1,1,89-104,,
3:45.0,,,89-107,3,J. Barea makes 3-pt shot from 24 ft
3:32.0,J. Freeland misses 2-pt shot from 3 ft (block by C. Villanueva),,89-107,,
3:30.0,,,89-107,,Defensive rebound by J. Barea
3:18.0,,,89-107,,R. Felton misses 3-pt shot from 24 ft
3:17.0,Defensive rebound by T. Frazier,,89-107,,
3:08.0,J. Freeland makes 2-pt shot from 17 ft (assist by T. Frazier),2,91-107,,
2:48.0,,,91-107,,C. Villanueva misses 3-pt shot from 24 ft
2:47.0,Defensive rebound by J. Freeland,,91-107,,
2:40.0,S. Blake makes 3-pt shot from 25 ft (assist by T. Frazier),3,94-107,,
2:29.0,,,94-107,,Dallas full timeout
2:18.0,,,94-109,2,R. Felton makes 2-pt shot from 12 ft
2:04.0,J. Freeland makes 2-pt shot at rim (assist by T. Frazier),2,96-109,,
1:44.0,,,96-109,,C. Villanueva misses 2-pt shot at rim
1:43.0,,,96-109,,Offensive rebound by C. Villanueva
1:43.0,,,96-111,2,C. Villanueva makes 2-pt shot at rim
1:40.0,Shooting foul by J. Barea (drawn by T. Frazier),,96-111,,
1:40.0,T. Frazier makes free throw 1 of 2,1,97-111,,
1:40.0,T. Frazier makes free throw 2 of 2,1,98-111,,
1:24.0,,,98-111,,R. Felton misses 3-pt shot from 25 ft
1:23.0,Defensive rebound by T. Frazier,,98-111,,
1:06.0,A. Crabbe misses 2-pt shot from 11 ft,,98-111,,
1:05.0,,,98-111,,Defensive rebound by B. James
0:48.0,,,98-113,2,B. James makes 2-pt shot at rim (assist by R. Felton)
0:48.0,,,98-113,,Shooting foul by A. Crabbe (drawn by B. James)
0:48.0,,,98-114,1,B. James makes free throw 1 of 1
0:38.0,Turnover by S. Blake (bad pass; steal by R. Felton),,98-114,,
0:32.0,,,98-114,,C. Villanueva misses 2-pt shot from 3 ft
0:30.0,,,98-114,,Offensive rebound by B. James
0:29.0,,,98-114,,B. James misses 2-pt shot from 1 ft
0:26.0,,,98-114,,Offensive rebound by R. Felton
0:03.0,,,98-114,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
