time,Washington,pts.away,score,pts.home,Boston
6:20.0,,,80-90,,Loose ball foul by J. Sullinger (drawn by P. Pierce)
6:20.0,,,80-90,,J. Green enters the game for B. Bass
6:20.0,,,80-90,,A. Bradley enters the game for R. Rondo
6:12.0,R. Butler misses 2-pt shot at rim,,80-90,,
6:11.0,Offensive rebound by Team,,80-90,,
5:59.0,B. Beal misses 2-pt shot from 15 ft,,80-90,,
5:58.0,,,80-90,,Defensive rebound by E. Turner
5:35.0,,,80-90,,Turnover by J. Green (bad pass; steal by K. Humphries)
5:29.0,K. Humphries makes 2-pt shot from 5 ft,2,82-90,,
5:06.0,,,82-90,,J. Sullinger misses 2-pt shot from 14 ft
5:05.0,Defensive rebound by J. Wall,,82-90,,
4:58.0,R. Butler misses 3-pt shot from 24 ft,,82-90,,
4:57.0,,,82-90,,Defensive rebound by E. Turner
4:50.0,,,82-90,,Turnover by E. Turner (lost ball)
4:50.0,,,82-90,,R. Rondo enters the game for M. Thornton
4:37.0,J. Wall makes 2-pt shot from 12 ft,2,84-90,,
4:22.0,,,84-90,,Offensive charge foul by J. Green
4:22.0,,,84-90,,Turnover by J. Green (offensive foul)
4:22.0,,,84-90,,T. Zeller enters the game for J. Sullinger
4:04.0,Shooting foul by R. Rondo (drawn by J. Wall),,84-90,,
4:04.0,J. Wall makes free throw 1 of 2,1,85-90,,
4:04.0,J. Wall makes free throw 2 of 2,1,86-90,,
3:51.0,,,86-90,,R. Rondo misses 2-pt shot from 8 ft
3:50.0,Defensive rebound by K. Humphries,,86-90,,
3:38.0,J. Wall makes 2-pt shot from 18 ft,2,88-90,,
3:13.0,,,88-90,,Turnover by R. Rondo (bad pass; steal by R. Butler)
3:08.0,R. Butler misses 2-pt shot at rim,,88-90,,
3:06.0,,,88-90,,Defensive rebound by R. Rondo
3:00.0,,,88-90,,Shooting foul by B. Beal (drawn by T. Zeller)
3:00.0,,,88-91,1,T. Zeller makes free throw 1 of 2
3:00.0,,,88-92,1,T. Zeller makes free throw 2 of 2
2:50.0,R. Butler makes 3-pt shot from 24 ft (assist by J. Wall),3,91-92,,
2:29.0,,,91-92,,R. Rondo misses 2-pt shot from 9 ft
2:28.0,,,91-92,,Offensive rebound by R. Rondo
2:25.0,,,91-92,,Shooting foul by J. Wall (drawn by T. Zeller)
2:25.0,Official timeout,,91-92,,
2:25.0,,,91-93,1,T. Zeller makes free throw 1 of 2
2:25.0,,,91-94,1,T. Zeller makes free throw 2 of 2
2:18.0,J. Wall misses 2-pt shot at rim (block by E. Turner),,91-94,,
2:16.0,,,91-94,,Defensive rebound by J. Green
2:07.0,,,91-94,,Boston full timeout
1:57.0,,,91-94,,Turnover by R. Rondo (lost ball)
1:33.0,Turnover by P. Pierce (lost ball; steal by R. Rondo),,91-94,,
1:30.0,,,91-94,,R. Rondo misses 2-pt shot at rim (block by K. Humphries)
1:30.0,Defensive rebound by Team,,91-94,,
1:30.0,Jump ball: J. Green vs. K. Humphries (P. Pierce gains possession),,,,Jump ball: J. Green vs. K. Humphries (P. Pierce gains possession)
1:12.0,J. Wall makes 2-pt shot from 1 ft,2,93-94,,
1:05.0,,,93-94,,A. Bradley misses 3-pt shot from 22 ft
1:04.0,Defensive rebound by P. Pierce,,93-94,,
0:46.0,P. Pierce misses 3-pt shot from 25 ft,,93-94,,
0:45.0,,,93-94,,Defensive rebound by T. Zeller
0:37.0,,,93-97,3,A. Bradley makes 3-pt shot from 22 ft (assist by J. Green)
0:37.0,Washington full timeout,,93-97,,
0:37.0,,,93-97,,B. Bass enters the game for T. Zeller
0:37.0,,,93-97,,Violation by J. Green (kicked ball)
0:30.0,,,93-97,,Personal foul by B. Bass (drawn by J. Wall)
0:26.0,Turnover by J. Wall (bad pass; steal by R. Rondo),,93-97,,
0:22.0,,,93-99,2,J. Green makes 2-pt shot at rim (assist by A. Bradley)
0:22.0,Washington full timeout,,93-99,,
0:18.0,J. Wall misses 3-pt shot from 26 ft,,93-99,,
0:17.0,,,93-99,,Defensive rebound by J. Green
0:16.0,Personal take foul by K. Humphries (drawn by J. Green),,93-99,,
0:16.0,G. Temple enters the game for K. Humphries,,93-99,,
0:14.0,Personal take foul by B. Beal (drawn by J. Green),,93-99,,
0:14.0,,,93-100,1,J. Green makes free throw 1 of 2
0:14.0,K. Humphries enters the game for G. Temple,,93-100,,
0:14.0,,,93-101,1,J. Green makes free throw 2 of 2
0:02.0,K. Humphries misses 3-pt shot from 24 ft,,93-101,,
0:01.0,,,93-101,,Defensive rebound by E. Turner
0:00.0,End of 4th quarter,,,,End of 4th quarter
