time,Memphis,pts.away,score,pts.home,Portland
0:09.0,,,96-90,,A. Afflalo misses 3-pt shot from 27 ft
0:08.0,,,96-90,,Offensive rebound by N. Batum
0:08.0,,,96-92,2,N. Batum makes 2-pt shot at rim
0:08.0,,,96-92,,Personal take foul by A. Afflalo (drawn by C. Lee)
0:08.0,C. Lee makes free throw 1 of 2,1,97-92,,
0:08.0,C. Lee makes free throw 2 of 2,1,98-92,,
0:08.0,,,98-92,,Portland full timeout
0:05.0,,,98-92,,A. Afflalo misses 3-pt shot from 25 ft
0:04.0,Defensive rebound by T. Allen,,98-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
