time,Sacramento,pts.away,score,pts.home,LA Clippers
2:56.0,Sacramento full timeout,,90-88,,
2:49.0,R. Gay misses 2-pt shot from 12 ft (block by B. Griffin),,90-88,,
2:47.0,,,90-88,,Defensive rebound by M. Barnes
2:34.0,,,90-88,,M. Barnes misses 3-pt shot from 25 ft
2:33.0,Defensive rebound by D. Cousins,,90-88,,
2:18.0,Turnover by R. Gay (bad pass; steal by D. Jordan),,90-88,,
2:12.0,,,90-88,,J. Redick misses 3-pt shot from 25 ft
2:10.0,Defensive rebound by O. Casspi,,90-88,,
1:48.0,J. Thompson makes 2-pt shot at rim (assist by D. Cousins),2,92-88,,
1:48.0,,,92-88,,LA Clippers full timeout
1:40.0,,,92-90,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
1:16.0,D. Collison misses 3-pt shot from 26 ft,,92-90,,
1:16.0,Offensive rebound by Team,,92-90,,
1:16.0,Turnover by Team (shot clock),,92-90,,
1:06.0,,,92-90,,J. Redick misses 3-pt shot from 24 ft
1:05.0,,,92-90,,Offensive rebound by B. Griffin
1:01.0,,,92-90,,Turnover by Team (back court)
0:53.0,D. Collison makes 2-pt shot from 16 ft,2,94-90,,
0:53.0,,,94-90,,LA Clippers full timeout
0:53.0,,,94-90,,S. Hawes enters the game for D. Jordan
0:44.0,,,94-90,,S. Hawes misses 3-pt shot from 23 ft
0:43.0,Defensive rebound by D. Collison,,94-90,,
0:25.0,Turnover by D. Cousins (offensive goaltending),,94-90,,
0:25.0,,,94-90,,J. Farmar enters the game for M. Barnes
0:25.0,,,94-90,,D. Jordan enters the game for S. Hawes
0:25.0,,,94-90,,LA Clippers full timeout
0:21.0,,,94-92,2,B. Griffin makes 2-pt shot from 2 ft (assist by C. Paul)
0:18.0,,,94-92,,Personal take foul by C. Paul (drawn by D. Collison)
0:18.0,D. Collison makes free throw 1 of 2,1,95-92,,
0:18.0,B. McLemore enters the game for D. Cousins,,95-92,,
0:18.0,,,95-92,,S. Hawes enters the game for D. Jordan
0:18.0,D. Collison makes free throw 2 of 2,1,96-92,,
0:12.0,,,96-92,,B. Griffin misses 2-pt shot at rim
0:11.0,,,96-92,,Offensive rebound by C. Paul
0:07.0,,,96-92,,C. Paul misses 3-pt shot from 24 ft
0:06.0,Defensive rebound by R. Gay,,96-92,,
0:04.0,,,96-92,,Personal take foul by S. Hawes (drawn by R. Gay)
0:04.0,R. Gay makes free throw 1 of 2,1,97-92,,
0:04.0,R. Gay makes free throw 2 of 2,1,98-92,,
0:01.0,,,98-92,,J. Redick misses 3-pt shot from 26 ft
0:00.0,,,98-92,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
