time,New Orleans,pts.away,score,pts.home,LA Clippers
0:59.0,,,96-102,,Offensive rebound by D. Jordan
0:39.0,,,96-102,,B. Griffin misses 2-pt shot from 17 ft
0:39.0,Defensive rebound by Team,,96-102,,
0:30.0,E. Gordon misses 3-pt shot from 25 ft,,96-102,,
0:27.0,,,96-102,,Defensive rebound by C. Paul
0:27.0,Personal foul by N. Cole (drawn by C. Paul),,96-102,,
0:27.0,L. Babbitt enters the game for N. Cole,,96-102,,
0:27.0,,,96-103,1,C. Paul makes free throw 1 of 2
0:27.0,,,96-104,1,C. Paul makes free throw 2 of 2
0:27.0,New Orleans full timeout,,96-104,,
0:27.0,J. Fredette enters the game for A. Ajinca,,96-104,,
0:21.0,A. Davis makes 2-pt shot from 10 ft,2,98-104,,
0:20.0,Personal take foul by L. Babbitt (drawn by C. Paul),,98-104,,
0:20.0,,,98-104,,C. Paul misses free throw 1 of 2
0:20.0,,,98-104,,Offensive rebound by Team
0:20.0,,,98-105,1,C. Paul makes free throw 2 of 2
0:20.0,New Orleans full timeout,,98-105,,
0:19.0,A. Davis misses 2-pt shot at rim,,98-105,,
0:18.0,,,98-105,,Defensive rebound by Team
0:15.0,Personal take foul by Q. Pondexter (drawn by J. Redick),,98-105,,
0:15.0,,,98-106,1,J. Redick makes free throw 1 of 2
0:15.0,,,98-107,1,J. Redick makes free throw 2 of 2
0:08.0,J. Fredette makes 2-pt shot from 3 ft,2,100-107,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
