time,Golden State,pts.away,score,pts.home,Houston
9:10.0,,,105-86,,Turnover by D. Howard (offensive goaltending)
8:52.0,A. Iguodala makes 3-pt shot from 24 ft (assist by D. Lee),3,108-86,,
8:40.0,Personal foul by M. Speights (drawn by D. Howard),,108-86,,
8:40.0,,,108-86,,Houston full timeout
8:24.0,,,108-86,,D. Howard misses 2-pt shot from 4 ft
8:22.0,Defensive rebound by Team,,108-86,,
8:11.0,Turnover by A. Iguodala (bad pass; steal by C. Brewer),,108-86,,
7:48.0,,,108-89,3,P. Beverley makes 3-pt shot from 24 ft (assist by C. Brewer)
7:37.0,Shooting foul by C. Brewer (drawn by K. Thompson),,108-89,,
7:37.0,K. Thompson makes free throw 1 of 3,1,109-89,,
7:37.0,K. Thompson makes free throw 2 of 3,1,110-89,,
7:37.0,S. Curry enters the game for S. Livingston,,110-89,,
7:37.0,K. Thompson misses free throw 3 of 3,,110-89,,
7:37.0,,,110-89,,Defensive rebound by D. Howard
7:25.0,,,110-92,3,K. Papanikolaou makes 3-pt shot from 25 ft (assist by P. Beverley)
7:08.0,Turnover by S. Curry (bad pass; steal by P. Beverley),,110-92,,
7:05.0,,,110-94,2,K. Papanikolaou makes 2-pt shot at rim
6:47.0,Turnover by A. Iguodala (bad pass; steal by K. Papanikolaou),,110-94,,
6:39.0,,,110-94,,J. Harden misses 3-pt shot from 24 ft
6:38.0,Defensive rebound by K. Thompson,,110-94,,
6:34.0,Golden State full timeout,,110-94,,
6:34.0,H. Barnes enters the game for M. Speights,,110-94,,
6:34.0,A. Bogut enters the game for D. Lee,,110-94,,
6:27.0,S. Curry makes 2-pt shot from 19 ft (assist by A. Bogut),2,112-94,,
6:20.0,,,112-94,,Offensive foul by D. Howard
6:20.0,,,112-94,,Turnover by D. Howard (offensive foul)
6:07.0,S. Curry misses 3-pt shot from 24 ft,,112-94,,
6:07.0,,,112-94,,Defensive rebound by Team
6:07.0,Loose ball foul by H. Barnes (drawn by K. Papanikolaou),,112-94,,
5:59.0,,,112-94,,Turnover by C. Brewer (bad pass; steal by A. Iguodala)
5:51.0,H. Barnes makes 2-pt shot at rim (assist by A. Iguodala),2,114-94,,
5:41.0,,,114-94,,P. Beverley misses 2-pt shot from 13 ft
5:39.0,Defensive rebound by A. Bogut,,114-94,,
5:33.0,S. Curry makes 3-pt shot from 24 ft,3,117-94,,
5:07.0,,,117-94,,P. Beverley misses 2-pt shot from 7 ft (block by S. Curry)
5:07.0,,,117-94,,Offensive rebound by Team
5:07.0,,,117-94,,A. Shved enters the game for J. Harden
5:07.0,,,117-94,,J. Dorsey enters the game for D. Howard
5:04.0,,,117-94,,P. Beverley misses 3-pt shot from 23 ft
5:03.0,Defensive rebound by H. Barnes,,117-94,,
4:45.0,S. Curry misses 2-pt shot from 1 ft,,117-94,,
4:44.0,Offensive rebound by S. Curry,,117-94,,
4:29.0,Turnover by A. Iguodala (bad pass; steal by A. Shved),,117-94,,
4:27.0,,,117-94,,Turnover by A. Shved (bad pass; steal by S. Curry)
4:24.0,H. Barnes makes 2-pt shot at rim (assist by S. Curry),2,119-94,,
4:10.0,,,119-94,,P. Beverley misses 3-pt shot from 24 ft
4:09.0,Defensive rebound by A. Bogut,,119-94,,
4:03.0,Golden State full timeout,,119-94,,
4:03.0,D. Lee enters the game for H. Barnes,,119-94,,
4:03.0,S. Livingston enters the game for A. Bogut,,119-94,,
4:03.0,L. Barbosa enters the game for K. Thompson,,119-94,,
4:03.0,J. Holiday enters the game for S. Curry,,119-94,,
4:03.0,B. Rush enters the game for A. Iguodala,,119-94,,
3:49.0,D. Lee makes 2-pt shot from 8 ft,2,121-94,,
3:37.0,,,121-94,,K. Papanikolaou misses 3-pt shot from 24 ft
3:36.0,,,121-94,,Offensive rebound by J. Dorsey
3:34.0,,,121-96,2,J. Dorsey makes 2-pt shot from 2 ft
3:18.0,L. Barbosa makes 2-pt shot from 16 ft (assist by S. Livingston),2,123-96,,
3:01.0,,,123-96,,K. Papanikolaou misses 2-pt shot at rim (block by D. Lee)
2:59.0,Defensive rebound by J. Holiday,,123-96,,
2:50.0,J. Holiday makes 2-pt shot from 1 ft (assist by L. Barbosa),2,125-96,,
2:41.0,,,125-96,,Turnover by J. Dorsey (bad pass; steal by J. Holiday)
2:29.0,B. Rush makes 2-pt shot from 8 ft,2,127-96,,
2:15.0,,,127-96,,Shooting foul by D. Lee (drawn by J. Dorsey)
2:15.0,,,127-98,2,J. Dorsey makes 2-pt shot from 2 ft (assist by K. Papanikolaou)
2:15.0,,,127-98,,J. Dorsey misses free throw 1 of 1
2:15.0,Defensive rebound by B. Rush,,127-98,,
2:00.0,S. Livingston misses 2-pt shot from 10 ft,,127-98,,
1:59.0,Offensive rebound by D. Lee,,127-98,,
1:52.0,J. Holiday misses 2-pt shot from 22 ft,,127-98,,
1:50.0,,,127-98,,Defensive rebound by A. Shved
1:44.0,,,127-100,2,A. Shved makes 2-pt shot from 1 ft
1:34.0,D. Lee misses 2-pt shot from 21 ft,,127-100,,
1:33.0,,,127-100,,Defensive rebound by K. Papanikolaou
1:20.0,,,127-100,,C. Brewer misses 2-pt shot from 5 ft
1:19.0,,,127-100,,Offensive rebound by Team
1:17.0,,,127-103,3,C. Brewer makes 3-pt shot from 23 ft (assist by P. Beverley)
1:07.0,J. Holiday misses 2-pt shot from 20 ft,,127-103,,
1:05.0,,,127-103,,Defensive rebound by K. Papanikolaou
1:00.0,,,127-105,2,A. Shved makes 2-pt shot from 2 ft (assist by K. Papanikolaou)
1:00.0,,,127-105,,Shooting foul by S. Livingston (drawn by A. Shved)
1:00.0,,,127-106,1,A. Shved makes free throw 1 of 1
0:41.0,L. Barbosa makes 2-pt shot from 3 ft (assist by J. Holiday),2,129-106,,
0:34.0,,,129-106,,A. Shved misses 2-pt shot from 16 ft
0:30.0,Defensive rebound by Team,,129-106,,
0:25.0,L. Barbosa makes 2-pt shot from 2 ft,2,131-106,,
0:01.0,,,131-106,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
