time,Golden State,pts.away,score,pts.home,LA Lakers
0:36.0,,,102-113,3,J. Lin makes 3-pt shot from 26 ft (assist by R. Price)
0:36.0,Golden State full timeout,,102-113,,
0:30.0,J. Holiday makes 3-pt shot from 26 ft (assist by L. Barbosa),3,105-113,,
0:30.0,,,105-113,,LA Lakers full timeout
0:27.0,Personal take foul by B. Rush (drawn by R. Price),,105-113,,
0:21.0,Personal take foul by M. Speights (drawn by R. Price),,105-113,,
0:21.0,,,105-114,1,R. Price makes free throw 1 of 2
0:21.0,,,105-115,1,R. Price makes free throw 2 of 2
0:21.0,Golden State full timeout,,105-115,,
0:15.0,M. Speights misses 3-pt shot from 25 ft,,105-115,,
0:13.0,,,105-115,,Defensive rebound by R. Price
0:00.0,End of 4th quarter,,,,End of 4th quarter
