time,Boston,pts.away,score,pts.home,Indiana
3:39.0,M. Smart misses 3-pt shot from 25 ft,,84-85,,
3:38.0,,,84-85,,Defensive rebound by S. Hill
3:23.0,,,84-87,2,S. Hill makes 2-pt shot at rim (assist by R. Hibbert)
3:22.0,Boston full timeout,,84-87,,
3:22.0,E. Turner enters the game for J. Crowder,,84-87,,
3:22.0,,,84-87,,C. Watson enters the game for D. Sloan
2:59.0,M. Smart misses 3-pt shot from 24 ft (block by S. Hill),,84-87,,
2:57.0,,,84-87,,Defensive rebound by R. Hibbert
2:47.0,,,84-87,,Turnover by C. Watson (lost ball; steal by M. Smart)
2:47.0,,,84-87,,Clear path foul by R. Hibbert
2:47.0,K. Olynyk enters the game for B. Bass,,84-87,,
2:47.0,M. Smart misses clear path free throw 1 of 2,,84-87,,
2:47.0,Offensive rebound by Team,,84-87,,
2:47.0,M. Smart makes clear path free throw 2 of 2,1,85-87,,
2:36.0,A. Bradley misses 2-pt shot from 20 ft,,85-87,,
2:35.0,,,85-87,,Defensive rebound by S. Hill
2:19.0,,,85-87,,R. Hibbert misses 2-pt shot from 9 ft (block by J. Sullinger)
2:18.0,Defensive rebound by Team,,85-87,,
2:06.0,A. Bradley makes 2-pt shot from 20 ft,2,87-87,,
1:41.0,,,87-89,2,S. Hill makes 2-pt shot from 6 ft
1:27.0,J. Sullinger makes 3-pt shot from 26 ft (assist by E. Turner),3,90-89,,
1:05.0,,,90-91,2,C. Watson makes 2-pt shot from 20 ft (assist by R. Stuckey)
0:53.0,Offensive foul by J. Sullinger,,90-91,,
0:53.0,Turnover by J. Sullinger (offensive foul),,90-91,,
0:53.0,,,90-91,,Indiana full timeout
0:53.0,B. Bass enters the game for K. Olynyk,,90-91,,
0:53.0,,,90-91,,C. Miles enters the game for S. Hill
0:40.0,,,90-91,,C. Miles misses 2-pt shot from 14 ft (block by B. Bass)
0:39.0,Defensive rebound by M. Smart,,90-91,,
0:34.0,Boston full timeout,,90-91,,
0:34.0,,,90-91,,S. Hill enters the game for C. Miles
0:34.0,K. Olynyk enters the game for B. Bass,,90-91,,
0:27.0,M. Smart misses 2-pt shot from 14 ft,,90-91,,
0:26.0,,,90-91,,Defensive rebound by Team
0:26.0,B. Bass enters the game for K. Olynyk,,90-91,,
0:26.0,,,90-91,,Indiana full timeout
0:26.0,J. Crowder enters the game for J. Sullinger,,90-91,,
0:26.0,,,90-91,,C. Miles enters the game for S. Hill
0:26.0,,,90-91,,L. Scola enters the game for R. Hibbert
0:22.0,Personal foul by A. Bradley (drawn by C. Miles),,90-91,,
0:22.0,,,90-92,1,C. Miles makes free throw 1 of 2
0:22.0,J. Sullinger enters the game for E. Turner,,90-92,,
0:22.0,T. Zeller enters the game for B. Bass,,90-92,,
0:22.0,,,90-92,,C. Miles misses free throw 2 of 2
0:22.0,Defensive rebound by J. Crowder,,90-92,,
0:22.0,Boston full timeout,,90-92,,
0:22.0,E. Turner enters the game for T. Zeller,,90-92,,
0:22.0,K. Olynyk enters the game for M. Smart,,90-92,,
0:22.0,,,90-92,,S. Hill enters the game for C. Miles
0:22.0,,,90-92,,R. Hibbert enters the game for L. Scola
0:17.0,,,90-92,,Personal foul by C. Watson (drawn by E. Turner)
0:10.0,Shooting foul by R. Hibbert (drawn by E. Turner),,90-92,,
0:10.0,E. Turner misses free throw 1 of 2,,90-92,,
0:10.0,Offensive rebound by Team,,90-92,,
0:10.0,B. Bass enters the game for K. Olynyk,,90-92,,
0:10.0,E. Turner makes free throw 2 of 2,1,91-92,,
0:10.0,,,91-92,,Indiana full timeout
0:10.0,M. Smart enters the game for B. Bass,,91-92,,
0:10.0,,,91-92,,L. Scola enters the game for S. Hill
0:10.0,,,91-92,,C. Miles enters the game for R. Hibbert
0:09.0,Personal take foul by E. Turner (drawn by D. West),,91-92,,
0:09.0,,,91-93,1,D. West makes free throw 1 of 2
0:09.0,T. Zeller enters the game for E. Turner,,91-93,,
0:09.0,,,91-94,1,D. West makes free throw 2 of 2
0:09.0,Boston full timeout,,91-94,,
0:09.0,,,91-94,,S. Hill enters the game for C. Miles
0:09.0,M. Thornton enters the game for J. Crowder,,91-94,,
0:09.0,E. Turner enters the game for T. Zeller,,91-94,,
0:09.0,K. Olynyk enters the game for M. Smart,,91-94,,
0:04.0,A. Bradley makes 3-pt shot from 22 ft (assist by J. Sullinger),3,94-94,,
0:00.0,,,94-94,,D. West misses 3-pt shot from 25 ft
0:00.0,,,94-94,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: B. Bass vs. R. Hibbert (D. West gains possession),,,,Jump ball: B. Bass vs. R. Hibbert (D. West gains possession)
4:38.0,,,94-97,3,C. Watson makes 3-pt shot from 23 ft (assist by R. Hibbert)
4:22.0,B. Bass makes 2-pt shot from 14 ft (assist by E. Turner),2,96-97,,
4:06.0,,,96-99,2,D. West makes 2-pt shot from 11 ft
4:06.0,,,96-99,,Shooting foul by M. Smart (drawn by D. West)
4:06.0,,,96-100,1,D. West makes free throw 1 of 1
3:53.0,B. Bass misses 3-pt shot from 23 ft,,96-100,,
3:52.0,,,96-100,,Defensive rebound by C. Miles
3:39.0,,,96-100,,R. Hibbert misses 2-pt shot from 8 ft
3:38.0,Defensive rebound by J. Sullinger,,96-100,,
3:25.0,A. Bradley makes 3-pt shot from 23 ft (assist by J. Sullinger),3,99-100,,
3:02.0,,,99-102,2,R. Stuckey makes 2-pt shot from 3 ft
2:38.0,M. Smart misses 3-pt shot from 27 ft,,99-102,,
2:37.0,,,99-102,,Defensive rebound by R. Stuckey
2:30.0,,,99-102,,C. Watson misses 2-pt shot from 2 ft (block by M. Smart)
2:30.0,,,99-102,,Offensive rebound by Team
2:30.0,K. Olynyk enters the game for B. Bass,,99-102,,
2:22.0,,,99-102,,Turnover by R. Hibbert (lost ball; steal by E. Turner)
2:19.0,A. Bradley makes 2-pt shot from 1 ft,2,101-102,,
1:57.0,,,101-102,,R. Hibbert misses 2-pt shot from 18 ft
1:56.0,Defensive rebound by E. Turner,,101-102,,
1:45.0,E. Turner makes 2-pt shot from 15 ft,2,103-102,,
1:34.0,,,103-102,,R. Stuckey misses 2-pt shot from 5 ft
1:33.0,,,103-102,,Offensive rebound by D. West
1:30.0,,,103-102,,Turnover by D. West (bad pass; steal by E. Turner)
1:15.0,J. Sullinger misses 3-pt shot from 27 ft,,103-102,,
1:14.0,,,103-102,,Defensive rebound by C. Watson
1:10.0,,,103-102,,D. West misses 2-pt shot from 2 ft
1:09.0,Defensive rebound by E. Turner,,103-102,,
0:54.0,E. Turner misses 2-pt shot from 18 ft,,103-102,,
0:53.0,Offensive rebound by J. Sullinger,,103-102,,
0:53.0,J. Sullinger misses 2-pt shot from 1 ft,,103-102,,
0:52.0,Offensive rebound by Team,,103-102,,
0:52.0,Boston full timeout,,103-102,,
0:47.0,A. Bradley misses 2-pt shot from 17 ft,,103-102,,
0:46.0,,,103-102,,Defensive rebound by R. Hibbert
0:45.0,,,103-102,,Indiana full timeout
0:45.0,B. Bass enters the game for K. Olynyk,,103-102,,
0:31.0,,,103-102,,Shooting foul by B. Bass (drawn by D. West)
0:31.0,,,103-103,1,D. West makes free throw 1 of 2
0:31.0,,,103-103,,S. Hill enters the game for R. Stuckey
0:31.0,,,103-104,1,D. West makes free throw 2 of 2
0:31.0,Boston full timeout,,103-104,,
0:31.0,K. Olynyk enters the game for B. Bass,,103-104,,
0:16.0,E. Turner misses 2-pt shot from 2 ft (block by R. Hibbert),,103-104,,
0:15.0,Offensive rebound by E. Turner,,103-104,,
0:13.0,E. Turner misses 2-pt shot from 1 ft,,103-104,,
0:13.0,,,103-104,,Defensive rebound by Team
0:13.0,,,103-104,,Indiana full timeout
0:13.0,,,103-104,,L. Scola enters the game for S. Hill
0:13.0,,,103-104,,R. Stuckey enters the game for R. Hibbert
0:13.0,J. Crowder enters the game for K. Olynyk,,103-104,,
0:12.0,Personal foul by E. Turner (drawn by C. Miles),,103-104,,
0:12.0,,,103-105,1,C. Miles makes free throw 1 of 2
0:12.0,T. Zeller enters the game for E. Turner,,103-105,,
0:12.0,,,103-106,1,C. Miles makes free throw 2 of 2
0:12.0,Boston full timeout,,103-106,,
0:12.0,,,103-106,,S. Hill enters the game for R. Stuckey
0:12.0,E. Turner enters the game for J. Crowder,,103-106,,
0:12.0,K. Olynyk enters the game for T. Zeller,,103-106,,
0:12.0,M. Thornton enters the game for M. Smart,,103-106,,
0:09.0,,,103-106,,Personal foul by S. Hill (drawn by A. Bradley)
0:06.0,K. Olynyk misses 3-pt shot from 25 ft,,103-106,,
0:05.0,,,103-106,,Defensive rebound by S. Hill
0:03.0,Personal take foul by M. Thornton (drawn by C. Watson),,103-106,,
0:03.0,,,103-107,1,C. Watson makes free throw 1 of 2
0:03.0,,,103-107,,C. Watson misses free throw 2 of 2
0:03.0,Defensive rebound by K. Olynyk,,103-107,,
0:00.0,A. Bradley misses 3-pt shot from 47 ft,,103-107,,
0:00.0,Offensive rebound by Team,,103-107,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
