time,Washington,pts.away,score,pts.home,Chicago
0:34.0,,,105-96,,N. Mirotic enters the game for T. Gibson
0:27.0,Personal foul by P. Pierce (drawn by N. Mirotic),,105-96,,
0:27.0,,,105-97,1,N. Mirotic makes free throw 1 of 2
0:27.0,,,105-98,1,N. Mirotic makes free throw 2 of 2
0:27.0,,,105-98,,Personal foul by A. Brooks (drawn by J. Wall)
0:27.0,,,105-98,,E. Moore enters the game for A. Brooks
0:27.0,R. Butler enters the game for M. Gortat,,105-98,,
0:27.0,J. Wall misses free throw 1 of 2,,105-98,,
0:27.0,Offensive rebound by Team,,105-98,,
0:27.0,J. Wall misses free throw 2 of 2,,105-98,,
0:26.0,,,105-98,,Defensive rebound by N. Mirotic
0:18.0,,,105-98,,Shooting foul by J. Wall (drawn by N. Mirotic)
0:18.0,,,105-98,,N. Mirotic misses free throw 1 of 2
0:18.0,,,105-98,,Offensive rebound by Team
0:18.0,,,105-99,1,N. Mirotic makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
