time,LA Clippers,pts.away,score,pts.home,New Orleans
3:36.0,C. Paul misses 3-pt shot from 26 ft,,96-98,,
3:35.0,,,96-98,,Defensive rebound by T. Evans
3:14.0,,,96-100,2,T. Evans makes 2-pt shot from 1 ft
3:08.0,LA Clippers full timeout,,96-100,,
3:08.0,J. Redick enters the game for M. Barnes,,96-100,,
2:56.0,J. Redick misses 2-pt shot from 20 ft,,96-100,,
2:54.0,,,96-100,,Defensive rebound by R. Anderson
2:40.0,,,96-100,,Turnover by O. Asik (lost ball; steal by C. Paul)
2:27.0,Shooting foul by D. Cunningham (drawn by J. Crawford),,96-100,,
2:27.0,J. Crawford makes free throw 1 of 2,1,97-100,,
2:27.0,J. Crawford makes free throw 2 of 2,1,98-100,,
2:10.0,,,98-102,2,E. Gordon makes 2-pt shot from 15 ft
1:48.0,J. Crawford misses 2-pt shot from 2 ft,,98-102,,
1:47.0,,,98-102,,Defensive rebound by R. Anderson
1:30.0,,,98-104,2,D. Cunningham makes 2-pt shot at rim (assist by T. Evans)
1:30.0,LA Clippers full timeout,,98-104,,
1:23.0,J. Redick misses 3-pt shot from 22 ft,,98-104,,
1:21.0,Offensive rebound by D. Jordan,,98-104,,
1:16.0,C. Paul makes 2-pt shot from 13 ft (assist by B. Griffin),2,100-104,,
0:57.0,,,100-106,2,E. Gordon makes 2-pt shot from 16 ft
0:51.0,C. Paul misses 2-pt shot from 15 ft,,100-106,,
0:50.0,,,100-106,,Defensive rebound by D. Cunningham
0:29.0,,,100-106,,T. Evans misses 2-pt shot from 2 ft
0:27.0,Defensive rebound by J. Crawford,,100-106,,
0:23.0,J. Crawford makes 3-pt shot from 25 ft (assist by C. Paul),3,103-106,,
0:23.0,,,103-106,,New Orleans full timeout
0:23.0,M. Barnes enters the game for J. Crawford,,103-106,,
0:23.0,A. Rivers enters the game for J. Redick,,103-106,,
0:23.0,,,103-106,,J. Fredette enters the game for O. Asik
0:23.0,,,103-106,,Q. Pondexter enters the game for D. Cunningham
0:22.0,Personal take foul by M. Barnes (drawn by E. Gordon),,103-106,,
0:18.0,Personal foul by C. Paul (drawn by J. Fredette),,103-106,,
0:18.0,,,103-107,1,J. Fredette makes free throw 1 of 2
0:18.0,,,103-107,,D. Cunningham enters the game for Q. Pondexter
0:18.0,,,103-107,,O. Asik enters the game for R. Anderson
0:18.0,,,103-108,1,J. Fredette makes free throw 2 of 2
0:18.0,LA Clippers full timeout,,103-108,,
0:18.0,J. Redick enters the game for M. Barnes,,103-108,,
0:18.0,J. Crawford enters the game for A. Rivers,,103-108,,
0:18.0,,,103-108,,Q. Pondexter enters the game for J. Fredette
0:09.0,J. Crawford misses 3-pt shot from 25 ft,,103-108,,
0:07.0,,,103-108,,Defensive rebound by Q. Pondexter
0:00.0,End of 4th quarter,,,,End of 4th quarter
