time,LA Clippers,pts.away,score,pts.home,Utah
1:49.0,,,107-94,3,G. Hayward makes 3-pt shot from 26 ft
1:33.0,G. Davis misses 2-pt shot from 14 ft (block by R. Gobert),,107-94,,
1:30.0,,,107-94,,Defensive rebound by T. Booker
1:22.0,,,107-94,,D. Exum misses 3-pt shot from 24 ft
1:19.0,,,107-94,,Offensive rebound by G. Hayward
1:14.0,,,107-94,,R. Hood misses 2-pt shot from 18 ft
1:12.0,Defensive rebound by R. Bullock,,107-94,,
0:55.0,J. Crawford makes 3-pt shot from 25 ft,3,110-94,,
0:44.0,,,110-96,2,R. Gobert makes 2-pt shot at rim (assist by T. Booker)
0:33.0,G. Davis makes 2-pt shot from 20 ft (assist by J. Farmar),2,112-96,,
0:15.0,,,112-96,,R. Hood misses 3-pt shot from 24 ft
0:13.0,Defensive rebound by G. Davis,,112-96,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
