time,New York,pts.away,score,pts.home,Atlanta
1:55.0,,,106-102,1,J. Teague makes free throw 1 of 2
1:55.0,,,106-102,,M. Scott enters the game for E. Brand
1:55.0,,,106-103,1,J. Teague makes free throw 2 of 2
1:37.0,J. Smith makes 2-pt shot from 3 ft,2,108-103,,
1:37.0,Shooting foul by M. Scott (drawn by J. Smith),,108-103,,
1:37.0,J. Smith makes free throw 1 of 1,1,109-103,,
1:26.0,,,109-103,,A. Horford misses 2-pt shot from 19 ft
1:25.0,,,109-103,,Offensive rebound by D. Carroll
1:24.0,,,109-103,,D. Carroll misses 2-pt shot from 1 ft (block by T. Hardaway)
1:24.0,Defensive rebound by Team,,109-103,,
1:24.0,New York full timeout,,109-103,,
1:24.0,,,109-103,,M. Muscala enters the game for M. Scott
1:06.0,J. Smith misses 2-pt shot from 1 ft (block by M. Muscala),,109-103,,
1:03.0,,,109-103,,Defensive rebound by K. Korver
0:54.0,,,109-103,,D. Carroll misses 3-pt shot from 25 ft
0:53.0,,,109-103,,Offensive rebound by M. Muscala
0:52.0,,,109-106,3,K. Korver makes 3-pt shot from 25 ft (assist by M. Muscala)
0:52.0,New York full timeout,,109-106,,
0:52.0,Q. Acy enters the game for L. Amundson,,109-106,,
0:30.0,L. Thomas misses 3-pt shot from 22 ft,,109-106,,
0:29.0,Offensive rebound by Team,,109-106,,
0:25.0,Turnover by L. Galloway (lost ball; steal by J. Teague),,109-106,,
0:20.0,,,109-108,2,M. Muscala makes 2-pt shot at rim (assist by K. Korver)
0:14.0,,,109-108,,Personal take foul by D. Carroll (drawn by T. Hardaway)
0:14.0,T. Hardaway makes free throw 1 of 2,1,110-108,,
0:14.0,T. Hardaway misses free throw 2 of 2,,110-108,,
0:13.0,,,110-108,,Defensive rebound by J. Teague
0:13.0,,,110-108,,Atlanta full timeout
0:13.0,,,110-108,,M. Scott enters the game for M. Muscala
0:09.0,,,110-108,,J. Teague misses 2-pt shot from 4 ft
0:09.0,Defensive rebound by J. Smith,,110-108,,
0:09.0,,,110-108,,Personal take foul by K. Korver (drawn by J. Smith)
0:09.0,J. Smith makes free throw 1 of 2,1,111-108,,
0:09.0,J. Smith makes free throw 2 of 2,1,112-108,,
0:04.0,,,112-108,,J. Teague misses 2-pt shot from 1 ft
0:03.0,Defensive rebound by L. Galloway,,112-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
