time,Oklahoma City,pts.away,score,pts.home,LA Lakers
1:05.0,Defensive rebound by Team,,100-101,,
1:05.0,,,100-101,,Loose ball foul by C. Boozer (drawn by R. Jackson)
1:05.0,R. Jackson makes free throw 1 of 2,1,101-101,,
1:05.0,R. Jackson makes free throw 2 of 2,1,102-101,,
0:56.0,,,102-101,,K. Bryant misses 2-pt shot from 19 ft
0:54.0,Defensive rebound by S. Adams,,102-101,,
0:38.0,R. Westbrook makes 2-pt shot from 16 ft,2,104-101,,
0:38.0,,,104-101,,LA Lakers full timeout
0:33.0,,,104-103,2,J. Lin makes 2-pt shot from 15 ft
0:12.0,R. Westbrook misses 2-pt shot from 18 ft,,104-103,,
0:11.0,,,104-103,,Defensive rebound by K. Bryant
0:06.0,Personal take foul by R. Westbrook (drawn by K. Bryant),,104-103,,
0:06.0,,,104-103,,LA Lakers full timeout
0:06.0,,,104-103,,W. Johnson enters the game for E. Davis
0:06.0,P. Jones enters the game for S. Adams,,104-103,,
0:02.0,,,104-103,,K. Bryant misses 2-pt shot from 16 ft
0:00.0,Defensive rebound by R. Jackson,,104-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
