time,Denver,pts.away,score,pts.home,Portland
1:54.0,K. Faried misses 2-pt shot from 1 ft,,100-108,,
1:53.0,,,100-108,,Defensive rebound by L. Aldridge
1:50.0,,,100-108,,Shooting foul by R. Foye (drawn by R. Lopez)
1:50.0,,,100-109,1,R. Lopez makes free throw 1 of 2
1:50.0,,,100-110,1,R. Lopez makes free throw 2 of 2
1:44.0,J. Nelson makes 2-pt shot from 21 ft,2,102-110,,
1:29.0,,,102-112,2,A. Afflalo makes 2-pt shot from 1 ft (assist by N. Batum)
1:23.0,T. Lawson makes 2-pt shot from 2 ft,2,104-112,,
1:00.0,,,104-114,2,D. Lillard makes 2-pt shot from 20 ft (assist by N. Batum)
0:51.0,Shooting foul by A. Afflalo (drawn by K. Faried),,104-114,,
0:51.0,K. Faried makes free throw 1 of 2,1,105-114,,
0:51.0,J. Nurkic enters the game for W. Chandler,,105-114,,
0:51.0,K. Faried makes free throw 2 of 2,1,106-114,,
0:43.0,Personal foul by K. Faried (drawn by R. Lopez),,106-114,,
0:43.0,,,106-115,1,R. Lopez makes free throw 1 of 2
0:43.0,W. Chandler enters the game for J. Nurkic,,106-115,,
0:43.0,,,106-116,1,R. Lopez makes free throw 2 of 2
0:36.0,J. Nelson misses 2-pt shot from 6 ft,,106-116,,
0:35.0,Offensive rebound by K. Faried,,106-116,,
0:35.0,K. Faried makes 2-pt shot from 1 ft,2,108-116,,
0:26.0,Personal foul by W. Chandler (drawn by A. Afflalo),,108-116,,
0:26.0,,,108-117,1,A. Afflalo makes free throw 1 of 2
0:26.0,,,108-118,1,A. Afflalo makes free throw 2 of 2
0:26.0,Denver full timeout,,108-118,,
0:26.0,,,108-118,,J. Freeland enters the game for L. Aldridge
0:26.0,,,108-118,,C. McCollum enters the game for D. Lillard
0:20.0,W. Chandler makes 2-pt shot from 2 ft (assist by T. Lawson),2,110-118,,
0:20.0,Shooting foul by J. Freeland (drawn by W. Chandler),,110-118,,
0:20.0,W. Chandler makes free throw 1 of 1,1,111-118,,
0:14.0,,,111-118,,Turnover by A. Afflalo (bad pass; steal by K. Faried)
0:08.0,J. Nelson makes 3-pt shot from 23 ft (assist by T. Lawson),3,114-118,,
0:07.0,Personal take foul by J. Nelson (drawn by A. Afflalo),,114-118,,
0:07.0,,,114-119,1,A. Afflalo makes free throw 1 of 2
0:07.0,,,114-120,1,A. Afflalo makes free throw 2 of 2
0:07.0,Denver full timeout,,114-120,,
0:03.0,J. Nelson misses 3-pt shot from 27 ft,,114-120,,
0:02.0,,,114-120,,Defensive rebound by R. Lopez
0:00.0,End of 4th quarter,,,,End of 4th quarter
