time,Houston,pts.away,score,pts.home,Minnesota
3:32.0,Turnover by J. Harden (lost ball; steal by G. Dieng),,96-92,,
3:30.0,,,96-94,2,C. Brewer makes 2-pt shot at rim (assist by G. Dieng)
3:14.0,J. Harden makes 3-pt shot from 24 ft (assist by J. Terry),3,99-94,,
3:03.0,Personal foul by T. Ariza (drawn by T. Young),,99-94,,
3:03.0,,,99-94,,T. Young misses free throw 1 of 2
3:03.0,,,99-94,,Offensive rebound by Team
3:03.0,,,99-94,,T. Young misses free throw 2 of 2
3:02.0,,,99-94,,Offensive rebound by G. Dieng
2:49.0,,,99-97,3,C. Brewer makes 3-pt shot from 23 ft (assist by A. Wiggins)
2:47.0,Houston full timeout,,99-97,,
2:47.0,F. Garcia enters the game for K. Papanikolaou,,99-97,,
2:31.0,J. Terry misses 2-pt shot from 17 ft,,99-97,,
2:30.0,,,99-97,,Defensive rebound by T. Young
2:19.0,,,99-99,2,T. Young makes 2-pt shot at rim (assist by Z. LaVine)
2:06.0,J. Harden misses 2-pt shot from 1 ft (block by C. Brewer),,99-99,,
2:04.0,,,99-99,,Defensive rebound by A. Wiggins
2:01.0,,,99-101,2,A. Wiggins makes 2-pt shot from 1 ft
1:45.0,Shooting foul by C. Brewer (drawn by J. Harden),,99-101,,
1:45.0,J. Harden makes free throw 1 of 2,1,100-101,,
1:45.0,J. Harden makes free throw 2 of 2,1,101-101,,
1:32.0,,,101-103,2,Z. LaVine makes 2-pt shot from 18 ft
1:20.0,Turnover by J. Harden (offensive foul),,101-103,,
1:20.0,Offensive foul by J. Harden,,101-103,,
1:20.0,N. Johnson enters the game for J. Harden,,101-103,,
1:00.0,,,101-103,,C. Brewer misses 2-pt shot from 18 ft
0:59.0,,,101-103,,Offensive rebound by A. Wiggins
0:58.0,,,101-105,2,A. Wiggins makes 2-pt shot at rim
0:58.0,Houston full timeout,,101-105,,
0:46.0,D. Motiejunas makes 2-pt shot from 5 ft,2,103-105,,
0:28.0,,,103-105,,Z. LaVine misses 2-pt shot from 21 ft
0:26.0,Defensive rebound by Team,,103-105,,
0:15.0,,,103-105,,Personal foul by G. Dieng (drawn by D. Motiejunas)
0:15.0,D. Motiejunas makes free throw 1 of 2,1,104-105,,
0:15.0,T. Black enters the game for F. Garcia,,104-105,,
0:15.0,D. Motiejunas makes free throw 2 of 2,1,105-105,,
0:15.0,,,105-105,,Minnesota full timeout
0:15.0,,,105-105,,C. Budinger enters the game for C. Brewer
0:15.0,F. Garcia enters the game for T. Black,,105-105,,
0:01.0,,,105-105,,C. Budinger misses 2-pt shot from 21 ft
0:00.0,Defensive rebound by T. Ariza,,105-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: G. Dieng vs. D. Motiejunas (J. Terry gains possession),,,,Jump ball: G. Dieng vs. D. Motiejunas (J. Terry gains possession)
4:44.0,D. Motiejunas makes 2-pt shot from 1 ft,2,107-105,,
4:21.0,,,107-105,,Turnover by Z. LaVine (bad pass; steal by N. Johnson)
4:11.0,T. Ariza misses 3-pt shot from 24 ft,,107-105,,
4:09.0,,,107-105,,Defensive rebound by C. Brewer
4:03.0,,,107-105,,A. Wiggins misses 2-pt shot from 4 ft
4:02.0,,,107-105,,Offensive rebound by T. Young
4:01.0,,,107-105,,Shooting foul by F. Garcia (drawn by T. Young)
4:01.0,,,107-105,,T. Young misses free throw 1 of 2
4:01.0,,,107-105,,Offensive rebound by Team
4:01.0,,,107-106,1,T. Young makes free throw 2 of 2
3:54.0,,,107-106,,Personal foul by G. Dieng (drawn by D. Motiejunas)
3:44.0,D. Motiejunas misses 2-pt shot from 4 ft,,107-106,,
3:43.0,Offensive rebound by T. Ariza,,107-106,,
3:43.0,,,107-106,,Personal foul by G. Dieng (drawn by T. Ariza)
3:43.0,,,107-106,,A. Bennett enters the game for G. Dieng
3:25.0,F. Garcia misses 2-pt shot from 14 ft,,107-106,,
3:23.0,,,107-106,,Defensive rebound by Z. LaVine
3:16.0,,,107-106,,C. Brewer misses 2-pt shot from 20 ft
3:15.0,,,107-106,,Offensive rebound by T. Young
3:08.0,,,107-106,,T. Young misses 2-pt shot from 6 ft
3:07.0,Defensive rebound by D. Motiejunas,,107-106,,
2:49.0,J. Terry makes 3-pt shot from 25 ft,3,110-106,,
2:30.0,,,110-108,2,T. Young makes 2-pt shot from 1 ft (assist by A. Wiggins)
2:06.0,Offensive charge foul by D. Motiejunas,,110-108,,
2:06.0,Turnover by D. Motiejunas (offensive foul),,110-108,,
1:53.0,,,110-110,2,A. Wiggins makes 2-pt shot at rim
1:39.0,,,110-110,,Personal foul by A. Bennett (drawn by D. Motiejunas)
1:39.0,Houston full timeout,,110-110,,
1:29.0,Turnover by F. Garcia (bad pass; steal by A. Wiggins),,110-110,,
1:10.0,,,110-110,,Z. LaVine misses 3-pt shot from 25 ft
1:09.0,Defensive rebound by T. Ariza,,110-110,,
0:49.0,J. Terry misses 2-pt shot from 12 ft,,110-110,,
0:48.0,,,110-110,,Defensive rebound by A. Bennett
0:28.0,,,110-110,,A. Wiggins misses 2-pt shot from 11 ft
0:25.0,Defensive rebound by J. Terry,,110-110,,
0:25.0,,,110-110,,Personal foul by T. Young (drawn by J. Terry)
0:25.0,J. Terry makes free throw 1 of 2,1,111-110,,
0:25.0,J. Terry makes free throw 2 of 2,1,112-110,,
0:25.0,,,112-110,,Minnesota full timeout
0:16.0,,,112-112,2,T. Young makes 2-pt shot from 4 ft (assist by Z. LaVine)
0:16.0,Houston full timeout,,112-112,,
0:01.0,N. Johnson makes 2-pt shot at rim (assist by J. Terry),2,114-112,,
0:01.0,,,114-112,,Minnesota full timeout
0:01.0,C. Capela enters the game for F. Garcia,,114-112,,
0:00.0,,,114-112,,T. Young misses 2-pt shot from 15 ft
0:00.0,,,114-112,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
