time,LA Clippers,pts.away,score,pts.home,Sacramento
2:04.0,,,108-99,2,A. Miller makes 2-pt shot from 3 ft (assist by N. Stauskas)
1:46.0,H. Turkoglu misses 3-pt shot from 23 ft,,108-99,,
1:44.0,,,108-99,,Defensive rebound by D. Williams
1:31.0,,,108-101,2,A. Miller makes 2-pt shot from 4 ft
1:20.0,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul),3,111-101,,
1:09.0,,,111-103,2,N. Stauskas makes 2-pt shot from 10 ft
0:52.0,B. Griffin makes 2-pt shot from 2 ft (assist by J. Redick),2,113-103,,
0:42.0,Personal foul by J. Redick (drawn by N. Stauskas),,113-103,,
0:42.0,,,113-104,1,N. Stauskas makes free throw 1 of 2
0:42.0,,,113-105,1,N. Stauskas makes free throw 2 of 2
0:23.0,LA Clippers full timeout,,113-105,,
0:20.0,H. Turkoglu makes 3-pt shot from 26 ft (assist by B. Griffin),3,116-105,,
0:06.0,,,116-105,,J. Thompson misses 2-pt shot from 22 ft
0:05.0,Defensive rebound by B. Griffin,,116-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
