time,Houston,pts.away,score,pts.home,Phoenix
5:02.0,P. Beverley misses 2-pt shot from 19 ft,,102-91,,
4:59.0,,,102-91,,Defensive rebound by M. Morris
4:39.0,,,102-93,2,I. Thomas makes 2-pt shot from 5 ft
4:22.0,J. Harden misses 2-pt shot from 1 ft,,102-93,,
4:19.0,,,102-93,,Defensive rebound by M. Morris
4:17.0,,,102-95,2,P. Tucker makes 2-pt shot at rim (assist by E. Bledsoe)
4:17.0,Houston full timeout,,102-95,,
4:17.0,D. Motiejunas enters the game for J. Dorsey,,102-95,,
3:56.0,D. Motiejunas makes 2-pt shot from 1 ft,2,104-95,,
3:33.0,,,104-97,2,E. Bledsoe makes 2-pt shot from 2 ft
3:01.0,Turnover by Team (shot clock),,104-97,,
2:51.0,,,104-97,,I. Thomas misses 2-pt shot from 13 ft
2:48.0,Defensive rebound by J. Harden,,104-97,,
2:43.0,T. Ariza misses 3-pt shot from 24 ft,,104-97,,
2:39.0,,,104-97,,Defensive rebound by E. Bledsoe
2:27.0,,,104-100,3,M. Morris makes 3-pt shot from 25 ft (assist by P. Tucker)
2:00.0,J. Harden misses 2-pt shot from 20 ft,,104-100,,
1:58.0,Offensive rebound by D. Motiejunas,,104-100,,
1:46.0,D. Motiejunas misses 2-pt shot from 11 ft,,104-100,,
1:44.0,,,104-100,,Defensive rebound by M. Morris
1:30.0,,,104-100,,Turnover by M. Morris (lost ball; steal by J. Harden)
1:25.0,J. Harden makes 2-pt shot at rim (assist by T. Ariza),2,106-100,,
1:25.0,,,106-100,,Phoenix full timeout
1:25.0,C. Brewer enters the game for D. Motiejunas,,106-100,,
1:22.0,,,106-102,2,M. Morris makes 2-pt shot from 1 ft (assist by P. Tucker)
1:22.0,,,106-102,,Shooting foul by J. Harden (drawn by M. Morris)
1:22.0,D. Motiejunas enters the game for K. Papanikolaou,,106-102,,
1:22.0,,,106-103,1,M. Morris makes free throw 1 of 1
1:04.0,P. Beverley makes 2-pt shot from 7 ft,2,108-103,,
0:54.0,,,108-106,3,I. Thomas makes 3-pt shot from 23 ft (assist by M. Morris)
0:31.0,Shooting foul by E. Bledsoe (drawn by J. Harden),,108-106,,
0:31.0,J. Harden misses free throw 1 of 2,,108-106,,
0:31.0,Offensive rebound by Team,,108-106,,
0:31.0,,,108-106,,A. Len enters the game for I. Thomas
0:31.0,J. Harden makes free throw 2 of 2,1,109-106,,
0:31.0,,,109-106,,Phoenix full timeout
0:31.0,J. Dorsey enters the game for D. Motiejunas,,109-106,,
0:31.0,,,109-106,,I. Thomas enters the game for A. Len
0:28.0,,,109-106,,E. Bledsoe misses 2-pt shot from 1 ft
0:27.0,,,109-106,,Offensive rebound by M. Morris
0:27.0,,,109-108,2,M. Morris makes 2-pt shot from 1 ft
0:27.0,Houston full timeout,,109-108,,
0:27.0,J. Terry enters the game for J. Dorsey,,109-108,,
0:26.0,,,109-108,,Personal foul by P. Tucker (drawn by J. Harden)
0:26.0,J. Harden makes free throw 1 of 2,1,110-108,,
0:26.0,J. Dorsey enters the game for J. Terry,,110-108,,
0:26.0,J. Harden makes free throw 2 of 2,1,111-108,,
0:17.0,,,111-110,2,M. Morris makes 2-pt shot from 1 ft
0:17.0,,,111-110,,Shooting foul by J. Dorsey (drawn by M. Morris)
0:17.0,D. Motiejunas enters the game for J. Dorsey,,111-110,,
0:17.0,,,111-111,1,M. Morris makes free throw 1 of 1
0:17.0,Houston full timeout,,111-111,,
0:17.0,J. Terry enters the game for C. Brewer,,111-111,,
0:00.0,J. Harden makes 2-pt shot from 20 ft,2,113-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
