time,Charlotte,pts.away,score,pts.home,Orlando
2:28.0,,,89-79,,Defensive rebound by N. Vucevic
2:19.0,,,89-79,,B. Gordon misses 3-pt shot from 25 ft
2:18.0,Defensive rebound by G. Henderson,,89-79,,
2:01.0,G. Henderson makes 2-pt shot at rim (assist by A. Jefferson),2,91-79,,
1:54.0,,,91-79,,Turnover by W. Green (bad pass; steal by M. Williams)
1:36.0,M. Williams makes 3-pt shot from 28 ft,3,94-79,,
1:29.0,,,94-79,,W. Green misses 2-pt shot from 11 ft
1:28.0,Defensive rebound by M. Williams,,94-79,,
1:11.0,A. Jefferson misses 2-pt shot from 20 ft,,94-79,,
1:10.0,,,94-79,,Defensive rebound by B. Gordon
1:05.0,,,94-79,,Turnover by B. Gordon (bad pass)
0:48.0,A. Jefferson makes 2-pt shot from 2 ft,2,96-79,,
0:40.0,,,96-81,2,N. Vucevic makes 2-pt shot from 8 ft (assist by W. Green)
0:20.0,A. Jefferson makes 2-pt shot from 14 ft,2,98-81,,
0:14.0,,,98-83,2,W. Green makes 2-pt shot from 2 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
