time,Phoenix,pts.away,score,pts.home,San Antonio
1:57.0,,,82-85,,Personal foul by C. Joseph (drawn by G. Dragic)
1:57.0,Technical foul by P. Tucker,,82-85,,
1:57.0,Technical foul by M. Morris,,82-85,,
1:57.0,,,82-86,1,P. Mills makes technical free throw
1:57.0,,,82-87,1,P. Mills makes technical free throw
1:57.0,I. Thomas enters the game for P. Tucker,,82-87,,
1:57.0,M. Morris enters the game for M. Morris,,82-87,,
1:54.0,,,82-87,,Shooting block foul by T. Splitter (drawn by I. Thomas)
1:54.0,I. Thomas makes free throw 1 of 2,1,83-87,,
1:54.0,I. Thomas makes free throw 2 of 2,1,84-87,,
1:41.0,,,84-90,3,P. Mills makes 3-pt shot from 25 ft (assist by M. Bonner)
1:34.0,E. Bledsoe makes 3-pt shot from 24 ft (assist by G. Dragic),3,87-90,,
1:15.0,,,87-90,,Shooting foul by A. Len (drawn by C. Joseph)
1:15.0,,,87-90,,C. Joseph misses free throw 1 of 2
1:15.0,,,87-90,,Offensive rebound by Team
1:15.0,,,87-90,,B. Diaw enters the game for M. Bonner
1:15.0,,,87-90,,C. Joseph misses free throw 2 of 2
1:13.0,Defensive rebound by A. Len,,87-90,,
1:05.0,,,87-90,,Shooting block foul by P. Mills (drawn by G. Dragic)
1:05.0,G. Dragic makes free throw 1 of 2,1,88-90,,
1:05.0,,,88-90,,M. Belinelli enters the game for B. Diaw
1:05.0,G. Dragic makes free throw 2 of 2,1,89-90,,
0:47.0,,,89-93,3,P. Mills makes 3-pt shot from 22 ft (assist by M. Belinelli)
0:43.0,,,89-93,,Personal foul by D. Green (drawn by E. Bledsoe)
0:43.0,E. Bledsoe misses free throw 1 of 2,,89-93,,
0:43.0,Offensive rebound by Team,,89-93,,
0:43.0,E. Bledsoe makes free throw 2 of 2,1,90-93,,
0:27.0,Personal foul by I. Thomas (drawn by C. Joseph),,90-93,,
0:27.0,,,90-94,1,C. Joseph makes free throw 1 of 2
0:27.0,,,90-94,,C. Joseph misses free throw 2 of 2
0:27.0,Defensive rebound by M. Morris,,90-94,,
0:27.0,Phoenix full timeout,,90-94,,
0:16.0,,,90-94,,Shooting block foul by T. Splitter (drawn by I. Thomas)
0:16.0,I. Thomas makes free throw 1 of 2,1,91-94,,
0:16.0,,,91-94,,T. Duncan enters the game for D. Green
0:16.0,I. Thomas makes free throw 2 of 2,1,92-94,,
0:16.0,,,92-94,,San Antonio full timeout
0:16.0,,,92-94,,B. Diaw enters the game for T. Splitter
0:16.0,,,92-94,,D. Green enters the game for M. Belinelli
0:16.0,,,92-94,,San Antonio full timeout
0:14.0,Personal foul by A. Len (drawn by D. Green),,92-94,,
0:14.0,,,92-95,1,D. Green makes free throw 1 of 2
0:14.0,,,92-95,,M. Belinelli enters the game for T. Duncan
0:14.0,,,92-96,1,D. Green makes free throw 2 of 2
0:14.0,Phoenix full timeout,,92-96,,
0:10.0,,,92-96,,Personal foul by B. Diaw (drawn by E. Bledsoe)
0:10.0,E. Bledsoe misses free throw 1 of 2,,92-96,,
0:10.0,Offensive rebound by Team,,92-96,,
0:10.0,,,92-96,,T. Duncan enters the game for C. Joseph
0:10.0,E. Bledsoe makes free throw 2 of 2,1,93-96,,
0:04.0,Personal foul by E. Bledsoe (drawn by D. Green),,93-96,,
0:04.0,,,93-97,1,D. Green makes free throw 1 of 2
0:04.0,,,93-97,,C. Joseph enters the game for T. Duncan
0:04.0,,,93-98,1,D. Green makes free throw 2 of 2
0:02.0,G. Dragic makes 2-pt shot from 2 ft (assist by E. Bledsoe),2,95-98,,
0:01.0,Personal take foul by M. Morris (drawn by C. Joseph),,95-98,,
0:01.0,,,95-99,1,C. Joseph makes free throw 1 of 2
0:01.0,,,95-100,1,C. Joseph makes free throw 2 of 2
0:01.0,I. Thomas misses 3-pt shot from 51 ft,,95-100,,
0:01.0,Offensive rebound by Team,,95-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
