time,San Antonio,pts.away,score,pts.home,LA Clippers
6:52.0,Personal take foul by T. Splitter (drawn by D. Jordan),,99-101,,
6:52.0,,,99-102,1,D. Jordan makes free throw 1 of 2
6:52.0,A. Baynes enters the game for T. Splitter,,99-102,,
6:52.0,,,99-102,,D. Jordan misses free throw 2 of 2
6:51.0,Defensive rebound by Team,,99-102,,
6:51.0,,,99-102,,Violation by S. Hawes (kicked ball)
6:31.0,T. Parker misses 2-pt shot from 16 ft,,99-102,,
6:30.0,,,99-102,,Defensive rebound by D. Jordan
6:27.0,,,99-102,,Shooting foul by D. Green (drawn by M. Barnes)
6:27.0,,,99-103,1,M. Barnes makes free throw 1 of 2
6:27.0,M. Belinelli enters the game for K. Leonard,,99-103,,
6:27.0,,,99-103,,M. Barnes misses free throw 2 of 2
6:25.0,,,99-103,,Offensive rebound by D. Jordan
6:24.0,,,99-103,,D. Jordan misses 2-pt shot from 3 ft
6:23.0,Defensive rebound by T. Duncan,,99-103,,
6:10.0,T. Parker makes 2-pt shot from 2 ft,2,101-103,,
6:03.0,Personal take foul by A. Baynes (drawn by D. Jordan),,101-103,,
6:03.0,,,101-103,,D. Jordan misses free throw 1 of 2
6:03.0,,,101-103,,Offensive rebound by Team
6:03.0,,,101-103,,J. Redick enters the game for M. Barnes
6:03.0,,,101-103,,G. Davis enters the game for S. Hawes
6:03.0,,,101-103,,D. Jordan misses free throw 2 of 2
6:03.0,Defensive rebound by Team,,101-103,,
5:49.0,D. Green misses 3-pt shot from 23 ft,,101-103,,
5:48.0,,,101-103,,Defensive rebound by D. Jordan
5:46.0,Personal take foul by T. Parker (drawn by D. Jordan),,101-103,,
5:46.0,,,101-103,,LA Clippers full timeout
5:46.0,,,101-103,,D. Jordan misses free throw 1 of 2
5:46.0,,,101-103,,Offensive rebound by Team
5:46.0,,,101-104,1,D. Jordan makes free throw 2 of 2
5:26.0,M. Belinelli misses 2-pt shot from 21 ft,,101-104,,
5:26.0,,,101-104,,Defensive rebound by Team
5:24.0,Personal take foul by A. Baynes (drawn by D. Jordan),,101-104,,
5:24.0,,,101-104,,D. Jordan misses free throw 1 of 2
5:24.0,,,101-104,,Offensive rebound by Team
5:24.0,,,101-104,,D. Jordan misses free throw 2 of 2
5:23.0,Defensive rebound by M. Belinelli,,101-104,,
4:57.0,T. Parker misses 2-pt shot from 19 ft,,101-104,,
4:56.0,,,101-104,,Defensive rebound by G. Davis
4:53.0,Personal foul by A. Baynes (drawn by D. Jordan),,101-104,,
4:53.0,,,101-104,,D. Jordan misses free throw 1 of 2
4:53.0,,,101-104,,Offensive rebound by Team
4:53.0,M. Bonner enters the game for A. Baynes,,101-104,,
4:53.0,,,101-105,1,D. Jordan makes free throw 2 of 2
4:34.0,M. Belinelli misses 3-pt shot from 26 ft,,101-105,,
4:33.0,Offensive rebound by D. Green,,101-105,,
4:26.0,,,101-105,,Personal foul by C. Paul (drawn by T. Duncan)
4:26.0,,,101-105,,M. Barnes enters the game for D. Jordan
4:26.0,M. Ginobili enters the game for M. Bonner,,101-105,,
4:17.0,M. Belinelli misses 3-pt shot from 23 ft,,101-105,,
4:16.0,,,101-105,,Defensive rebound by G. Davis
3:59.0,,,101-105,,G. Davis misses 2-pt shot from 5 ft
3:58.0,Defensive rebound by T. Duncan,,101-105,,
3:53.0,D. Green makes 2-pt shot from 2 ft,2,103-105,,
3:29.0,,,103-105,,Violation by G. Davis (kicked ball)
3:25.0,Turnover by M. Ginobili (bad pass; steal by J. Crawford),,103-105,,
3:09.0,,,103-105,,Shooting foul by T. Parker (drawn by J. Crawford)
3:09.0,,,103-106,1,J. Crawford makes free throw 1 of 3
3:09.0,,,103-107,1,J. Crawford makes free throw 2 of 3
3:09.0,,,103-108,1,J. Crawford makes free throw 3 of 3
2:57.0,D. Green misses 3-pt shot from 27 ft,,103-108,,
2:56.0,,,103-108,,Defensive rebound by C. Paul
2:48.0,,,103-108,,C. Paul misses 2-pt shot from 12 ft
2:44.0,Defensive rebound by D. Green,,103-108,,
2:35.0,T. Duncan makes 2-pt shot from 3 ft (assist by T. Parker),2,105-108,,
2:17.0,,,105-110,2,J. Crawford makes 2-pt shot from 16 ft
2:15.0,San Antonio full timeout,,105-110,,
2:15.0,,,105-110,,D. Jordan enters the game for G. Davis
1:57.0,T. Duncan makes 2-pt shot from 3 ft (assist by M. Ginobili),2,107-110,,
1:44.0,,,107-110,,Turnover by J. Crawford (lost ball; steal by T. Duncan)
1:32.0,T. Duncan makes 2-pt shot at rim (assist by M. Ginobili),2,109-110,,
1:11.0,,,109-112,2,C. Paul makes 2-pt shot from 8 ft
0:55.0,D. Green makes 2-pt shot from 2 ft (assist by M. Belinelli),2,111-112,,
0:33.0,,,111-115,3,J. Crawford makes 3-pt shot from 23 ft (assist by C. Paul)
0:33.0,San Antonio full timeout,,111-115,,
0:33.0,B. Diaw enters the game for D. Green,,111-115,,
0:31.0,M. Belinelli makes 3-pt shot from 26 ft (assist by B. Diaw),3,114-115,,
0:08.0,,,114-117,2,C. Paul makes 2-pt shot from 16 ft
0:08.0,San Antonio full timeout,,114-117,,
0:08.0,D. Green enters the game for T. Parker,,114-117,,
0:07.0,,,114-117,,Personal take foul by M. Barnes (drawn by M. Ginobili)
0:07.0,M. Ginobili makes free throw 1 of 2,1,115-117,,
0:07.0,M. Ginobili misses free throw 2 of 2,,115-117,,
0:06.0,,,115-117,,Defensive rebound by J. Redick
0:06.0,Personal take foul by M. Ginobili (drawn by J. Redick),,115-117,,
0:06.0,,,115-118,1,J. Redick makes free throw 1 of 2
0:06.0,M. Bonner enters the game for B. Diaw,,115-118,,
0:06.0,,,115-119,1,J. Redick makes free throw 2 of 2
0:01.0,Turnover by M. Ginobili (bad pass),,115-119,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
