time,Orlando,pts.away,score,pts.home,Milwaukee
1:30.0,,,91-91,,Defensive rebound by G. Antetokounmpo
1:19.0,,,91-91,,Shooting foul by E. Payton (drawn by M. Carter-Williams)
1:19.0,,,91-92,1,M. Carter-Williams makes free throw 1 of 2
1:19.0,,,91-93,1,M. Carter-Williams makes free throw 2 of 2
1:06.0,T. Harris misses 2-pt shot from 1 ft,,91-93,,
1:05.0,,,91-93,,Defensive rebound by Team
0:44.0,,,91-93,,K. Middleton misses 2-pt shot from 15 ft
0:43.0,,,91-93,,Offensive rebound by Z. Pachulia
0:20.0,,,91-95,2,G. Antetokounmpo makes 2-pt shot at rim (assist by Z. Pachulia)
0:20.0,Orlando full timeout,,91-95,,
0:17.0,T. Harris misses 3-pt shot from 23 ft,,91-95,,
0:16.0,,,91-95,,Defensive rebound by K. Middleton
0:16.0,Personal take foul by C. Frye (drawn by K. Middleton),,91-95,,
0:16.0,,,91-96,1,K. Middleton makes free throw 1 of 2
0:16.0,,,91-97,1,K. Middleton makes free throw 2 of 2
0:04.0,E. Payton misses 3-pt shot from 26 ft,,91-97,,
0:03.0,,,91-97,,Defensive rebound by G. Antetokounmpo
0:00.0,End of 4th quarter,,,,End of 4th quarter
