time,Memphis,pts.away,score,pts.home,Dallas
4:19.0,,,97-86,,Shooting foul by C. Lee (drawn by D. Nowitzki)
4:19.0,,,97-87,1,D. Nowitzki makes free throw 1 of 2
4:19.0,,,97-88,1,D. Nowitzki makes free throw 2 of 2
4:01.0,Z. Randolph makes 2-pt shot from 2 ft,2,99-88,,
3:48.0,,,99-90,2,C. Parsons makes 2-pt shot at rim
3:32.0,J. Green makes 3-pt shot from 24 ft,3,102-90,,
3:32.0,,,102-90,,Dallas full timeout
3:14.0,,,102-90,,D. Nowitzki misses 2-pt shot from 11 ft
3:11.0,Defensive rebound by C. Lee,,102-90,,
2:57.0,M. Conley makes 2-pt shot from 2 ft,2,104-90,,
2:45.0,,,104-90,,D. Nowitzki misses 2-pt shot from 3 ft (block by J. Green)
2:43.0,Defensive rebound by T. Allen,,104-90,,
2:40.0,,,104-90,,Personal take foul by D. Harris (drawn by T. Allen)
2:40.0,T. Allen makes free throw 1 of 2,1,105-90,,
2:40.0,T. Allen misses free throw 2 of 2,,105-90,,
2:39.0,,,105-90,,Defensive rebound by T. Chandler
2:36.0,,,105-90,,Turnover by T. Chandler (bad pass; steal by J. Green)
2:28.0,,,105-90,,Personal take foul by D. Nowitzki (drawn by T. Allen)
2:28.0,T. Allen makes free throw 1 of 2,1,106-90,,
2:28.0,,,106-90,,R. Rondo enters the game for T. Chandler
2:28.0,T. Allen misses free throw 2 of 2,,106-90,,
2:27.0,,,106-90,,Defensive rebound by D. Nowitzki
2:20.0,,,106-92,2,C. Parsons makes 2-pt shot from 1 ft
2:12.0,,,106-92,,Personal take foul by C. Parsons (drawn by T. Allen)
2:12.0,T. Allen misses free throw 1 of 2,,106-92,,
2:12.0,Offensive rebound by Team,,106-92,,
2:12.0,T. Allen makes free throw 2 of 2,1,107-92,,
2:08.0,Personal take foul by T. Allen (drawn by R. Rondo),,107-92,,
2:08.0,,,107-93,1,R. Rondo makes free throw 1 of 2
2:08.0,M. Gasol enters the game for T. Allen,,107-93,,
2:08.0,,,107-94,1,R. Rondo makes free throw 2 of 2
1:56.0,J. Green makes 2-pt shot at rim (assist by M. Gasol),2,109-94,,
1:56.0,Shooting foul by D. Nowitzki (drawn by J. Green),,109-94,,
1:56.0,,,109-94,,A. Aminu enters the game for D. Nowitzki
1:56.0,B. Udrih enters the game for Z. Randolph,,109-94,,
1:56.0,,,109-94,,J. Barea enters the game for M. Ellis
1:56.0,J. Green makes free throw 1 of 1,1,110-94,,
1:49.0,,,110-94,,R. Rondo misses 3-pt shot from 24 ft
1:48.0,,,110-94,,Offensive rebound by Team
1:44.0,Shooting block foul by M. Gasol (drawn by C. Parsons),,110-94,,
1:44.0,Z. Randolph enters the game for M. Gasol,,110-94,,
1:44.0,,,110-95,1,C. Parsons makes free throw 1 of 2
1:44.0,,,110-95,,C. Parsons misses free throw 2 of 2
1:43.0,,,110-95,,Offensive rebound by C. Parsons
1:42.0,,,110-97,2,R. Rondo makes 2-pt shot from 1 ft (assist by C. Parsons)
1:35.0,Turnover by B. Udrih (bad pass),,110-97,,
1:25.0,,,110-97,,C. Parsons misses 3-pt shot from 25 ft
1:24.0,Defensive rebound by C. Lee,,110-97,,
1:23.0,,,110-97,,Personal foul by A. Aminu (drawn by C. Lee)
1:23.0,C. Lee misses free throw 1 of 2,,110-97,,
1:23.0,Offensive rebound by Team,,110-97,,
1:23.0,T. Allen enters the game for Z. Randolph,,110-97,,
1:23.0,,,110-97,,C. Villanueva enters the game for C. Parsons
1:23.0,C. Lee misses free throw 2 of 2,,110-97,,
1:21.0,,,110-97,,Defensive rebound by A. Aminu
1:13.0,,,110-97,,C. Villanueva misses 3-pt shot from 25 ft
1:12.0,Defensive rebound by C. Lee,,110-97,,
1:12.0,,,110-97,,Loose ball foul by A. Aminu (drawn by C. Lee)
1:12.0,C. Lee makes free throw 1 of 2,1,111-97,,
1:12.0,,,111-97,,B. James enters the game for A. Aminu
1:12.0,,,111-97,,R. Felton enters the game for R. Rondo
1:12.0,C. Lee makes free throw 2 of 2,1,112-97,,
1:05.0,,,112-97,,J. Barea misses 3-pt shot from 24 ft
1:03.0,Defensive rebound by T. Allen,,112-97,,
0:53.0,Memphis full timeout,,112-97,,
0:53.0,,,112-97,,R. Rondo enters the game for D. Harris
0:53.0,J. Green enters the game for T. Allen,,112-97,,
0:53.0,J. Adams enters the game for M. Conley,,112-97,,
0:41.0,C. Lee misses 2-pt shot from 21 ft,,112-97,,
0:39.0,,,112-97,,Defensive rebound by C. Villanueva
0:32.0,,,112-99,2,R. Felton makes 2-pt shot at rim
0:07.0,Turnover by Team (shot clock),,112-99,,
0:03.0,,,112-101,2,C. Villanueva makes 2-pt shot from 1 ft (assist by R. Rondo)
0:00.0,End of 4th quarter,,,,End of 4th quarter
