time,Indiana,pts.away,score,pts.home,Washington
3:24.0,,,91-94,,Defensive rebound by M. Webster
3:05.0,,,91-94,,Turnover by M. Webster (bad pass; steal by G. Hill)
3:01.0,G. Hill makes 2-pt shot from 1 ft,2,93-94,,
2:53.0,,,93-94,,Washington full timeout
2:53.0,,,93-94,,P. Pierce enters the game for M. Webster
2:43.0,,,93-94,,Turnover by R. Butler (bad pass; steal by C. Miles)
2:28.0,G. Hill makes 2-pt shot from 1 ft (assist by L. Allen),2,95-94,,
2:09.0,,,95-94,,M. Gortat misses 2-pt shot from 19 ft
2:08.0,Defensive rebound by S. Hill,,95-94,,
1:46.0,G. Hill makes 2-pt shot from 19 ft,2,97-94,,
1:42.0,,,97-94,,Shooting foul by L. Allen (drawn by J. Wall)
1:42.0,,,97-95,1,J. Wall makes free throw 1 of 2
1:42.0,,,97-96,1,J. Wall makes free throw 2 of 2
1:28.0,G. Hill misses 3-pt shot from 23 ft,,97-96,,
1:27.0,,,97-96,,Defensive rebound by R. Butler
1:16.0,,,97-96,,N. Hilario misses 2-pt shot from 19 ft
1:15.0,Defensive rebound by G. Hill,,97-96,,
0:58.0,D. West makes 2-pt shot from 5 ft (assist by G. Hill),2,99-96,,
0:54.0,,,99-96,,Washington full timeout
0:46.0,,,99-96,,R. Butler misses 3-pt shot from 24 ft
0:44.0,Defensive rebound by L. Allen,,99-96,,
0:25.0,G. Hill misses 2-pt shot from 2 ft (block by M. Gortat),,99-96,,
0:23.0,,,99-96,,Defensive rebound by M. Gortat
0:20.0,,,99-96,,Shooting foul by D. West (drawn by R. Butler)
0:20.0,,,99-97,1,R. Butler makes free throw 1 of 2
0:20.0,,,99-97,,R. Sessions enters the game for J. Wall
0:20.0,,,99-97,,M. Webster enters the game for P. Pierce
0:20.0,,,99-98,1,R. Butler makes free throw 2 of 2
0:20.0,Indiana full timeout,,99-98,,
0:20.0,,,99-98,,O. Porter enters the game for M. Gortat
0:20.0,L. Scola enters the game for S. Hill,,99-98,,
0:20.0,C. Watson enters the game for L. Allen,,99-98,,
0:20.0,Indiana full timeout,,99-98,,
0:19.0,,,99-98,,Personal take foul by R. Butler (drawn by C. Miles)
0:19.0,C. Miles makes free throw 1 of 2,1,100-98,,
0:19.0,,,100-98,,M. Gortat enters the game for O. Porter
0:19.0,S. Hill enters the game for C. Watson,,100-98,,
0:19.0,C. Miles makes free throw 2 of 2,1,101-98,,
0:19.0,,,101-98,,Washington full timeout
0:19.0,L. Allen enters the game for L. Scola,,101-98,,
0:19.0,,,101-98,,J. Wall enters the game for N. Hilario
0:19.0,,,101-98,,P. Pierce enters the game for R. Sessions
0:12.0,,,101-101,3,J. Wall makes 3-pt shot from 27 ft
0:11.0,Indiana full timeout,,101-101,,
0:11.0,,,101-101,,N. Hilario enters the game for P. Pierce
0:11.0,C. Watson enters the game for S. Hill,,101-101,,
0:11.0,D. Rudez enters the game for L. Allen,,101-101,,
0:11.0,,,101-101,,O. Porter enters the game for M. Gortat
0:03.0,G. Hill makes 2-pt shot at rim,2,103-101,,
0:01.0,,,103-101,,R. Butler misses 3-pt shot from 38 ft
0:00.0,,,103-101,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
