time,Brooklyn,pts.away,score,pts.home,Boston
4:54.0,K. Garnett enters the game for M. Teletovic,,94-110,,
4:54.0,,,94-110,,R. Rondo misses free throw 2 of 2
4:53.0,Defensive rebound by J. Johnson,,94-110,,
4:41.0,D. Williams misses 3-pt shot from 23 ft,,94-110,,
4:41.0,,,94-110,,Defensive rebound by Team
4:41.0,,,94-110,,E. Turner enters the game for R. Rondo
4:21.0,,,94-112,2,A. Bradley makes 2-pt shot at rim
3:59.0,J. Johnson makes 3-pt shot from 23 ft (assist by K. Garnett),3,97-112,,
3:46.0,,,97-112,,Offensive foul by E. Turner
3:46.0,,,97-112,,Turnover by E. Turner (offensive foul)
3:46.0,Technical foul by K. Garnett,,97-112,,
3:46.0,,,97-113,1,J. Green makes technical free throw
3:36.0,,,97-113,,Personal foul by J. Green (drawn by J. Johnson)
3:36.0,J. Johnson makes free throw 1 of 2,1,98-113,,
3:36.0,Turnover by K. Garnett (lane violation.),,98-113,,
3:23.0,,,98-115,2,A. Bradley makes 2-pt shot from 22 ft (assist by M. Smart)
3:02.0,J. Johnson misses 2-pt shot from 4 ft,,98-115,,
3:01.0,,,98-115,,Defensive rebound by J. Green
2:52.0,,,98-115,,Shooting foul by J. Johnson (drawn by J. Green)
2:52.0,Brooklyn full timeout,,98-115,,
2:52.0,S. Karasev enters the game for J. Johnson,,98-115,,
2:52.0,B. Bogdanovic enters the game for K. Garnett,,98-115,,
2:52.0,C. Jefferson enters the game for D. Williams,,98-115,,
2:52.0,,,98-116,1,J. Green makes free throw 1 of 2
2:52.0,,,98-117,1,J. Green makes free throw 2 of 2
2:34.0,J. Jack misses 2-pt shot from 19 ft,,98-117,,
2:34.0,,,98-117,,Defensive rebound by E. Turner
2:24.0,,,98-117,,E. Turner misses 2-pt shot from 11 ft
2:22.0,Defensive rebound by A. Anderson,,98-117,,
2:20.0,,,98-117,,Violation by M. Smart (kicked ball)
2:10.0,A. Anderson misses 3-pt shot from 23 ft,,98-117,,
2:10.0,Offensive rebound by Team,,98-117,,
2:10.0,,,98-117,,Loose ball foul by K. Olynyk (drawn by C. Jefferson)
2:10.0,C. Jefferson makes free throw 1 of 2,1,99-117,,
2:10.0,C. Jefferson makes free throw 2 of 2,1,100-117,,
2:00.0,,,100-117,,J. Green misses 2-pt shot from 2 ft (block by A. Anderson)
1:59.0,Defensive rebound by S. Karasev,,100-117,,
1:57.0,Turnover by S. Karasev (bad pass),,100-117,,
1:35.0,,,100-117,,M. Smart misses 3-pt shot from 25 ft
1:34.0,Defensive rebound by S. Karasev,,100-117,,
1:19.0,Turnover by B. Bogdanovic (lost ball; steal by E. Turner),,100-117,,
1:15.0,,,100-119,2,A. Bradley makes 2-pt shot at rim (assist by E. Turner)
1:13.0,,,100-119,,Personal foul by A. Bradley (drawn by J. Jack)
1:13.0,J. Jack misses free throw 1 of 2,,100-119,,
1:13.0,Offensive rebound by Team,,100-119,,
1:13.0,J. Jack makes free throw 2 of 2,1,101-119,,
0:53.0,,,101-121,2,K. Olynyk makes 2-pt shot at rim
0:40.0,C. Jefferson makes 2-pt shot at rim (assist by J. Jack),2,103-121,,
0:19.0,,,103-121,,E. Turner misses 2-pt shot at rim
0:17.0,Defensive rebound by S. Karasev,,103-121,,
0:12.0,J. Jack makes 2-pt shot at rim,2,105-121,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
