time,Portland,pts.away,score,pts.home,Phoenix
2:02.0,L. Aldridge makes 2-pt shot from 16 ft,2,81-76,,
1:44.0,,,81-76,,E. Bledsoe misses 2-pt shot from 2 ft
1:42.0,Defensive rebound by R. Lopez,,81-76,,
1:25.0,L. Aldridge makes 2-pt shot from 17 ft,2,83-76,,
1:25.0,,,83-76,,Phoenix full timeout
1:20.0,,,83-76,,E. Bledsoe misses 2-pt shot from 8 ft
1:16.0,Defensive rebound by D. Lillard,,83-76,,
1:04.0,L. Aldridge makes 2-pt shot from 18 ft (assist by D. Lillard),2,85-76,,
0:58.0,,,85-76,,M. Morris misses 3-pt shot from 24 ft
0:56.0,Defensive rebound by N. Batum,,85-76,,
0:50.0,,,85-76,,Personal block foul by M. Morris (drawn by D. Lillard)
0:31.0,N. Batum misses 2-pt shot from 2 ft,,85-76,,
0:29.0,,,85-76,,Defensive rebound by A. Len
0:24.0,,,85-78,2,P. Tucker makes 2-pt shot from 1 ft
0:20.0,,,85-78,,Personal take foul by M. Morris (drawn by N. Batum)
0:20.0,N. Batum makes free throw 1 of 2,1,86-78,,
0:20.0,J. Freeland enters the game for L. Aldridge,,86-78,,
0:20.0,C. McCollum enters the game for D. Lillard,,86-78,,
0:20.0,N. Batum makes free throw 2 of 2,1,87-78,,
0:20.0,,,87-78,,Phoenix full timeout
0:20.0,D. Wright enters the game for N. Batum,,87-78,,
0:20.0,S. Blake enters the game for R. Lopez,,87-78,,
0:16.0,,,87-81,3,M. Morris makes 3-pt shot from 24 ft
0:07.0,,,87-81,,Personal take foul by A. Len (drawn by C. McCollum)
0:07.0,C. McCollum misses free throw 1 of 2,,87-81,,
0:07.0,Offensive rebound by Team,,87-81,,
0:07.0,C. McCollum misses free throw 2 of 2,,87-81,,
0:06.0,Offensive rebound by C. McCollum,,87-81,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
