time,Oklahoma City,pts.away,score,pts.home,Utah
6:31.0,,,73-82,,T. Burke misses 2-pt shot from 3 ft (block by S. Adams)
6:29.0,,,73-82,,Offensive rebound by T. Burke
6:24.0,,,73-82,,G. Hayward misses 2-pt shot from 6 ft
6:23.0,Defensive rebound by S. Adams,,73-82,,
6:18.0,R. Westbrook makes 2-pt shot from 1 ft (assist by S. Adams),2,75-82,,
6:01.0,,,75-82,,T. Booker misses 2-pt shot at rim
6:01.0,Defensive rebound by Team,,75-82,,
5:50.0,,,75-82,,Personal foul by T. Burke (drawn by R. Westbrook)
5:50.0,Official timeout,,75-82,,
5:50.0,,,75-82,,R. Gobert enters the game for J. Evans
5:42.0,R. Westbrook misses 2-pt shot from 13 ft,,75-82,,
5:39.0,,,75-82,,Defensive rebound by T. Burke
5:30.0,Personal foul by A. Morrow (drawn by G. Hayward),,75-82,,
5:19.0,,,75-84,2,T. Booker makes 2-pt shot from 9 ft (assist by T. Burke)
5:04.0,R. Westbrook makes 2-pt shot at rim,2,77-84,,
4:45.0,,,77-84,,Offensive foul by G. Hayward
4:45.0,,,77-84,,Turnover by G. Hayward (offensive foul)
4:45.0,,,77-84,,Violation by Team (delay of game)
4:33.0,R. Westbrook makes 2-pt shot from 11 ft,2,79-84,,
4:22.0,,,79-84,,Shooting foul by E. Kanter (drawn by G. Hayward)
4:22.0,,,79-85,1,G. Hayward makes free throw 1 of 2
4:22.0,,,79-86,1,G. Hayward makes free throw 2 of 2
4:06.0,Shooting foul by T. Booker (drawn by R. Westbrook),,79-86,,
4:06.0,R. Westbrook misses free throw 1 of 2,,79-86,,
4:06.0,Offensive rebound by Team,,79-86,,
4:06.0,R. Westbrook makes free throw 2 of 2,1,80-86,,
3:51.0,,,80-86,,R. Hood misses 2-pt shot from 5 ft
3:50.0,Defensive rebound by S. Adams,,80-86,,
3:38.0,D. Augustin misses 3-pt shot from 23 ft,,80-86,,
3:34.0,Offensive rebound by R. Westbrook,,80-86,,
3:31.0,R. Westbrook misses 2-pt shot from 1 ft,,80-86,,
3:26.0,,,80-86,,Defensive rebound by G. Hayward
3:15.0,,,80-86,,R. Gobert misses 2-pt shot at rim (block by E. Kanter)
3:14.0,Defensive rebound by A. Morrow,,80-86,,
3:12.0,Shooting foul by T. Booker (drawn by R. Westbrook),,80-86,,
3:12.0,R. Westbrook makes free throw 1 of 2,1,81-86,,
3:12.0,,,81-86,,C. Johnson enters the game for R. Hood
3:12.0,R. Westbrook misses free throw 2 of 2,,81-86,,
3:10.0,,,81-86,,Defensive rebound by C. Johnson
3:04.0,,,81-89,3,C. Johnson makes 3-pt shot from 24 ft (assist by T. Burke)
3:01.0,Turnover by E. Kanter (inbound),,81-89,,
3:01.0,,,81-89,,Utah full timeout
2:44.0,,,81-89,,T. Burke misses 2-pt shot from 22 ft
2:42.0,,,81-89,,Offensive rebound by R. Gobert
2:24.0,,,81-89,,T. Burke misses 3-pt shot from 25 ft
2:23.0,Defensive rebound by R. Westbrook,,81-89,,
2:22.0,,,81-89,,Personal foul by T. Burke (drawn by R. Westbrook)
2:22.0,R. Westbrook makes free throw 1 of 2,1,82-89,,
2:22.0,R. Westbrook makes free throw 2 of 2,1,83-89,,
2:01.0,,,83-91,2,T. Burke makes 2-pt shot from 7 ft
1:48.0,Shooting foul by T. Booker (drawn by S. Adams),,83-91,,
1:48.0,S. Adams misses free throw 1 of 2,,83-91,,
1:48.0,Offensive rebound by Team,,83-91,,
1:48.0,S. Adams misses free throw 2 of 2,,83-91,,
1:47.0,Offensive rebound by Team,,83-91,,
1:47.0,,,83-91,,Personal foul by G. Hayward (drawn by R. Westbrook)
1:47.0,R. Westbrook makes free throw 1 of 2,1,84-91,,
1:47.0,K. Singler enters the game for E. Kanter,,84-91,,
1:47.0,R. Westbrook makes free throw 2 of 2,1,85-91,,
1:22.0,,,85-91,,G. Hayward misses 3-pt shot from 25 ft
1:21.0,,,85-91,,Offensive rebound by T. Booker
1:00.0,,,85-91,,G. Hayward misses 3-pt shot from 24 ft
0:59.0,Defensive rebound by Team,,85-91,,
0:59.0,,,85-91,,Personal foul by R. Gobert (drawn by S. Adams)
0:59.0,S. Adams misses free throw 1 of 2,,85-91,,
0:59.0,Offensive rebound by Team,,85-91,,
0:59.0,S. Adams makes free throw 2 of 2,1,86-91,,
0:37.0,,,86-91,,T. Burke misses 2-pt shot from 1 ft
0:36.0,Defensive rebound by R. Westbrook,,86-91,,
0:35.0,Oklahoma City full timeout,,86-91,,
0:35.0,Oklahoma City full timeout,,86-91,,
0:32.0,R. Westbrook makes 3-pt shot from 25 ft (assist by A. Morrow),3,89-91,,
0:11.0,,,89-91,,G. Hayward misses 2-pt shot from 9 ft
0:09.0,,,89-91,,Offensive rebound by R. Gobert
0:09.0,,,89-91,,Shooting foul by R. Westbrook (drawn by R. Gobert)
0:09.0,,,89-92,1,R. Gobert makes free throw 1 of 2
0:09.0,E. Kanter enters the game for K. Singler,,89-92,,
0:09.0,,,89-93,1,R. Gobert makes free throw 2 of 2
0:09.0,Oklahoma City full timeout,,89-93,,
0:09.0,K. Singler enters the game for E. Kanter,,89-93,,
0:06.0,R. Westbrook misses 3-pt shot from 24 ft,,89-93,,
0:04.0,,,89-93,,Defensive rebound by Team
0:04.0,Personal foul by R. Westbrook (drawn by T. Booker),,89-93,,
0:04.0,,,89-94,1,T. Booker makes free throw 1 of 2
0:04.0,,,89-94,,T. Booker misses free throw 2 of 2
0:03.0,Defensive rebound by S. Adams,,89-94,,
0:01.0,Turnover by S. Adams (bad pass; steal by G. Hayward),,89-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
