time,New Orleans,pts.away,score,pts.home,Denver
1:57.0,T. Evans makes free throw 2 of 2,1,90-84,,
1:50.0,,,90-84,,Shooting foul by E. Gordon (drawn by T. Lawson)
1:50.0,,,90-84,,T. Lawson misses free throw 1 of 2
1:50.0,,,90-84,,Offensive rebound by Team
1:50.0,,,90-85,1,T. Lawson makes free throw 2 of 2
1:32.0,E. Gordon misses 2-pt shot from 8 ft,,90-85,,
1:31.0,Offensive rebound by O. Asik,,90-85,,
1:30.0,,,90-85,,Personal foul by W. Chandler (drawn by O. Asik)
1:30.0,O. Asik makes free throw 1 of 2,1,91-85,,
1:30.0,O. Asik misses free throw 2 of 2,,91-85,,
1:29.0,,,91-85,,Defensive rebound by W. Barton
1:29.0,,,91-85,,Denver full timeout
1:29.0,,,91-85,,D. Gallinari enters the game for K. Faried
1:29.0,N. Cole enters the game for O. Asik,,91-85,,
1:25.0,,,91-85,,D. Gallinari misses 3-pt shot from 25 ft
1:23.0,Defensive rebound by Team,,91-85,,
1:21.0,,,91-85,,Personal take foul by W. Barton (drawn by E. Gordon)
1:21.0,E. Gordon misses free throw 1 of 2,,91-85,,
1:21.0,Offensive rebound by Team,,91-85,,
1:21.0,E. Gordon makes free throw 2 of 2,1,92-85,,
1:09.0,,,92-85,,Shooting foul by N. Cole (drawn by D. Gallinari)
1:09.0,,,92-86,1,D. Gallinari makes free throw 1 of 2
1:09.0,,,92-86,,D. Gallinari misses free throw 2 of 2
1:07.0,Defensive rebound by Team,,92-86,,
1:07.0,New Orleans full timeout,,92-86,,
1:07.0,J. Fredette enters the game for D. Cunningham,,92-86,,
1:07.0,L. Babbitt enters the game for N. Cole,,92-86,,
1:07.0,N. Cole enters the game for Q. Pondexter,,92-86,,
1:01.0,,,92-86,,Personal take foul by W. Chandler (drawn by J. Fredette)
1:01.0,J. Fredette makes free throw 1 of 2,1,93-86,,
1:01.0,D. Cunningham enters the game for L. Babbitt,,93-86,,
1:01.0,J. Fredette makes free throw 2 of 2,1,94-86,,
0:53.0,,,94-88,2,D. Gallinari makes 2-pt shot from 1 ft (assist by T. Lawson)
0:47.0,,,94-88,,Personal take foul by T. Lawson (drawn by N. Cole)
0:47.0,N. Cole misses free throw 1 of 2,,94-88,,
0:47.0,Offensive rebound by Team,,94-88,,
0:47.0,Q. Pondexter enters the game for J. Fredette,,94-88,,
0:47.0,N. Cole makes free throw 2 of 2,1,95-88,,
0:40.0,,,95-88,,R. Foye misses 3-pt shot from 26 ft
0:38.0,Defensive rebound by T. Evans,,95-88,,
0:38.0,,,95-88,,Personal take foul by T. Lawson (drawn by T. Evans)
0:38.0,T. Evans makes free throw 1 of 2,1,96-88,,
0:38.0,T. Evans makes free throw 2 of 2,1,97-88,,
0:30.0,,,97-90,2,T. Lawson makes 2-pt shot from 1 ft
0:28.0,,,97-90,,Personal take foul by W. Chandler (drawn by T. Evans)
0:28.0,T. Evans makes free throw 1 of 2,1,98-90,,
0:28.0,T. Evans makes free throw 2 of 2,1,99-90,,
0:19.0,,,99-92,2,R. Foye makes 2-pt shot from 1 ft
0:16.0,Turnover by T. Evans (bad pass; steal by R. Foye),,99-92,,
0:13.0,,,99-92,,R. Foye misses 3-pt shot from 26 ft
0:12.0,,,99-92,,Offensive rebound by W. Barton
0:09.0,,,99-92,,W. Barton misses 2-pt shot from 2 ft
0:07.0,Defensive rebound by D. Cunningham,,99-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
