time,Milwaukee,pts.away,score,pts.home,Detroit
1:30.0,,,89-93,,Turnover by K. Caldwell-Pope (lost ball; steal by J. Parker)
1:28.0,J. Parker makes 2-pt shot at rim,2,91-93,,
1:13.0,,,91-95,2,G. Monroe makes 2-pt shot at rim (assist by B. Jennings)
1:13.0,Milwaukee full timeout,,91-95,,
1:07.0,Turnover by J. Parker (bad pass),,91-95,,
0:56.0,Personal foul by Z. Pachulia (drawn by G. Monroe),,91-95,,
0:46.0,,,91-95,,K. Caldwell-Pope misses 3-pt shot from 25 ft
0:45.0,Defensive rebound by G. Antetokounmpo,,91-95,,
0:39.0,G. Antetokounmpo misses 2-pt shot at rim,,91-95,,
0:38.0,Offensive rebound by J. Parker,,91-95,,
0:38.0,J. Parker misses 2-pt shot from 2 ft,,91-95,,
0:38.0,Offensive rebound by B. Knight,,91-95,,
0:37.0,B. Knight makes 2-pt shot at rim,2,93-95,,
0:15.0,,,93-95,,K. Caldwell-Pope misses 2-pt shot at rim
0:15.0,,,93-95,,Offensive rebound by J. Smith
0:15.0,,,93-97,2,J. Smith makes 2-pt shot from 1 ft
0:15.0,Milwaukee full timeout,,93-97,,
0:09.0,Turnover by B. Knight (lost ball; steal by J. Smith),,93-97,,
0:04.0,Personal foul by B. Knight (drawn by C. Butler),,93-97,,
0:04.0,,,93-97,,C. Butler misses free throw 1 of 2
0:04.0,,,93-97,,Offensive rebound by Team
0:04.0,,,93-98,1,C. Butler makes free throw 2 of 2
0:04.0,Milwaukee full timeout,,93-98,,
0:00.0,,,93-98,,Personal foul by K. Caldwell-Pope (drawn by B. Knight)
0:00.0,B. Knight makes free throw 1 of 2,1,94-98,,
0:00.0,B. Knight makes free throw 2 of 2,1,95-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
