time,Indiana,pts.away,score,pts.home,Detroit
1:21.0,,,101-99,,J. Lucas III enters the game for R. Jackson
1:21.0,G. Hill makes free throw 1 of 2,1,102-99,,
1:21.0,G. Hill makes free throw 2 of 2,1,103-99,,
1:08.0,,,103-99,,A. Tolliver misses 3-pt shot from 24 ft
1:07.0,Defensive rebound by D. West,,103-99,,
1:01.0,Indiana full timeout,,103-99,,
0:44.0,C. Miles misses 2-pt shot from 20 ft,,103-99,,
0:42.0,,,103-99,,Defensive rebound by J. Lucas III
0:41.0,,,103-99,,Shooting foul by D. West (drawn by K. Caldwell-Pope)
0:41.0,,,103-99,,A. Drummond enters the game for A. Tolliver
0:41.0,,,103-99,,K. Caldwell-Pope misses free throw 1 of 3
0:41.0,,,103-99,,Offensive rebound by Team
0:41.0,,,103-99,,K. Caldwell-Pope misses free throw 2 of 3
0:41.0,,,103-99,,Offensive rebound by Team
0:41.0,,,103-100,1,K. Caldwell-Pope makes free throw 3 of 3
0:22.0,,,103-100,,Personal foul by J. Lucas III (drawn by G. Hill)
0:22.0,G. Hill makes free throw 1 of 2,1,104-100,,
0:22.0,P. George enters the game for R. Stuckey,,104-100,,
0:22.0,G. Hill makes free throw 2 of 2,1,105-100,,
0:22.0,,,105-100,,Detroit full timeout
0:16.0,,,105-103,3,K. Caldwell-Pope makes 3-pt shot from 26 ft (assist by J. Meeks)
0:12.0,,,105-103,,Personal foul by J. Lucas III (drawn by G. Hill)
0:12.0,G. Hill makes free throw 1 of 2,1,106-103,,
0:12.0,G. Hill makes free throw 2 of 2,1,107-103,,
0:12.0,,,107-103,,Detroit full timeout
0:09.0,,,107-103,,J. Meeks misses 3-pt shot from 26 ft
0:08.0,,,107-103,,Offensive rebound by J. Lucas III
0:05.0,,,107-103,,J. Lucas III misses 2-pt shot from 14 ft
0:04.0,,,107-103,,Offensive rebound by A. Drummond
0:03.0,,,107-103,,A. Drummond misses 2-pt shot from 2 ft
0:02.0,Defensive rebound by R. Hibbert,,107-103,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
