time,San Antonio,pts.away,score,pts.home,Phoenix
3:02.0,T. Duncan misses free throw 2 of 2,,87-88,,
3:00.0,,,87-88,,Defensive rebound by M. Morris
2:47.0,,,87-88,,I. Thomas misses 3-pt shot from 25 ft
2:46.0,Defensive rebound by T. Duncan,,87-88,,
2:23.0,M. Ginobili misses 3-pt shot from 26 ft,,87-88,,
2:21.0,,,87-88,,Defensive rebound by A. Len
2:13.0,,,87-88,,Phoenix full timeout
2:13.0,K. Leonard enters the game for D. Green,,87-88,,
2:05.0,,,87-88,,Shooting foul by B. Diaw (drawn by M. Morris)
2:05.0,,,87-89,1,M. Morris makes free throw 1 of 2
2:05.0,,,87-90,1,M. Morris makes free throw 2 of 2
1:49.0,T. Duncan misses 2-pt shot from 14 ft,,87-90,,
1:47.0,,,87-90,,Defensive rebound by A. Len
1:26.0,,,87-90,,M. Morris misses 2-pt shot from 17 ft
1:25.0,,,87-90,,Offensive rebound by A. Len
1:09.0,,,87-92,2,M. Morris makes 2-pt shot at rim (assist by A. Len)
1:00.0,Shooting foul by G. Dragic (drawn by M. Ginobili),,87-92,,
1:00.0,M. Ginobili misses free throw 1 of 3,,87-92,,
1:00.0,Offensive rebound by Team,,87-92,,
1:00.0,M. Ginobili makes free throw 2 of 3,1,88-92,,
1:00.0,M. Ginobili makes free throw 3 of 3,1,89-92,,
0:39.0,,,89-92,,E. Bledsoe misses 2-pt shot from 20 ft
0:37.0,,,89-92,,Offensive rebound by A. Len
0:36.0,,,89-92,,Phoenix full timeout
0:36.0,D. Green enters the game for K. Leonard,,89-92,,
0:20.0,,,89-92,,I. Thomas misses 2-pt shot from 10 ft
0:17.0,Defensive rebound by T. Duncan,,89-92,,
0:07.0,San Antonio full timeout,,89-92,,
0:05.0,Personal take foul by D. Green (drawn by E. Bledsoe),,89-92,,
0:05.0,,,89-93,1,E. Bledsoe makes free throw 1 of 2
0:05.0,,,89-94,1,E. Bledsoe makes free throw 2 of 2
0:01.0,D. Green misses 3-pt shot from 25 ft (block by E. Bledsoe),,89-94,,
0:00.0,Offensive rebound by Team,,89-94,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
