time,Boston,pts.away,score,pts.home,Brooklyn
4:07.0,A. Bradley makes 2-pt shot from 19 ft (assist by T. Zeller),2,101-89,,
3:50.0,,,101-89,,J. Johnson misses 2-pt shot from 18 ft
3:49.0,Defensive rebound by E. Turner,,101-89,,
3:26.0,J. Crowder misses 2-pt shot from 16 ft,,101-89,,
3:25.0,Offensive rebound by A. Bradley,,101-89,,
3:24.0,A. Bradley makes 2-pt shot at rim,2,103-89,,
3:16.0,Personal foul by A. Bradley (drawn by J. Jack),,103-89,,
3:16.0,,,103-90,1,J. Jack makes free throw 1 of 2
3:16.0,,,103-91,1,J. Jack makes free throw 2 of 2
3:02.0,T. Zeller makes 2-pt shot from 2 ft (assist by E. Turner),2,105-91,,
2:49.0,,,105-91,,T. Young misses 3-pt shot from 24 ft
2:48.0,Defensive rebound by J. Crowder,,105-91,,
2:33.0,Shooting foul by J. Jack (drawn by E. Turner),,105-91,,
2:33.0,Official timeout,,105-91,,
2:33.0,,,105-91,,B. Bogdanovic enters the game for J. Jack
2:33.0,E. Turner misses free throw 1 of 2,,105-91,,
2:33.0,Offensive rebound by Team,,105-91,,
2:33.0,E. Turner makes free throw 2 of 2,1,106-91,,
2:22.0,,,106-91,,J. Johnson misses 3-pt shot from 23 ft
2:21.0,Defensive rebound by E. Turner,,106-91,,
2:06.0,Turnover by A. Bradley (lost ball; steal by J. Johnson),,106-91,,
1:58.0,,,106-91,,D. Williams misses 3-pt shot from 24 ft
1:57.0,Defensive rebound by E. Turner,,106-91,,
1:34.0,Turnover by Team (shot clock),,106-91,,
1:34.0,,,106-91,,M. Plumlee enters the game for J. Johnson
1:34.0,,,106-91,,M. Brown enters the game for T. Young
1:34.0,,,106-91,,C. Jefferson enters the game for B. Lopez
1:34.0,,,106-91,,D. Morris enters the game for D. Williams
1:24.0,,,106-91,,Turnover by M. Plumlee (bad pass; steal by B. Bass)
1:21.0,A. Bradley makes 2-pt shot at rim (assist by J. Crowder),2,108-91,,
1:08.0,,,108-91,,B. Bogdanovic misses 3-pt shot from 25 ft
1:07.0,Defensive rebound by E. Turner,,108-91,,
0:52.0,B. Bass makes 2-pt shot at rim (assist by E. Turner),2,110-91,,
0:40.0,,,110-91,,C. Jefferson misses 2-pt shot from 7 ft
0:39.0,Defensive rebound by B. Bass,,110-91,,
0:20.0,A. Bradley misses 3-pt shot from 23 ft,,110-91,,
0:19.0,,,110-91,,Defensive rebound by C. Jefferson
0:12.0,,,110-91,,D. Morris misses 2-pt shot from 2 ft
0:11.0,Defensive rebound by T. Zeller,,110-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
