time,New York,pts.away,score,pts.home,Toronto
4:15.0,Defensive rebound by T. Hardaway,,96-108,,
4:05.0,T. Hardaway misses 3-pt shot from 25 ft,,96-108,,
4:04.0,,,96-108,,Defensive rebound by A. Johnson
3:53.0,,,96-108,,Shooting foul by J. Smith (drawn by K. Lowry)
3:53.0,,,96-109,1,K. Lowry makes free throw 1 of 2
3:53.0,,,96-109,,P. Patterson enters the game for T. Hansbrough
3:53.0,,,96-110,1,K. Lowry makes free throw 2 of 2
3:39.0,J. Smith misses 2-pt shot from 17 ft,,96-110,,
3:38.0,,,96-110,,Defensive rebound by T. Ross
3:24.0,,,96-110,,L. Williams misses 3-pt shot from 24 ft
3:23.0,Defensive rebound by J. Smith,,96-110,,
3:23.0,,,96-110,,Personal foul by A. Johnson (drawn by J. Smith)
3:23.0,New York full timeout,,96-110,,
3:23.0,,,96-110,,G. Vasquez enters the game for K. Lowry
3:23.0,J. Smith makes free throw 1 of 2,1,97-110,,
3:23.0,J. Smith makes free throw 2 of 2,1,98-110,,
3:07.0,,,98-110,,P. Patterson misses 2-pt shot from 6 ft
3:06.0,,,98-110,,Offensive rebound by P. Patterson
2:51.0,,,98-112,2,A. Johnson makes 2-pt shot from 4 ft (assist by G. Vasquez)
2:36.0,J. Smith makes 2-pt shot from 1 ft (assist by J. Calderon),2,100-112,,
2:18.0,,,100-115,3,G. Vasquez makes 3-pt shot from 24 ft (assist by P. Patterson)
2:01.0,J. Smith makes 2-pt shot from 1 ft (assist by J. Calderon),2,102-115,,
1:50.0,,,102-118,3,G. Vasquez makes 3-pt shot from 24 ft
1:47.0,,,102-118,,Personal foul by G. Vasquez (drawn by J. Calderon)
1:47.0,J. Calderon makes free throw 1 of 2,1,103-118,,
1:47.0,,,103-118,,B. Caboclo enters the game for A. Johnson
1:47.0,C. Aldrich enters the game for J. Smith,,103-118,,
1:47.0,,,103-118,,L. Nogueira enters the game for T. Ross
1:47.0,J. Calderon makes free throw 2 of 2,1,104-118,,
1:45.0,Personal foul by J. Calderon (drawn by G. Vasquez),,104-118,,
1:45.0,Q. Acy enters the game for J. Calderon,,104-118,,
1:36.0,,,104-118,,B. Caboclo misses 2-pt shot from 2 ft
1:34.0,,,104-118,,Offensive rebound by B. Caboclo
1:33.0,,,104-118,,B. Caboclo misses 2-pt shot from 3 ft
1:33.0,,,104-118,,Offensive rebound by Team
1:29.0,,,104-118,,B. Caboclo misses 2-pt shot from 8 ft
1:28.0,Defensive rebound by C. Aldrich,,104-118,,
1:11.0,Q. Acy makes 2-pt shot from 21 ft (assist by S. Larkin),2,106-118,,
0:53.0,,,106-118,,Turnover by G. Vasquez (bad pass; steal by T. Wear)
0:47.0,T. Wear misses 2-pt shot from 1 ft,,106-118,,
0:46.0,,,106-118,,Defensive rebound by P. Patterson
0:24.0,,,106-118,,L. Nogueira misses 2-pt shot from 4 ft
0:22.0,Defensive rebound by C. Aldrich,,106-118,,
0:02.0,Q. Acy makes 2-pt shot at rim (assist by T. Hardaway),2,108-118,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
