time,Sacramento,pts.away,score,pts.home,Denver
10:39.0,R. Sessions makes free throw 1 of 2,1,80-79,,
10:39.0,,,80-79,,W. Chandler enters the game for D. Gallinari
10:39.0,R. Sessions makes free throw 2 of 2,1,81-79,,
10:25.0,,,81-81,2,N. Robinson makes 2-pt shot from 1 ft (assist by K. Faried)
10:05.0,R. Sessions misses 2-pt shot from 18 ft,,81-81,,
10:04.0,Offensive rebound by R. Evans,,81-81,,
9:52.0,R. McCallum misses 2-pt shot from 19 ft,,81-81,,
9:50.0,,,81-81,,Defensive rebound by D. Arthur
9:39.0,,,81-84,3,D. Arthur makes 3-pt shot from 24 ft (assist by R. Foye)
9:22.0,C. Landry makes 2-pt shot from 17 ft (assist by R. Sessions),2,83-84,,
9:14.0,,,83-84,,W. Chandler misses 3-pt shot from 24 ft
9:13.0,Defensive rebound by R. Evans,,83-84,,
8:58.0,R. Sessions misses 2-pt shot from 3 ft,,83-84,,
8:57.0,,,83-84,,Defensive rebound by K. Faried
8:49.0,,,83-84,,Turnover by W. Chandler (lost ball; steal by R. Evans)
8:38.0,O. Casspi makes 2-pt shot from 2 ft,2,85-84,,
8:21.0,,,85-84,,D. Arthur misses 3-pt shot from 25 ft
8:18.0,Defensive rebound by R. Sessions,,85-84,,
8:15.0,,,85-84,,Personal foul by D. Arthur (drawn by C. Landry)
8:15.0,Official timeout,,85-84,,
8:15.0,,,85-84,,A. Afflalo enters the game for D. Arthur
8:15.0,,,85-84,,T. Mozgov enters the game for R. Foye
8:04.0,R. Sessions makes 3-pt shot from 25 ft (assist by O. Casspi),3,88-84,,
7:48.0,,,88-84,,Turnover by N. Robinson (lost ball)
7:30.0,Turnover by R. Sessions (lost ball; steal by N. Robinson),,88-84,,
7:26.0,,,88-84,,Shooting foul by R. Evans (drawn by N. Robinson)
7:26.0,,,88-84,,N. Robinson misses free throw 1 of 2
7:26.0,,,88-84,,Offensive rebound by Team
7:26.0,,,88-85,1,N. Robinson makes free throw 2 of 2
7:14.0,O. Casspi misses 2-pt shot from 4 ft,,88-85,,
7:12.0,,,88-85,,Defensive rebound by T. Mozgov
7:09.0,Personal foul by R. Evans (drawn by K. Faried),,88-85,,
7:00.0,,,88-85,,T. Mozgov misses 2-pt shot at rim
6:59.0,,,88-85,,Offensive rebound by Team
6:59.0,,,88-85,,Offensive foul by T. Mozgov
6:59.0,,,88-85,,Turnover by T. Mozgov (offensive foul)
6:43.0,C. Landry misses 2-pt shot from 11 ft,,88-85,,
6:42.0,,,88-85,,Defensive rebound by A. Afflalo
6:26.0,,,88-87,2,W. Chandler makes 2-pt shot from 2 ft (assist by A. Afflalo)
6:05.0,C. Landry makes 2-pt shot from 1 ft (assist by R. McCallum),2,90-87,,
5:53.0,,,90-90,3,W. Chandler makes 3-pt shot from 24 ft (assist by N. Robinson)
5:40.0,O. Casspi misses 3-pt shot from 25 ft,,90-90,,
5:38.0,,,90-90,,Defensive rebound by A. Afflalo
5:32.0,,,90-90,,Turnover by T. Mozgov (lost ball; steal by C. Landry)
5:31.0,,,90-90,,Personal take foul by N. Robinson (drawn by R. McCallum)
5:31.0,,,90-90,,Denver full timeout
5:31.0,,,90-90,,A. Gee enters the game for T. Mozgov
5:31.0,,,90-90,,T. Lawson enters the game for N. Robinson
5:31.0,D. Collison enters the game for O. Casspi,,90-90,,
5:31.0,R. Gay enters the game for R. Evans,,90-90,,
5:31.0,D. Cousins enters the game for R. Sessions,,90-90,,
5:31.0,J. Thompson enters the game for C. Landry,,90-90,,
5:07.0,D. Cousins makes 2-pt shot from 19 ft (assist by D. Collison),2,92-90,,
4:52.0,,,92-92,2,W. Chandler makes 2-pt shot from 1 ft
4:31.0,R. McCallum makes 2-pt shot from 2 ft,2,94-92,,
4:14.0,,,94-92,,W. Chandler misses 3-pt shot from 25 ft
4:13.0,,,94-92,,Offensive rebound by T. Lawson
4:11.0,,,94-94,2,K. Faried makes 2-pt shot at rim (assist by T. Lawson)
4:11.0,Sacramento full timeout,,94-94,,
3:46.0,R. Gay makes 2-pt shot from 7 ft (assist by D. Cousins),2,96-94,,
3:25.0,,,96-96,2,W. Chandler makes 2-pt shot from 1 ft
3:18.0,R. McCallum makes 2-pt shot from 1 ft (assist by J. Thompson),2,98-96,,
3:18.0,,,98-96,,Denver full timeout
2:58.0,,,98-96,,W. Chandler misses 3-pt shot from 24 ft
2:57.0,,,98-96,,Offensive rebound by A. Gee
2:44.0,,,98-96,,A. Afflalo misses 3-pt shot from 25 ft
2:42.0,Defensive rebound by J. Thompson,,98-96,,
2:32.0,,,98-96,,Personal foul by K. Faried (drawn by R. Gay)
2:32.0,O. Casspi enters the game for J. Thompson,,98-96,,
2:24.0,Shooting foul by A. Gee (drawn by R. Gay),,98-96,,
2:24.0,R. Gay makes 2-pt shot from 4 ft,2,100-96,,
2:24.0,,,100-96,,J. McGee enters the game for A. Gee
2:24.0,J. Thompson enters the game for O. Casspi,,100-96,,
2:24.0,R. Gay makes free throw 1 of 1,1,101-96,,
2:19.0,Personal foul by R. McCallum (drawn by T. Lawson),,101-96,,
2:13.0,,,101-96,,A. Afflalo misses 2-pt shot from 8 ft
2:12.0,,,101-96,,Offensive rebound by J. McGee
2:12.0,,,101-96,,J. McGee misses 2-pt shot at rim
2:10.0,,,101-96,,Offensive rebound by Team
2:10.0,Loose ball foul by D. Cousins (drawn by J. McGee),,101-96,,
2:10.0,,,101-97,1,J. McGee makes free throw 1 of 2
2:10.0,,,101-98,1,J. McGee makes free throw 2 of 2
1:49.0,R. McCallum misses 3-pt shot from 24 ft,,101-98,,
1:48.0,Offensive rebound by R. Gay,,101-98,,
1:47.0,R. McCallum misses 3-pt shot from 25 ft,,101-98,,
1:46.0,Offensive rebound by Team,,101-98,,
1:46.0,Turnover by Team (shot clock),,101-98,,
1:34.0,,,101-98,,Turnover by K. Faried (bad pass; steal by R. Gay)
1:33.0,,,101-98,,Personal take foul by W. Chandler (drawn by R. Gay)
1:33.0,R. Gay makes free throw 1 of 2,1,102-98,,
1:33.0,,,102-98,,R. Foye enters the game for K. Faried
1:33.0,O. Casspi enters the game for J. Thompson,,102-98,,
1:33.0,R. Gay makes free throw 2 of 2,1,103-98,,
1:26.0,,,103-98,,T. Lawson misses 2-pt shot from 2 ft
1:25.0,,,103-98,,Offensive rebound by J. McGee
1:24.0,,,103-100,2,J. McGee makes 2-pt shot at rim
1:06.0,R. Gay misses 2-pt shot from 9 ft (block by J. McGee),,103-100,,
1:04.0,,,103-100,,Defensive rebound by W. Chandler
0:52.0,,,103-100,,R. Foye misses 3-pt shot from 25 ft
0:50.0,Defensive rebound by D. Cousins,,103-100,,
0:29.0,Shooting foul by A. Afflalo (drawn by D. Cousins),,103-100,,
0:29.0,D. Cousins makes free throw 1 of 2,1,104-100,,
0:29.0,D. Cousins makes free throw 2 of 2,1,105-100,,
0:29.0,,,105-100,,Denver full timeout
0:26.0,,,105-100,,Shooting foul by O. Casspi (drawn by W. Chandler)
0:26.0,,,105-101,1,W. Chandler makes free throw 1 of 3
0:26.0,,,105-102,1,W. Chandler makes free throw 2 of 3
0:26.0,J. Thompson enters the game for O. Casspi,,105-102,,
0:26.0,,,105-102,,A. Gee enters the game for J. McGee
0:26.0,,,105-103,1,W. Chandler makes free throw 3 of 3
0:26.0,Sacramento full timeout,,105-103,,
0:26.0,O. Casspi enters the game for J. Thompson,,105-103,,
0:23.0,,,105-103,,Personal foul by A. Gee (drawn by R. Gay)
0:23.0,R. Gay makes free throw 1 of 2,1,106-103,,
0:23.0,,,106-103,,J. McGee enters the game for A. Gee
0:23.0,,,106-103,,K. Faried enters the game for T. Lawson
0:23.0,J. Thompson enters the game for O. Casspi,,106-103,,
0:23.0,R. Gay makes free throw 2 of 2,1,107-103,,
0:23.0,,,107-103,,Denver full timeout
0:23.0,,,107-103,,T. Lawson enters the game for J. McGee
0:23.0,O. Casspi enters the game for J. Thompson,,107-103,,
0:16.0,,,107-103,,W. Chandler misses 2-pt shot from 1 ft
0:16.0,Defensive rebound by D. Collison,,107-103,,
0:16.0,,,107-103,,Loose ball foul by T. Lawson (drawn by D. Collison)
0:16.0,D. Collison makes free throw 1 of 2,1,108-103,,
0:16.0,,,108-103,,J. McGee enters the game for R. Foye
0:16.0,D. Collison misses free throw 2 of 2,,108-103,,
0:15.0,,,108-103,,Defensive rebound by K. Faried
0:10.0,,,108-105,2,J. McGee makes 2-pt shot at rim (assist by T. Lawson)
0:09.0,,,108-105,,Personal take foul by J. McGee (drawn by D. Collison)
0:09.0,D. Collison makes free throw 1 of 2,1,109-105,,
0:09.0,D. Collison makes free throw 2 of 2,1,110-105,,
0:05.0,,,110-105,,A. Afflalo misses 3-pt shot from 27 ft
0:04.0,Defensive rebound by Team,,110-105,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
