time,Sacramento,pts.away,score,pts.home,Golden State
6:15.0,,,81-113,2,M. Speights makes 2-pt shot from 18 ft (assist by S. Livingston)
5:56.0,R. Sessions misses 2-pt shot from 4 ft,,81-113,,
5:55.0,,,81-113,,Defensive rebound by D. Lee
5:48.0,,,81-113,,B. Rush misses 3-pt shot from 26 ft
5:47.0,,,81-113,,Offensive rebound by D. Lee
5:35.0,,,81-113,,Shooting foul by R. Sessions (drawn by S. Livingston)
5:35.0,,,81-113,,Golden State full timeout
5:35.0,,,81-113,,J. McAdoo enters the game for D. Lee
5:35.0,Q. Miller enters the game for J. Thompson,,81-113,,
5:35.0,,,81-114,1,S. Livingston makes free throw 1 of 2
5:35.0,,,81-115,1,S. Livingston makes free throw 2 of 2
5:21.0,R. McCallum makes 2-pt shot from 2 ft,2,83-115,,
5:06.0,,,83-117,2,S. Livingston makes 2-pt shot at rim (assist by M. Speights)
4:55.0,R. McCallum misses 3-pt shot from 24 ft,,83-117,,
4:53.0,Offensive rebound by Q. Miller,,83-117,,
4:53.0,Q. Miller makes 2-pt shot at rim,2,85-117,,
4:44.0,,,85-119,2,M. Speights makes 2-pt shot from 19 ft (assist by S. Livingston)
4:28.0,Q. Miller makes 2-pt shot from 7 ft (assist by R. Sessions),2,87-119,,
4:28.0,Shooting foul by J. McAdoo (drawn by Q. Miller),,87-119,,
4:28.0,Q. Miller misses free throw 1 of 1,,87-119,,
4:27.0,,,87-119,,Defensive rebound by M. Speights
4:17.0,,,87-119,,Shooting foul by R. Hollins (drawn by M. Speights)
4:17.0,,,87-120,1,M. Speights makes free throw 1 of 2
4:17.0,,,87-121,1,M. Speights makes free throw 2 of 2
4:01.0,R. Hollins makes 2-pt shot from 11 ft (assist by N. Stauskas),2,89-121,,
3:39.0,,,89-121,,S. Livingston misses 2-pt shot from 11 ft
3:38.0,Defensive rebound by N. Stauskas,,89-121,,
3:33.0,R. Hollins makes 2-pt shot at rim (assist by N. Stauskas),2,91-121,,
3:09.0,,,91-121,,J. McAdoo misses 2-pt shot from 3 ft (block by Q. Miller)
3:08.0,,,91-121,,Offensive rebound by B. Rush
3:05.0,,,91-121,,Turnover by Team (shot clock)
2:54.0,N. Stauskas makes 2-pt shot from 21 ft (assist by R. Sessions),2,93-121,,
2:44.0,,,93-123,2,M. Speights makes 2-pt shot from 19 ft (assist by S. Livingston)
2:32.0,,,93-123,,Personal foul by S. Livingston (drawn by R. McCallum)
2:32.0,Sacramento full timeout,,93-123,,
2:32.0,R. McCallum misses free throw 1 of 2,,93-123,,
2:32.0,Offensive rebound by Team,,93-123,,
2:32.0,R. McCallum makes free throw 2 of 2,1,94-123,,
2:21.0,,,94-123,,B. Rush misses 3-pt shot from 26 ft
2:20.0,Defensive rebound by Team,,94-123,,
2:05.0,R. McCallum misses 2-pt shot from 19 ft,,94-123,,
2:03.0,,,94-123,,Defensive rebound by B. Rush
1:53.0,,,94-123,,Shooting foul by Q. Miller (drawn by J. McAdoo)
1:53.0,,,94-124,1,J. McAdoo makes free throw 1 of 2
1:53.0,,,94-124,,J. McAdoo misses free throw 2 of 2
1:53.0,Defensive rebound by Q. Miller,,94-124,,
1:36.0,R. McCallum makes 2-pt shot at rim,2,96-124,,
1:20.0,,,96-124,,M. Speights misses 2-pt shot from 18 ft
1:18.0,Defensive rebound by R. McCallum,,96-124,,
1:08.0,R. Hollins misses 2-pt shot from 17 ft,,96-124,,
1:06.0,Offensive rebound by R. McCallum,,96-124,,
1:06.0,R. McCallum makes 2-pt shot from 1 ft,2,98-124,,
0:59.0,,,98-126,2,J. McAdoo makes 2-pt shot at rim (assist by S. Livingston)
0:52.0,Shooting foul by M. Speights (drawn by R. Hollins),,98-126,,
0:52.0,R. Hollins makes free throw 1 of 2,1,99-126,,
0:52.0,R. Hollins misses free throw 2 of 2,,99-126,,
0:51.0,,,99-126,,Defensive rebound by M. Speights
0:44.0,,,99-126,,J. Holiday misses 3-pt shot from 25 ft
0:42.0,Defensive rebound by N. Stauskas,,99-126,,
0:34.0,Turnover by N. Stauskas (lost ball; steal by J. McAdoo),,99-126,,
0:16.0,,,99-126,,Turnover by S. Livingston (bad pass; steal by N. Stauskas)
0:14.0,,,99-126,,Personal foul by M. Speights (drawn by N. Stauskas)
0:14.0,N. Stauskas makes free throw 1 of 2,1,100-126,,
0:14.0,N. Stauskas makes free throw 2 of 2,1,101-126,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
