time,Detroit,pts.away,score,pts.home,Boston
3:41.0,R. Jackson misses 3-pt shot from 24 ft,,79-81,,
3:40.0,,,79-81,,Defensive rebound by A. Bradley
3:33.0,,,79-81,,Boston full timeout
3:33.0,Official timeout,,79-81,,
3:33.0,,,79-81,,E. Turner enters the game for P. Pressey
3:33.0,A. Drummond enters the game for J. Anthony,,79-81,,
3:27.0,,,79-83,2,B. Bass makes 2-pt shot from 16 ft (assist by K. Olynyk)
3:27.0,,,79-83,,Shooting foul by A. Drummond (drawn by B. Bass)
3:27.0,,,79-83,,B. Bass misses free throw 1 of 1
3:25.0,Defensive rebound by K. Caldwell-Pope,,79-83,,
3:08.0,T. Prince misses 3-pt shot from 23 ft,,79-83,,
3:07.0,,,79-83,,Defensive rebound by K. Olynyk
2:49.0,,,79-83,,E. Turner misses 2-pt shot from 4 ft (block by A. Drummond)
2:48.0,Defensive rebound by J. Meeks,,79-83,,
2:45.0,J. Meeks makes 2-pt shot at rim,2,81-83,,
2:29.0,Violation by T. Prince (kicked ball),,81-83,,
2:29.0,Detroit full timeout,,81-83,,
2:19.0,,,81-83,,B. Bass misses 2-pt shot from 17 ft
2:18.0,Defensive rebound by K. Caldwell-Pope,,81-83,,
2:01.0,K. Caldwell-Pope misses 3-pt shot from 24 ft,,81-83,,
1:59.0,,,81-83,,Defensive rebound by J. Crowder
1:54.0,,,81-85,2,B. Bass makes 2-pt shot at rim (assist by E. Turner)
1:47.0,,,81-85,,Personal foul by A. Bradley (drawn by R. Jackson)
1:47.0,,,81-85,,P. Pressey enters the game for K. Olynyk
1:39.0,Shooting foul by P. Pressey (drawn by R. Jackson),,81-85,,
1:39.0,R. Jackson makes free throw 1 of 2,1,82-85,,
1:39.0,,,82-85,,K. Olynyk enters the game for P. Pressey
1:39.0,R. Jackson makes free throw 2 of 2,1,83-85,,
1:23.0,,,83-85,,B. Bass misses 2-pt shot from 14 ft
1:22.0,Defensive rebound by J. Meeks,,83-85,,
1:15.0,T. Prince makes 3-pt shot from 22 ft (assist by R. Jackson),3,86-85,,
1:15.0,,,86-85,,Boston full timeout
1:11.0,,,86-87,2,J. Crowder makes 2-pt shot from 2 ft (assist by E. Turner)
1:11.0,,,86-87,,Shooting foul by K. Caldwell-Pope (drawn by J. Crowder)
1:11.0,,,86-87,,G. Wallace enters the game for K. Olynyk
1:11.0,,,86-88,1,J. Crowder makes free throw 1 of 1
0:59.0,R. Jackson makes 2-pt shot from 7 ft,2,88-88,,
0:41.0,,,88-88,,E. Turner misses 2-pt shot from 16 ft
0:40.0,Defensive rebound by J. Meeks,,88-88,,
0:19.0,R. Jackson misses 2-pt shot from 18 ft,,88-88,,
0:18.0,,,88-88,,Defensive rebound by G. Wallace
0:17.0,,,88-88,,Boston full timeout
0:17.0,,,88-88,,K. Olynyk enters the game for G. Wallace
0:01.0,,,88-88,,E. Turner misses 2-pt shot from 10 ft (block by R. Jackson)
0:00.0,,,88-88,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: B. Bass vs. A. Drummond (R. Jackson gains possession),,,,Jump ball: B. Bass vs. A. Drummond (R. Jackson gains possession)
4:42.0,K. Caldwell-Pope makes 2-pt shot from 4 ft,2,90-88,,
4:30.0,,,90-88,,A. Bradley misses 2-pt shot from 14 ft
4:28.0,Defensive rebound by A. Drummond,,90-88,,
4:11.0,J. Meeks makes 3-pt shot from 23 ft (assist by R. Jackson),3,93-88,,
3:51.0,Personal foul by R. Jackson (drawn by E. Turner),,93-88,,
3:51.0,,,93-88,,J. Jerebko enters the game for B. Bass
3:42.0,,,93-88,,Turnover by A. Bradley (bad pass)
3:37.0,Offensive foul by R. Jackson,,93-88,,
3:37.0,Turnover by R. Jackson (offensive foul),,93-88,,
3:22.0,,,93-88,,Turnover by A. Bradley (bad pass; steal by T. Prince)
3:16.0,R. Jackson misses 2-pt shot from 1 ft,,93-88,,
3:15.0,Offensive rebound by A. Drummond,,93-88,,
3:15.0,A. Drummond makes 2-pt shot at rim,2,95-88,,
3:15.0,,,95-88,,Boston full timeout
3:15.0,,,95-88,,K. Olynyk enters the game for T. Zeller
3:05.0,Personal block foul by K. Caldwell-Pope (drawn by J. Crowder),,95-88,,
3:05.0,Personal foul by A. Drummond (drawn by E. Turner),,95-88,,
2:52.0,,,95-90,2,E. Turner makes 2-pt shot from 2 ft
2:34.0,Offensive charge foul by R. Jackson,,95-90,,
2:34.0,Turnover by R. Jackson (offensive foul),,95-90,,
2:24.0,,,95-90,,K. Olynyk misses 2-pt shot from 8 ft
2:23.0,Defensive rebound by T. Prince,,95-90,,
2:04.0,K. Caldwell-Pope makes 3-pt shot from 25 ft (assist by R. Jackson),3,98-90,,
1:52.0,,,98-90,,J. Crowder misses 3-pt shot from 23 ft
1:50.0,Defensive rebound by R. Jackson,,98-90,,
1:50.0,,,98-90,,Personal foul by E. Turner (drawn by R. Jackson)
1:50.0,,,98-90,,B. Bass enters the game for K. Olynyk
1:39.0,,,98-90,,Personal foul by A. Bradley (drawn by R. Jackson)
1:39.0,R. Jackson makes free throw 1 of 2,1,99-90,,
1:39.0,,,99-90,,K. Olynyk enters the game for B. Bass
1:39.0,R. Jackson makes free throw 2 of 2,1,100-90,,
1:32.0,,,100-90,,K. Olynyk misses 3-pt shot from 25 ft
1:30.0,Defensive rebound by K. Caldwell-Pope,,100-90,,
1:10.0,Turnover by R. Jackson (lost ball; steal by A. Bradley),,100-90,,
1:04.0,,,100-90,,A. Bradley misses 3-pt shot from 24 ft
1:03.0,Defensive rebound by R. Jackson,,100-90,,
0:55.0,,,100-90,,Personal take foul by J. Jerebko (drawn by T. Prince)
0:55.0,T. Prince misses free throw 1 of 2,,100-90,,
0:55.0,Offensive rebound by Team,,100-90,,
0:55.0,A. Tolliver enters the game for A. Drummond,,100-90,,
0:55.0,T. Prince makes free throw 2 of 2,1,101-90,,
0:55.0,,,101-90,,Boston full timeout
0:55.0,,,101-90,,L. Datome enters the game for K. Olynyk
0:50.0,,,101-92,2,E. Turner makes 2-pt shot at rim
0:37.0,,,101-92,,Personal take foul by J. Jerebko (drawn by J. Meeks)
0:37.0,J. Meeks misses free throw 1 of 2,,101-92,,
0:37.0,Offensive rebound by Team,,101-92,,
0:37.0,J. Meeks makes free throw 2 of 2,1,102-92,,
0:33.0,,,102-92,,E. Turner misses 3-pt shot from 25 ft
0:32.0,,,102-92,,Offensive rebound by J. Jerebko
0:32.0,,,102-94,2,J. Jerebko makes 2-pt shot at rim
0:31.0,Detroit full timeout,,102-94,,
0:31.0,,,102-94,,B. Bass enters the game for L. Datome
0:31.0,Detroit full timeout,,102-94,,
0:31.0,S. Dinwiddie enters the game for K. Caldwell-Pope,,102-94,,
0:30.0,,,102-94,,Personal take foul by J. Jerebko (drawn by R. Jackson)
0:30.0,R. Jackson misses free throw 1 of 2,,102-94,,
0:30.0,Offensive rebound by Team,,102-94,,
0:30.0,K. Caldwell-Pope enters the game for S. Dinwiddie,,102-94,,
0:30.0,R. Jackson makes free throw 2 of 2,1,103-94,,
0:25.0,,,103-94,,Shooting foul by A. Tolliver (drawn by E. Turner)
0:25.0,,,103-94,,E. Turner misses free throw 1 of 2
0:25.0,,,103-94,,Offensive rebound by Team
0:25.0,,,103-95,1,E. Turner makes free throw 2 of 2
0:20.0,,,103-95,,Personal take foul by E. Turner (drawn by K. Caldwell-Pope)
0:20.0,K. Caldwell-Pope makes free throw 1 of 2,1,104-95,,
0:20.0,K. Caldwell-Pope makes free throw 2 of 2,1,105-95,,
0:16.0,,,105-97,2,E. Turner makes 2-pt shot from 1 ft
0:00.0,End of 1st overtime,,,,End of 1st overtime
