time,LA Clippers,pts.away,score,pts.home,Golden State
1:05.0,,,95-105,,S. Livingston misses free throw 1 of 2
1:05.0,,,95-105,,Offensive rebound by Team
1:05.0,,,95-106,1,S. Livingston makes free throw 2 of 2
1:05.0,LA Clippers full timeout,,95-106,,
1:00.0,A. Rivers makes 3-pt shot from 26 ft (assist by C. Wilcox),3,98-106,,
0:37.0,,,98-106,,H. Barnes misses 2-pt shot from 8 ft
0:34.0,,,98-106,,Offensive rebound by D. Lee
0:17.0,,,98-106,,Turnover by L. Barbosa (lost ball; steal by A. Rivers)
0:10.0,Turnover by J. Hamilton (bad pass; steal by S. Livingston),,98-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
