time,New York,pts.away,score,pts.home,Boston
3:48.0,Defensive rebound by A. Shved,,83-107,,
3:46.0,,,83-107,,Personal foul by A. Bradley (drawn by A. Shved)
3:46.0,A. Shved makes free throw 1 of 2,1,84-107,,
3:46.0,,,84-107,,L. Datome enters the game for A. Bradley
3:46.0,A. Shved makes free throw 2 of 2,1,85-107,,
3:22.0,,,85-109,2,M. Smart makes 2-pt shot from 3 ft
3:09.0,A. Bargnani makes 2-pt shot from 7 ft (assist by C. Early),2,87-109,,
2:54.0,,,87-112,3,J. Jerebko makes 3-pt shot from 24 ft (assist by I. Thomas)
2:36.0,A. Bargnani makes 2-pt shot from 9 ft (assist by A. Shved),2,89-112,,
2:28.0,,,89-112,,Boston full timeout
2:28.0,,,89-112,,S. Randolph enters the game for I. Thomas
2:28.0,,,89-112,,J. Young enters the game for M. Smart
2:28.0,,,89-112,,P. Pressey enters the game for J. Crowder
2:08.0,,,89-112,,L. Datome misses 3-pt shot from 27 ft
2:06.0,Defensive rebound by Q. Acy,,89-112,,
1:46.0,A. Bargnani makes 2-pt shot from 22 ft (assist by Q. Acy),2,91-112,,
1:30.0,,,91-115,3,P. Pressey makes 3-pt shot from 27 ft (assist by J. Jerebko)
1:17.0,Shooting foul by J. Young (drawn by A. Shved),,91-115,,
1:17.0,A. Shved makes free throw 1 of 2,1,92-115,,
1:17.0,A. Shved makes free throw 2 of 2,1,93-115,,
1:03.0,,,93-115,,L. Datome misses 3-pt shot from 25 ft
1:01.0,Defensive rebound by Q. Acy,,93-115,,
0:52.0,Q. Acy misses 2-pt shot from 19 ft,,93-115,,
0:51.0,,,93-115,,Defensive rebound by P. Pressey
0:29.0,,,93-115,,P. Pressey misses 2-pt shot from 3 ft
0:28.0,Defensive rebound by A. Shved,,93-115,,
0:28.0,,,93-115,,Personal foul by S. Randolph (drawn by A. Shved)
0:28.0,A. Shved misses free throw 1 of 2,,93-115,,
0:28.0,Offensive rebound by Team,,93-115,,
0:28.0,A. Shved makes free throw 2 of 2,1,94-115,,
0:04.0,,,94-115,,Turnover by Team (shot clock)
0:01.0,L. Galloway misses 3-pt shot from 35 ft,,94-115,,
0:00.0,Offensive rebound by Team,,94-115,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
