time,Oklahoma City,pts.away,score,pts.home,Minnesota
9:02.0,,,114-92,,K. Martin enters the game for Z. LaVine
8:49.0,,,114-94,2,L. Brown makes 2-pt shot from 11 ft
8:35.0,D. Waiters makes 3-pt shot from 25 ft,3,117-94,,
8:18.0,,,117-94,,A. Bennett misses 2-pt shot from 1 ft
8:17.0,Defensive rebound by D. Waiters,,117-94,,
7:58.0,D. Augustin makes 3-pt shot from 23 ft (assist by N. Collison),3,120-94,,
7:47.0,,,120-94,,L. Brown misses 2-pt shot from 2 ft (block by M. McGary)
7:46.0,,,120-94,,Offensive rebound by A. Onuaku
7:45.0,,,120-94,,Shooting foul by N. Collison (drawn by A. Onuaku)
7:45.0,,,120-94,,Minnesota full timeout
7:45.0,J. Lamb enters the game for D. Waiters,,120-94,,
7:45.0,,,120-94,,A. Onuaku misses free throw 1 of 2
7:45.0,,,120-94,,Offensive rebound by Team
7:45.0,,,120-95,1,A. Onuaku makes free throw 2 of 2
7:32.0,A. Morrow makes 3-pt shot from 22 ft (assist by D. Augustin),3,123-95,,
7:12.0,,,123-98,3,K. Martin makes 3-pt shot from 23 ft (assist by A. Onuaku)
7:01.0,Turnover by D. Augustin (bad pass; steal by A. Bennett),,123-98,,
6:57.0,,,123-100,2,A. Onuaku makes 2-pt shot at rim (assist by A. Bennett)
6:44.0,Turnover by N. Collison (bad pass; steal by L. Brown),,123-100,,
6:40.0,,,123-102,2,L. Brown makes 2-pt shot at rim
6:14.0,N. Collison makes 2-pt shot from 17 ft (assist by D. Augustin),2,125-102,,
6:04.0,,,125-102,,Offensive foul by A. Bennett
6:04.0,,,125-102,,Turnover by A. Bennett (offensive foul)
6:04.0,,,125-102,,Z. LaVine enters the game for L. Brown
6:04.0,,,125-102,,A. Wiggins enters the game for K. Martin
6:04.0,,,125-102,,Minnesota full timeout
5:50.0,M. McGary misses 2-pt shot from 1 ft,,125-102,,
5:49.0,,,125-102,,Defensive rebound by A. Wiggins
5:33.0,,,125-102,,A. Onuaku misses 2-pt shot from 1 ft (block by M. McGary)
5:32.0,,,125-102,,Offensive rebound by A. Bennett
5:32.0,,,125-102,,A. Bennett misses 2-pt shot from 1 ft (block by M. McGary)
5:28.0,Defensive rebound by J. Lamb,,125-102,,
5:22.0,J. Lamb makes 2-pt shot from 1 ft,2,127-102,,
5:12.0,Personal foul by N. Collison (drawn by A. Wiggins),,127-102,,
5:06.0,,,127-104,2,A. Wiggins makes 2-pt shot from 1 ft (assist by Z. LaVine)
4:41.0,M. McGary misses 2-pt shot from 6 ft,,127-104,,
4:40.0,,,127-104,,Defensive rebound by A. Bennett
4:31.0,,,127-107,3,A. Bennett makes 3-pt shot from 25 ft (assist by Z. LaVine)
4:11.0,A. Morrow makes 2-pt shot from 10 ft,2,129-107,,
3:56.0,,,129-107,,A. Wiggins misses 2-pt shot from 3 ft
3:55.0,Defensive rebound by N. Collison,,129-107,,
3:47.0,J. Lamb misses 2-pt shot from 12 ft,,129-107,,
3:46.0,,,129-107,,Defensive rebound by R. Hummel
3:30.0,,,129-107,,Shooting foul by N. Collison (drawn by A. Onuaku)
3:30.0,,,129-107,,A. Onuaku misses free throw 1 of 2
3:30.0,,,129-107,,Offensive rebound by Team
3:30.0,,,129-107,,A. Onuaku misses free throw 2 of 2
3:30.0,Defensive rebound by M. McGary,,129-107,,
3:12.0,J. Lamb makes 2-pt shot at rim (assist by M. McGary),2,131-107,,
2:57.0,,,131-107,,R. Hummel misses 2-pt shot from 21 ft
2:56.0,Defensive rebound by J. Lamb,,131-107,,
2:44.0,M. McGary misses 3-pt shot from 24 ft,,131-107,,
2:42.0,Offensive rebound by J. Lamb,,131-107,,
2:38.0,A. Morrow makes 3-pt shot from 24 ft (assist by J. Lamb),3,134-107,,
2:15.0,,,134-107,,A. Wiggins misses 2-pt shot from 17 ft
2:14.0,,,134-107,,Offensive rebound by A. Bennett
2:13.0,,,134-107,,A. Bennett misses 2-pt shot from 3 ft (block by M. McGary)
2:12.0,,,134-107,,Offensive rebound by Team
2:12.0,Oklahoma City full timeout,,134-107,,
2:12.0,,,134-107,,L. Brown enters the game for A. Wiggins
2:00.0,,,134-109,2,A. Onuaku makes 2-pt shot at rim (assist by Z. LaVine)
1:48.0,M. McGary makes 2-pt shot at rim,2,136-109,,
1:48.0,Shooting foul by A. Onuaku (drawn by M. McGary),,136-109,,
1:48.0,M. McGary misses free throw 1 of 1,,136-109,,
1:48.0,,,136-109,,Defensive rebound by A. Onuaku
1:38.0,,,136-111,2,A. Onuaku makes 2-pt shot at rim (assist by Z. LaVine)
1:17.0,M. McGary makes 2-pt shot from 1 ft (assist by D. Augustin),2,138-111,,
1:04.0,,,138-111,,Z. LaVine misses 3-pt shot from 26 ft
1:03.0,Defensive rebound by M. McGary,,138-111,,
0:56.0,J. Lamb misses 3-pt shot from 26 ft,,138-111,,
0:55.0,,,138-111,,Defensive rebound by L. Brown
0:47.0,,,138-111,,A. Bennett misses 3-pt shot from 24 ft
0:46.0,Defensive rebound by M. McGary,,138-111,,
0:24.0,A. Morrow misses 2-pt shot from 10 ft,,138-111,,
0:23.0,,,138-111,,Defensive rebound by R. Hummel
0:16.0,,,138-111,,Shooting foul by J. Lamb (drawn by Z. LaVine)
0:16.0,,,138-112,1,Z. LaVine makes free throw 1 of 2
0:16.0,,,138-113,1,Z. LaVine makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
