time,Denver,pts.away,score,pts.home,Golden State
3:41.0,,,71-108,,Turnover by J. Holiday (lost ball; steal by A. Gee)
3:37.0,Shooting foul by B. Rush (drawn by A. Gee),,71-108,,
3:37.0,A. Gee makes free throw 1 of 2,1,72-108,,
3:37.0,A. Gee makes free throw 2 of 2,1,73-108,,
3:29.0,,,73-111,3,L. Barbosa makes 3-pt shot from 28 ft (assist by S. Livingston)
3:13.0,Turnover by R. Foye (bad pass; steal by S. Livingston),,73-111,,
3:05.0,,,73-113,2,L. Barbosa makes 2-pt shot from 1 ft (assist by J. Holiday)
2:50.0,E. Green makes 2-pt shot from 7 ft (assist by R. Foye),2,75-113,,
2:29.0,,,75-115,2,S. Livingston makes 2-pt shot from 12 ft
2:08.0,Denver full timeout,,75-115,,
2:05.0,E. Green misses 2-pt shot from 4 ft,,75-115,,
2:04.0,Offensive rebound by J. Hickson,,75-115,,
2:02.0,J. Hickson misses 2-pt shot from 2 ft,,75-115,,
2:00.0,,,75-115,,Defensive rebound by J. McAdoo
1:49.0,,,75-117,2,J. McAdoo makes 2-pt shot at rim (assist by S. Livingston)
1:49.0,,,75-117,,Shooting foul by R. Foye (drawn by J. McAdoo)
1:49.0,,,75-118,1,J. McAdoo makes free throw 1 of 1
1:37.0,G. Harris misses 3-pt shot from 27 ft,,75-118,,
1:35.0,,,75-118,,Defensive rebound by B. Rush
1:19.0,,,75-118,,Turnover by L. Barbosa (bad pass; steal by G. Harris)
1:16.0,G. Harris makes 2-pt shot from 1 ft,2,77-118,,
0:54.0,,,77-120,2,S. Livingston makes 2-pt shot at rim (assist by L. Barbosa)
0:44.0,E. Green makes 2-pt shot from 17 ft,2,79-120,,
0:31.0,,,79-122,2,J. McAdoo makes 2-pt shot from 2 ft (assist by J. Holiday)
0:18.0,E. Green misses 2-pt shot from 7 ft,,79-122,,
0:17.0,,,79-122,,Defensive rebound by J. McAdoo
0:00.0,End of 4th quarter,,,,End of 4th quarter
