time,Boston,pts.away,score,pts.home,Milwaukee
5:05.0,L. Datome makes 3-pt shot from 24 ft (assist by J. Jerebko),3,96-87,,
4:54.0,,,96-89,2,O. Mayo makes 2-pt shot from 16 ft (assist by T. Ennis)
4:36.0,J. Jerebko misses 2-pt shot from 16 ft,,96-89,,
4:35.0,,,96-89,,Defensive rebound by O. Mayo
4:35.0,Personal foul by L. Datome (drawn by O. Mayo),,96-89,,
4:27.0,,,96-91,2,O. Mayo makes 2-pt shot at rim (assist by T. Ennis)
4:08.0,L. Datome makes 2-pt shot from 18 ft (assist by P. Pressey),2,98-91,,
3:53.0,Personal foul by K. Olynyk (drawn by O. Mayo),,98-91,,
3:49.0,,,98-91,,O. Mayo misses 2-pt shot from 14 ft
3:47.0,,,98-91,,Offensive rebound by J. Gutierrez
3:32.0,,,98-94,3,T. Ennis makes 3-pt shot from 24 ft (assist by O. Mayo)
3:13.0,J. Jerebko makes 2-pt shot at rim (assist by K. Olynyk),2,100-94,,
2:52.0,,,100-94,,T. Ennis misses 3-pt shot from 23 ft
2:51.0,Defensive rebound by P. Pressey,,100-94,,
2:44.0,L. Datome misses 3-pt shot from 24 ft,,100-94,,
2:43.0,,,100-94,,Defensive rebound by J. O'Bryant
2:43.0,J. Sullinger enters the game for K. Olynyk,,100-94,,
2:38.0,,,100-96,2,O. Mayo makes 2-pt shot from 18 ft (assist by T. Ennis)
2:38.0,,,100-96,,Shooting foul by J. Young (drawn by O. Mayo)
2:38.0,Boston full timeout,,100-96,,
2:38.0,,,100-97,1,O. Mayo makes free throw 1 of 1
2:21.0,L. Datome makes 3-pt shot from 25 ft (assist by J. Jerebko),3,103-97,,
1:56.0,,,103-97,,J. Gutierrez misses 2-pt shot from 18 ft
1:55.0,Defensive rebound by J. Jerebko,,103-97,,
1:36.0,L. Datome misses 2-pt shot from 13 ft,,103-97,,
1:35.0,Offensive rebound by Team,,103-97,,
1:28.0,L. Datome makes 2-pt shot at rim (assist by J. Sullinger),2,105-97,,
1:18.0,,,105-97,,O. Mayo misses 3-pt shot from 25 ft
1:17.0,Defensive rebound by L. Datome,,105-97,,
1:03.0,P. Pressey misses 2-pt shot from 1 ft,,105-97,,
1:02.0,,,105-97,,Defensive rebound by M. Plumlee
0:57.0,,,105-97,,J. O'Bryant misses 2-pt shot from 7 ft
0:56.0,Defensive rebound by J. Sullinger,,105-97,,
0:33.0,L. Datome misses 3-pt shot from 23 ft,,105-97,,
0:32.0,,,105-97,,Defensive rebound by M. Plumlee
0:19.0,,,105-100,3,O. Mayo makes 3-pt shot from 26 ft (assist by T. Ennis)
0:00.0,End of 4th quarter,,,,End of 4th quarter
