time,LA Clippers,pts.away,score,pts.home,LA Lakers
5:56.0,,,101-103,1,K. Bryant makes free throw 2 of 2
5:40.0,Shooting foul by C. Boozer (drawn by B. Griffin),,101-103,,
5:40.0,B. Griffin makes free throw 1 of 2,1,102-103,,
5:40.0,B. Griffin makes free throw 2 of 2,1,103-103,,
5:25.0,,,103-103,,W. Johnson misses 2-pt shot from 3 ft
5:24.0,Defensive rebound by B. Griffin,,103-103,,
5:03.0,B. Griffin misses 2-pt shot from 14 ft,,103-103,,
5:01.0,,,103-103,,Defensive rebound by K. Bryant
4:39.0,,,103-106,3,J. Lin makes 3-pt shot from 25 ft
4:22.0,Shooting foul by W. Johnson (drawn by J. Crawford),,103-106,,
4:22.0,,,103-106,,W. Ellington enters the game for W. Johnson
4:22.0,J. Crawford makes free throw 1 of 3,1,104-106,,
4:22.0,J. Crawford makes free throw 2 of 3,1,105-106,,
4:22.0,J. Crawford makes free throw 3 of 3,1,106-106,,
4:06.0,,,106-106,,J. Lin misses 2-pt shot from 3 ft (block by D. Jordan)
4:05.0,Defensive rebound by J. Crawford,,106-106,,
4:00.0,Shooting foul by K. Bryant (drawn by J. Crawford),,106-106,,
4:00.0,J. Crawford misses free throw 1 of 2,,106-106,,
4:00.0,Offensive rebound by Team,,106-106,,
4:00.0,J. Crawford makes free throw 2 of 2,1,107-106,,
3:43.0,Personal foul by J. Redick (drawn by J. Lin),,107-106,,
3:39.0,Personal foul by C. Paul (drawn by K. Bryant),,107-106,,
3:28.0,,,107-106,,K. Bryant misses 3-pt shot from 25 ft
3:27.0,Defensive rebound by D. Jordan,,107-106,,
3:16.0,J. Crawford misses 3-pt shot from 25 ft,,107-106,,
3:15.0,,,107-106,,Defensive rebound by J. Lin
3:02.0,,,107-106,,Turnover by C. Boozer (lost ball; steal by D. Jordan)
2:59.0,Offensive foul by B. Griffin,,107-106,,
2:59.0,Turnover by B. Griffin (offensive foul),,107-106,,
2:59.0,LA Clippers full timeout,,107-106,,
2:43.0,,,107-106,,K. Bryant misses 2-pt shot from 16 ft
2:41.0,Defensive rebound by J. Crawford,,107-106,,
2:28.0,B. Griffin makes 2-pt shot at rim (assist by J. Redick),2,109-106,,
2:04.0,,,109-109,3,W. Ellington makes 3-pt shot from 25 ft (assist by K. Bryant)
1:37.0,J. Crawford makes 3-pt shot from 28 ft (assist by B. Griffin),3,112-109,,
1:19.0,,,112-111,2,K. Bryant makes 2-pt shot from 15 ft
1:01.0,B. Griffin misses 2-pt shot from 14 ft,,112-111,,
0:58.0,Offensive rebound by D. Jordan,,112-111,,
0:41.0,C. Paul misses 2-pt shot from 5 ft (block by J. Hill),,112-111,,
0:39.0,,,112-111,,Defensive rebound by W. Ellington
0:28.0,,,112-111,,K. Bryant misses 2-pt shot from 16 ft
0:26.0,Defensive rebound by B. Griffin,,112-111,,
0:21.0,,,112-111,,Personal foul by K. Bryant (drawn by B. Griffin)
0:21.0,B. Griffin makes free throw 1 of 2,1,113-111,,
0:21.0,B. Griffin makes free throw 2 of 2,1,114-111,,
0:21.0,,,114-111,,LA Lakers full timeout
0:17.0,,,114-111,,K. Bryant misses 3-pt shot from 25 ft
0:16.0,Defensive rebound by J. Redick,,114-111,,
0:15.0,,,114-111,,Personal take foul by J. Lin (drawn by J. Redick)
0:15.0,J. Redick makes free throw 1 of 2,1,115-111,,
0:15.0,J. Redick makes free throw 2 of 2,1,116-111,,
0:15.0,,,116-111,,LA Lakers full timeout
0:11.0,,,116-111,,J. Hill misses 2-pt shot from 13 ft
0:10.0,Defensive rebound by D. Jordan,,116-111,,
0:06.0,,,116-111,,Personal take foul by K. Bryant (drawn by J. Redick)
0:06.0,J. Redick makes free throw 1 of 2,1,117-111,,
0:06.0,J. Redick makes free throw 2 of 2,1,118-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
