time,Miami,pts.away,score,pts.home,Orlando
0:25.0,,,97-92,,C. Frye enters the game for M. Harkless
0:25.0,,,97-92,,N. Vucevic enters the game for W. Green
0:25.0,M. Chalmers misses free throw 2 of 2,,97-92,,
0:24.0,,,97-92,,Defensive rebound by E. Fournier
0:24.0,,,97-92,,Orlando full timeout
0:24.0,,,97-92,,W. Green enters the game for E. Payton
0:22.0,,,97-92,,Turnover by E. Fournier (step out of bounds)
0:21.0,,,97-92,,Personal take foul by V. Oladipo (drawn by S. Brown)
0:21.0,S. Brown makes free throw 1 of 2,1,98-92,,
0:21.0,S. Brown makes free throw 2 of 2,1,99-92,,
0:16.0,,,99-92,,E. Fournier misses 3-pt shot from 26 ft
0:13.0,Defensive rebound by C. Bosh,,99-92,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
