time,Phoenix,pts.away,score,pts.home,Minnesota
2:44.0,G. Dragic makes 2-pt shot from 18 ft,2,99-98,,
2:19.0,,,99-100,2,M. Williams makes 2-pt shot from 18 ft
2:08.0,Shooting foul by M. Williams (drawn by I. Thomas),,99-100,,
2:08.0,Phoenix full timeout,,99-100,,
2:08.0,I. Thomas makes free throw 1 of 2,1,100-100,,
2:08.0,I. Thomas makes free throw 2 of 2,1,101-100,,
1:50.0,,,101-100,,Shooting foul by G. Green (drawn by A. Wiggins)
1:50.0,,,101-101,1,A. Wiggins makes free throw 1 of 2
1:50.0,E. Bledsoe enters the game for G. Green,,101-101,,
1:50.0,,,101-102,1,A. Wiggins makes free throw 2 of 2
1:42.0,I. Thomas makes 2-pt shot from 4 ft,2,103-102,,
1:29.0,,,103-102,,M. Williams misses 2-pt shot from 6 ft
1:27.0,Defensive rebound by M. Morris,,103-102,,
1:22.0,Turnover by M. Morris (lost ball; steal by A. Wiggins),,103-102,,
1:20.0,,,103-102,,Turnover by A. Wiggins (bad pass; steal by I. Thomas)
0:58.0,M. Morris makes 2-pt shot from 12 ft,2,105-102,,
0:58.0,,,105-102,,Minnesota full timeout
0:58.0,,,105-102,,Turnover by C. Budinger (bad pass; steal by E. Bledsoe)
0:55.0,E. Bledsoe makes 2-pt shot at rim,2,107-102,,
0:49.0,,,107-104,2,A. Wiggins makes 2-pt shot at rim
0:30.0,M. Morris makes 2-pt shot from 19 ft (assist by G. Dragic),2,109-104,,
0:30.0,,,109-104,,Minnesota full timeout
0:22.0,,,109-107,3,T. Young makes 3-pt shot from 25 ft (assist by G. Dieng)
0:21.0,,,109-107,,Personal take foul by A. Wiggins (drawn by E. Bledsoe)
0:21.0,E. Bledsoe makes free throw 1 of 2,1,110-107,,
0:21.0,,,110-107,,Z. LaVine enters the game for M. Williams
0:21.0,E. Bledsoe makes free throw 2 of 2,1,111-107,,
0:14.0,,,111-107,,G. Dieng misses 2-pt shot at rim (block by A. Len)
0:12.0,,,111-107,,Offensive rebound by C. Budinger
0:11.0,,,111-109,2,C. Budinger makes 2-pt shot at rim
0:08.0,Shooting foul by T. Young (drawn by G. Dragic),,111-109,,
0:08.0,G. Dragic misses free throw 1 of 2,,111-109,,
0:08.0,Offensive rebound by Team,,111-109,,
0:08.0,G. Dragic makes free throw 2 of 2,1,112-109,,
0:06.0,Personal take foul by I. Thomas (drawn by Z. LaVine),,112-109,,
0:06.0,,,112-110,1,Z. LaVine makes free throw 1 of 2
0:06.0,P. Tucker enters the game for I. Thomas,,112-110,,
0:06.0,,,112-111,1,Z. LaVine makes free throw 2 of 2
0:06.0,Phoenix full timeout,,112-111,,
0:06.0,I. Thomas enters the game for P. Tucker,,112-111,,
0:06.0,,,112-111,,Personal take foul by Z. LaVine (drawn by I. Thomas)
0:06.0,I. Thomas makes free throw 1 of 2,1,113-111,,
0:06.0,I. Thomas misses free throw 2 of 2,,113-111,,
0:05.0,,,113-111,,Defensive rebound by T. Young
0:00.0,,,113-111,,A. Wiggins misses 3-pt shot from 25 ft
0:00.0,,,113-111,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
