time,Memphis,pts.away,score,pts.home,Minnesota
1:58.0,M. Gasol misses free throw 2 of 2,,93-89,,
1:58.0,,,93-89,,Defensive rebound by G. Dieng
1:50.0,,,93-92,3,K. Martin makes 3-pt shot from 22 ft (assist by G. Neal)
1:29.0,,,93-92,,Personal foul by G. Dieng (drawn by M. Gasol)
1:29.0,M. Gasol makes free throw 1 of 2,1,94-92,,
1:29.0,M. Gasol makes free throw 2 of 2,1,95-92,,
1:15.0,,,95-92,,A. Wiggins misses 2-pt shot at rim
1:14.0,Defensive rebound by M. Gasol,,95-92,,
0:55.0,T. Allen misses 2-pt shot from 18 ft,,95-92,,
0:54.0,,,95-92,,Defensive rebound by G. Dieng
0:51.0,Personal foul by Z. Randolph (drawn by R. Rubio),,95-92,,
0:51.0,J. Green enters the game for Z. Randolph,,95-92,,
0:44.0,,,95-95,3,K. Martin makes 3-pt shot from 25 ft (assist by R. Rubio)
0:44.0,Memphis full timeout,,95-95,,
0:44.0,Z. Randolph enters the game for T. Allen,,95-95,,
0:30.0,M. Conley makes 3-pt shot from 25 ft (assist by M. Gasol),3,98-95,,
0:20.0,,,98-95,,K. Martin misses 2-pt shot from 14 ft
0:19.0,,,98-95,,Offensive rebound by A. Wiggins
0:19.0,,,98-97,2,A. Wiggins makes 2-pt shot at rim
0:11.0,,,98-97,,Personal take foul by R. Rubio (drawn by M. Conley)
0:11.0,M. Conley makes free throw 1 of 2,1,99-97,,
0:11.0,,,99-97,,A. Payne enters the game for K. Martin
0:11.0,T. Allen enters the game for Z. Randolph,,99-97,,
0:11.0,M. Conley makes free throw 2 of 2,1,100-97,,
0:11.0,,,100-97,,Minnesota full timeout
0:11.0,,,100-97,,K. Martin enters the game for A. Payne
0:08.0,,,100-97,,K. Martin misses 3-pt shot from 23 ft
0:07.0,Defensive rebound by T. Allen,,100-97,,
0:06.0,,,100-97,,Personal take foul by R. Rubio (drawn by T. Allen)
0:06.0,T. Allen misses free throw 1 of 2,,100-97,,
0:06.0,Offensive rebound by Team,,100-97,,
0:06.0,T. Allen makes free throw 2 of 2,1,101-97,,
0:01.0,,,101-97,,G. Neal misses 3-pt shot from 25 ft
0:00.0,Defensive rebound by J. Green,,101-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
