time,Chicago,pts.away,score,pts.home,Cleveland
2:35.0,C. Bairstow enters the game for T. Gibson,,85-103,,
2:35.0,N. Mohammed enters the game for P. Gasol,,85-103,,
2:35.0,J. Butler makes free throw 1 of 2,1,86-103,,
2:35.0,J. Butler makes free throw 2 of 2,1,87-103,,
2:18.0,,,87-106,3,J. Smith makes 3-pt shot from 25 ft (assist by K. Irving)
2:01.0,A. Brooks makes 3-pt shot from 25 ft,3,90-106,,
2:01.0,,,90-106,,Cleveland full timeout
2:00.0,E. Moore enters the game for J. Butler,,90-106,,
2:00.0,,,90-106,,B. Haywood enters the game for T. Mozgov
2:00.0,,,90-106,,J. Harris enters the game for J. Smith
2:00.0,,,90-106,,M. Miller enters the game for K. Irving
2:00.0,,,90-106,,J. Jones enters the game for T. Thompson
1:42.0,,,90-106,,J. Jones misses 3-pt shot from 27 ft
1:41.0,Defensive rebound by N. Mohammed,,90-106,,
1:29.0,T. Snell makes 2-pt shot from 20 ft (assist by E. Moore),2,92-106,,
1:06.0,,,92-106,,Shooting foul by N. Mohammed (drawn by B. Haywood)
1:06.0,,,92-107,1,B. Haywood makes free throw 1 of 2
1:06.0,,,92-108,1,B. Haywood makes free throw 2 of 2
0:51.0,C. Bairstow misses 2-pt shot from 9 ft,,92-108,,
0:50.0,,,92-108,,Defensive rebound by M. Miller
0:32.0,,,92-108,,Shooting foul by N. Mohammed (drawn by B. Haywood)
0:32.0,,,92-108,,B. Haywood misses free throw 1 of 2
0:32.0,,,92-108,,Offensive rebound by Team
0:32.0,,,92-108,,B. Haywood misses free throw 2 of 2
0:31.0,Defensive rebound by T. Snell,,92-108,,
0:16.0,Shooting foul by J. Harris (drawn by C. Bairstow),,92-108,,
0:16.0,C. Bairstow makes free throw 1 of 2,1,93-108,,
0:16.0,C. Bairstow makes free throw 2 of 2,1,94-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
