time,New York,pts.away,score,pts.home,Washington
1:25.0,T. Wear makes 3-pt shot from 25 ft (assist by L. Galloway),3,88-99,,
1:14.0,,,88-99,,Turnover by A. Miller (bad pass)
1:05.0,T. Wear misses 3-pt shot from 26 ft,,88-99,,
1:04.0,Offensive rebound by Q. Acy,,88-99,,
1:01.0,C. Early makes 3-pt shot from 26 ft (assist by L. Galloway),3,91-99,,
0:43.0,,,91-101,2,D. Blair makes 2-pt shot from 6 ft (assist by A. Miller)
0:37.0,T. Wear misses 2-pt shot from 13 ft,,91-101,,
0:36.0,,,91-101,,Defensive rebound by D. Blair
0:12.0,,,91-101,,Turnover by D. Gooden (lost ball; steal by S. Larkin)
0:04.0,S. Larkin misses 3-pt shot from 28 ft,,91-101,,
0:03.0,,,91-101,,Defensive rebound by D. Blair
0:00.0,End of 4th quarter,,,,End of 4th quarter
